timestamp_ms,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
60772,-0.0012673279270529747,0.00017898064106702805,0.0003846394829452038,-0.014043360948562622,0.0007697087712585926,-9.8181791305542
60775,-0.0012424993328750134,-0.0009865015745162964,0.00024292315356433392,-0.016782552003860474,-0.01032569631934166,-9.80412769317627
60777,0.0007225316949188709,0.0005089333280920982,-0.00046246033161878586,-0.015156060457229614,-0.01970093697309494,-9.793096542358398
60779,0.0014938917011022568,0.001090257428586483,-0.0007368435617536306,-0.017405778169631958,-0.01652343198657036,-9.800614356994629
60784,0.0004961453378200531,-0.0012865634635090828,-0.0008435745257884264,-0.016558706760406494,-0.008422287181019783,-9.80693244934082
60784,0.0007570656016469002,-0.0009113932028412819,-0.00023483322001993656,-0.021352112293243408,-0.005991984624415636,-9.818900108337402
60786,0.000207552220672369,0.0011817952618002892,0.0013024737127125263,-0.018769025802612305,-0.001470061019062996,-9.828763961791992
60790,0.0006414167582988739,0.0013449108228087425,-5.031144246459007e-05,-0.020482957363128662,9.093433618545532e-06,-9.827966690063477
60803,0.0008556414395570755,0.0012811431661248207,-0.00034781312569975853,-0.0029991567134857178,-0.0034323553554713726,-9.819306373596191
60804,0.0015408778563141823,-0.0005573062226176262,-0.0006922476459294558,-0.005328834056854248,-0.00846498366445303,-9.823722839355469
60807,0.001159310806542635,-0.0006203390657901764,0.00047428859397768974,0.0017948746681213379,-0.0018016141839325428,-9.813553810119629
60809,-0.0002923542633652687,-0.0012890473008155823,0.0009280531667172909,0.004731267690658569,0.0061448183842003345,-9.820501327514648
60813,0.0004380512982606888,-0.001543448306620121,0.0011045606806874275,0.006375938653945923,0.0042741806246340275,-9.815963745117188
60821,-0.0001966441050171852,0.0009187115356326103,0.0011643278412520885,-0.0014535784721374512,0.0009446409530937672,-9.821857452392578
60823,0.0017655054107308388,0.0012774807401001453,-0.002054822165518999,0.00501897931098938,-0.0017991471104323864,-9.819884300231934
