timestamp_ms,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
27678,-0.0015481454320251942,-0.00207960931584239,0.0004833803977817297,-0.15931354463100433,-0.010686492547392845,-9.852941513061523
27680,-0.000792856328189373,-0.002523507922887802,0.0003018239513039589,-0.1440170854330063,-0.008092638105154037,-9.845641136169434
27684,0.0016965372487902641,-0.0017079352401196957,0.0007096107583492994,-0.13111433386802673,-0.020745817571878433,-9.829736709594727
27684,0.0016965372487902641,-0.0017079352401196957,0.0007096107583492994,-0.13111433386802673,-0.020745817571878433,-9.829736709594727
27688,-0.0007820231840014458,0.0002344474196434021,-0.0009106919169425964,-0.1250620186328888,-0.01583399996161461,-9.83264446258545
27688,-0.000752642285078764,0.0002477276138961315,-0.0009106919169425964,-0.1250620186328888,-0.01583399996161461,-9.83264446258545
27697,0.0001526414416730404,0.0004216316156089306,-0.00013008457608520985,-0.1012352779507637,-0.036139294505119324,-9.841361045837402
27697,0.0001526414416730404,0.0004216316156089306,-0.00013008457608520985,-0.1012352779507637,-0.036139294505119324,-9.841361045837402
27700,6.826268509030342e-05,-0.002729065716266632,0.002013969235122204,-0.10305892676115036,-0.03183086961507797,-9.851797103881836
27700,6.826268509030342e-05,-0.002729065716266632,0.002013969235122204,-0.10305892676115036,-0.03183086961507797,-9.851797103881836
27700,6.826268509030342e-05,-0.002729065716266632,0.002013969235122204,-0.10305892676115036,-0.03183086961507797,-9.851797103881836
27700,6.826268509030342e-05,-0.002729065716266632,0.002013969235122204,-0.10305892676115036,-0.03183086961507797,-9.851797103881836
27707,0.00048063648864626884,-0.0013410509563982487,-0.002612559124827385,-0.08406856656074524,-0.03205406293272972,-9.864194869995117
27707,0.00048063648864626884,-0.0013410509563982487,-0.002612559124827385,-0.08406856656074524,-0.03205406293272972,-9.864194869995117
27707,0.00048063648864626884,-0.0013410509563982487,-0.002612559124827385,-0.08406856656074524,-0.03205406293272972,-9.864194869995117
27708,0.00048063648864626884,-0.0013410509563982487,-0.002612559124827385,-0.08406856656074524,-0.03205406293272972,-9.864194869995117
27720,0.0022274646908044815,-0.0011438922956585884,0.001958535984158516,-0.08605346828699112,-0.003796132281422615,-9.85392951965332
27720,0.0022274646908044815,-0.0011438922956585884,0.001958535984158516,-0.08605346828699112,-0.003796132281422615,-9.85392951965332
27720,0.0022274646908044815,-0.0011438922956585884,0.001958535984158516,-0.08605346828699112,-0.003796132281422615,-9.85392951965332
27720,0.0022274646908044815,-0.0011438922956585884,0.001958535984158516,-0.08605346828699112,-0.003796132281422615,-9.85392951965332
27723,0.0015853368677198887,-0.0011998373083770275,0.0008756367024034262,-0.0776984691619873,-0.013715493492782116,-9.843033790588379
27723,0.0015853368677198887,-0.0011998373083770275,0.0008756367024034262,-0.0776984691619873,-0.013715493492782116,-9.843033790588379
27723,0.0015853368677198887,-0.0011998373083770275,0.0008756367024034262,-0.0776984691619873,-0.013715493492782116,-9.843033790588379
27724,0.002634522970765829,-0.0005839955992996693,0.0011046635918319225,-0.07407241314649582,-0.01084274984896183,-9.859055519104004
27734,0.0009717065840959549,0.0003864406608045101,0.000999408308416605,-0.09036992490291595,0.021752692759037018,-9.860177993774414
27734,0.0009717065840959549,0.0003864406608045101,0.000999408308416605,-0.09036992490291595,0.021752692759037018,-9.860177993774414
27734,0.0009717065840959549,0.0003864406608045101,0.000999408308416605,-0.09036992490291595,0.021752692759037018,-9.860177993774414
27734,0.0009717065840959549,0.0003864406608045101,0.000999408308416605,-0.09036992490291595,0.021752692759037018,-9.860177993774414
27748,0.0026240297593176365,-0.0021009487099945545,0.00024288450367748737,-0.12321208417415619,0.04361780360341072,-9.847930908203125
