timestamp_ms,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,ctrl_throttle,ctrl_roll,ctrl_pitch,ctrl_yaw
78630,-0.00791773572564125,-0.008687494322657585,0.002884979359805584,-0.3362545073032379,0.02736520580947399,-9.864910125732422,0.0,0.0,0.0,0.0
78633,-0.006331167183816433,-0.009231623262166977,0.0011222123866900802,-0.32740727066993713,0.023755798116326332,-9.857612609863281,0.0,0.0,0.0,0.0
78636,-0.005714016500860453,-0.009443281218409538,0.0023872973397374153,-0.32139837741851807,0.021734172478318214,-9.846150398254395,0.0,0.0,0.0,0.0
78638,-0.005473954137414694,-0.01212664507329464,0.002229137811809778,-0.32224705815315247,0.021655431017279625,-9.859747886657715,0.0,0.0,0.0,0.0
78651,-0.00603083148598671,-0.011219657957553864,0.001517358236014843,-0.3174545466899872,0.01845061592757702,-9.866310119628906,0.0,0.0,0.0,0.0
78651,-0.006897706538438797,-0.009566337801516056,0.002541002817451954,-0.3242524266242981,0.021923456341028214,-9.864718437194824,0.0,0.0,0.0,0.0
78651,-0.0065846494399011135,-0.00827296357601881,0.0035894429311156273,-0.3364884853363037,0.03019001893699169,-9.862772941589355,0.0,0.0,0.0,0.0
78651,-0.006462874822318554,-0.00972063560038805,0.004647527821362019,-0.3465026021003723,0.03587368503212929,-9.86168384552002,0.0,0.0,0.0,0.0
78660,-0.008366281166672707,-0.008983241394162178,0.005709364544600248,-0.3426293432712555,0.025360677391290665,-9.858965873718262,0.0,0.0,0.0,0.0
78660,-0.0078061604872345924,-0.009346664883196354,0.004171628504991531,-0.3372992277145386,0.01736520603299141,-9.873247146606445,0.0,0.0,0.0,0.0
78660,-0.007588281761854887,-0.010138288140296936,0.0035734730772674084,-0.3437959849834442,0.013940522447228432,-9.859121322631836,0.0,0.0,0.0,0.0
78660,-0.00815378874540329,-0.009145702235400677,0.004641315899789333,-0.33479195833206177,0.02571878395974636,-9.853316307067871,0.0,0.0,0.0,0.0
78661,-0.007073245942592621,-0.008109343238174915,0.0018054002430289984,-0.3329095244407654,0.03336934745311737,-9.857439994812012,0.0,0.0,0.0,0.0
78665,-0.0073031894862651825,-0.007055957335978746,0.0020027889404445887,-0.32342660427093506,0.03133299574255943,-9.862910270690918,0.0,0.0,0.0,0.0
78665,-0.00739263417199254,-0.005995948798954487,0.0020795699674636126,-0.3139009475708008,0.013335298746824265,-9.853331565856934,0.0,0.0,0.0,0.0
78667,-0.006777168717235327,-0.005583621561527252,0.0027596945874392986,-0.3075120449066162,0.02537979930639267,-9.843751907348633,0.0,0.0,0.0,0.0
78670,-0.005887504201382399,-0.00672374852001667,0.0010734786046668887,-0.32079076766967773,0.0310723427683115,-9.855243682861328,0.0,0.0,0.0,0.0
78677,-0.006841954309493303,-0.00846775621175766,0.0023683407343924046,-0.3303353190422058,0.033207159489393234,-9.852198600769043,0.0,0.0,0.0,0.0
78678,-0.005262446589767933,-0.009146148338913918,0.00222176406532526,-0.3261990547180176,0.02913501486182213,-9.85576057434082,0.0,0.0,0.0,0.0
78678,-0.006598816253244877,-0.0068090008571743965,0.001514489995315671,-0.3291501998901367,0.030014922842383385,-9.861969947814941,0.0,0.0,0.0,0.0
78688,-0.006468385923653841,-0.007850660011172295,0.001889629289507866,-0.32553529739379883,0.017864903435111046,-9.859126091003418,0.0,0.0,0.0,0.0
78688,-0.005767392460256815,-0.008906107395887375,0.00268581067211926,-0.326671302318573,0.02159539982676506,-9.855426788330078,0.0,0.0,0.0,0.0
78688,-0.00614497484639287,-0.0073658861219882965,0.0029955129139125347,-0.31993257999420166,0.0184169914573431,-9.857568740844727,0.0,0.0,0.0,0.0
78688,-0.004991332534700632,-0.006766763981431723,0.0031159822829067707,-0.32458677887916565,0.00926177017390728,-9.859822273254395,0.0,0.0,0.0,0.0
78692,-0.005192841403186321,-0.008484489284455776,0.002512585138902068,-0.32297930121421814,0.007294652052223682,-9.842120170593262,0.0,0.0,0.0,0.0
78701,-0.006571741309016943,-0.009802915155887604,0.003578389063477516,-0.3262932598590851,0.012514297850430012,-9.841687202453613,0.0,0.0,0.0,0.0
78701,-0.008408628404140472,-0.01031576283276081,0.003342712065204978,-0.33236366510391235,0.022812815383076668,-9.851980209350586,0.0,0.0,0.0,0.0
78701,-0.007822632789611816,-0.009214736521244049,0.0032510373275727034,-0.34103158116340637,0.020152436569333076,-9.85563850402832,0.0,0.0,0.0,0.0
78704,-0.0075946892611682415,-0.008786454796791077,0.003215377451851964,-0.33429718017578125,0.01971593126654625,-9.859794616699219,0.0,0.0,0.0,0.0
78704,-0.006855764891952276,-0.007969601079821587,0.004502022173255682,-0.3326323926448822,0.017364302650094032,-9.834729194641113,0.0,0.0,0.0,0.0
78707,-0.005918076727539301,-0.007651858031749725,0.004352249205112457,-0.34012851119041443,0.019207870587706566,-9.85545825958252,0.0,0.0,0.0,0.0
78708,-0.004903072491288185,-0.007528260815888643,0.004293989855796099,-0.32852351665496826,0.017079738900065422,-9.869175910949707,0.0,0.0,0.0,0.0
78713,-0.0032077357172966003,-0.007480183150619268,0.00427132798358798,-0.32096999883651733,0.02747705578804016,-9.85262680053711,0.0,0.0,0.0,0.0
78713,-0.006449824199080467,-0.007461481727659702,0.003612254746258259,-0.3167392611503601,0.02276487462222576,-9.864428520202637,0.0,0.0,0.0,0.0
78717,-0.0057601723819971085,-0.009404981508851051,0.0053066592663526535,-0.3206910789012909,0.027500584721565247,-9.854182243347168,0.0,0.0,0.0,0.0
78718,-0.005491908174008131,-0.01016097329556942,0.00466524064540863,-0.3313330411911011,0.023831624537706375,-9.856871604919434,0.0,0.0,0.0,0.0
78726,-0.004087041597813368,-0.009804784320294857,0.002464964520186186,-0.3383471667766571,0.024937355890870094,-9.859431266784668,0.0,0.0,0.0,0.0
