timestamp_ms,roll_deg,pitch_deg,yaw_deg,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,throttle,ctrl_roll,ctrl_pitch,ctrl_yaw,mag_x,mag_y,mag_z,voltage,tof_bottom,tof_front,state,sensor_status,heartbeat
233162,0.12357786560110023,0.2762903033132865,-10.09045617313963,0.0,0.0,0.0,0.0,0.0,0.0,0.0004846095107495785,-0.0021194349974393845,0.0011414438486099243,0.03836318105459213,-0.036976058036088943,-9.789140701293945,0.0,0.0,0.0,0.0,5.601600170135498,4.588189601898193,40.94602966308594,4.127999782562256,0.04500000178813934,1.2790000438690186,2,31,1
233166,0.13078867773478253,0.2721773821746017,-10.09030164010966,0.0,0.0,0.0,0.0,0.0,0.0,0.00023119710385799408,-0.0016019027680158615,0.0018842308782041073,0.04672501981258392,-0.03790633752942085,-9.779874801635742,0.0,0.0,0.0,0.0,5.601600170135498,4.588189601898193,40.94602966308594,4.127999782562256,0.04500000178813934,1.3000000715255737,2,31,2
233167,0.13794380781847335,0.2721777290201455,-10.090031847637444,0.0,0.0,0.0,0.0,0.0,0.0,0.00013309204950928688,-0.0020506633445620537,0.0028234217315912247,0.03876562789082527,-0.02683810517191887,-9.775738716125488,0.0,0.0,0.0,0.0,5.601600170135498,4.588189601898193,40.94602966308594,4.127999782562256,0.04500000178813934,1.3000000715255737,2,31,3
233168,0.13794380781847335,0.2721777290201455,-10.090031847637444,0.0,0.0,0.0,0.0,0.0,0.0,0.00013309204950928688,-0.0020506633445620537,0.0028234217315912247,0.03876562789082527,-0.02683810517191887,-9.775738716125488,0.0,0.0,0.0,0.0,5.601600170135498,4.588189601898193,40.94602966308594,4.127999782562256,0.04500000178813934,1.3000000715255737,2,31,4
233173,0.13452331044711177,0.2701322207658589,-10.089642526854753,0.0,0.0,0.0,0.0,0.0,0.0,0.0013797194696962833,-0.00023401249200105667,-0.0011851314920932055,0.05903637036681175,-0.0150163434445858,-9.790118217468262,0.0,0.0,0.0,0.0,5.601600170135498,4.588189601898193,40.94602966308594,4.127999782562256,0.04500000178813934,1.3000000715255737,2,31,5
233174,0.1313328383723489,0.2758628562012054,-10.089799621205664,0.0,0.0,0.0,0.0,0.0,0.0,0.0018793833442032337,-0.0008678138256072998,-0.00032128719612956047,0.05092906206846237,-0.007696009706705809,-9.784636497497559,0.0,0.0,0.0,0.0,5.601600170135498,4.588189601898193,40.94602966308594,4.127999782562256,0.04500000178813934,1.3000000715255737,2,31,6
233176,0.12523653435235552,0.2775445234800566,-10.089842309887976,0.0,0.0,0.0,0.0,0.0,0.0,0.0018786494620144367,-0.0008676229044795036,-0.00032128719612956047,0.05092906206846237,-0.007696009706705809,-9.784636497497559,0.0,0.0,0.0,0.0,5.601600170135498,4.588189601898193,40.94602966308594,4.127999782562256,0.04500000178813934,1.3000000715255737,2,31,7
233177,0.12523653435235552,0.2775445234800566,-10.089842309887976,0.0,0.0,0.0,0.0,0.0,0.0,0.0020731654949486256,0.00018610432744026184,0.0013152509927749634,0.04112030938267708,-0.010970896109938622,-9.774190902709961,0.0,0.0,0.0,0.0,5.601600170135498,4.588189601898193,40.94602966308594,4.127999782562256,0.04500000178813934,1.3000000715255737,2,31,8
233183,0.1088663051395539,0.26492294754368123,-10.089344559852211,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002803145907819271,-0.0011967895552515984,0.001693581696599722,0.03465646132826805,-0.010502088814973831,-9.779226303100586,0.0,0.0,0.0,0.0,5.601600170135498,4.588189601898193,40.94602966308594,4.127999782562256,0.04700000211596489,1.3000000715255737,2,31,9
233186,0.10565274115570257,0.25939801819622854,-10.089332607021165,0.0,0.0,0.0,0.0,0.0,0.0,0.0025322961155325174,-0.0012439368292689323,0.00014822999946773052,0.033059608191251755,-0.01043543592095375,-9.782750129699707,0.0,0.0,0.0,0.0,5.601600170135498,4.588189601898193,40.94602966308594,4.127999782562256,0.04700000211596489,1.3000000715255737,2,31,10
