timestamp_ms,roll_deg,pitch_deg,yaw_deg,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,throttle,ctrl_roll,ctrl_pitch,ctrl_yaw,mag_x,mag_y,mag_z,voltage,tof_bottom,tof_front,state,sensor_status,heartbeat
439989,0.05187774468053312,-0.012126049547402196,0.17463184878007948,0.0,0.0,0.0,0.0,0.0,0.0,0.0008777002803981304,-0.0006300164386630058,0.00015277951024472713,0.0037356019020080566,-0.011689170263707638,-9.816637992858887,0.0,0.0,0.0,0.0,-14.713643074035645,3.464794635772705,58.82020950317383,4.0879998207092285,0.04500000178813934,1.6170001029968262,2,31,4938
440005,0.059937157792789915,-0.007531916068532184,0.1749184099003159,0.0,0.0,0.0,0.0,0.0,0.0,-0.002297382801771164,0.0001379484310746193,4.76655550301075e-05,-0.004143059253692627,-0.0071832770481705666,-9.830617904663086,0.0,0.0,0.0,0.0,-14.713643074035645,3.464794635772705,58.82020950317383,4.0879998207092285,0.04500000178813934,1.6170001029968262,2,31,4939
440008,0.0503969743427089,-0.008327931594109526,0.17493771318884913,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010563051328063011,-0.00021327007561922073,9.303120896220207e-05,-0.0006648004055023193,0.00703340582549572,-9.822246551513672,0.0,0.0,0.0,0.0,-14.713643074035645,3.464794635772705,58.82020950317383,4.0879998207092285,0.04500000178813934,1.6170001029968262,2,31,4940
440017,0.04532305092388857,-0.005160459297587548,0.17481819821858713,0.0,0.0,0.0,0.0,0.0,0.0,0.0011831880547106266,-0.0013223802670836449,0.00020551052875816822,-0.01068413257598877,0.007583923172205687,-9.814491271972656,0.0,0.0,0.0,0.0,-14.704473495483398,3.8387997150421143,59.94208526611328,4.0879998207092285,0.04500000178813934,1.6170001029968262,2,31,4941
440018,0.038649125676513005,-0.009684522055860439,0.1748443050158639,0.0,0.0,0.0,0.0,0.0,0.0,0.0011696508154273033,-0.0013309819623827934,0.00020551052875816822,-0.01068413257598877,0.007583923172205687,-9.814491271972656,0.0,0.0,0.0,0.0,-14.704473495483398,3.8387997150421143,59.94208526611328,4.0879998207092285,0.04500000178813934,1.6290000677108765,2,31,4942
440025,0.03200384853703314,-0.01419956974816644,0.1758091892980472,0.0,0.0,0.0,0.0,0.0,0.0,9.668106213212013e-05,-0.00014432985335588455,0.0026781188789755106,-0.002738445997238159,0.011426347307860851,-9.810961723327637,0.0,0.0,0.0,0.0,-14.704473495483398,3.8387997150421143,59.94208526611328,4.0879998207092285,0.04500000178813934,1.6290000677108765,2,31,4943
440026,0.024500832372921243,-0.01434737430809379,0.1761927204281993,0.0,0.0,0.0,0.0,0.0,0.0,8.180877193808556e-05,-0.00014459248632192612,0.0026781188789755106,-0.002738445997238159,0.011426347307860851,-9.810961723327637,0.0,0.0,0.0,0.0,-14.704473495483398,3.8387997150421143,59.94208526611328,4.0879998207092285,0.04500000178813934,1.6290000677108765,2,31,4944
440028,0.024500832372921243,-0.01434737430809379,0.1761927204281993,0.0,0.0,0.0,0.0,0.0,0.0,0.0011436319909989834,-0.0003294898197054863,0.0011162369046360254,-0.007253080606460571,0.0016530724242329597,-9.817558288574219,0.0,0.0,0.0,0.0,-14.704473495483398,3.8387997150421143,59.94208526611328,4.0879998207092285,0.04500000178813934,1.6290000677108765,2,31,4945
440028,0.02208536999048995,-0.016487691457753976,0.17635173576981367,0.0,0.0,0.0,0.0,0.0,0.0,0.0011384617537260056,-0.0003337012603878975,0.0011162369046360254,-0.007253080606460571,0.0016530724242329597,-9.817558288574219,0.0,0.0,0.0,0.0,-14.704473495483398,3.8387997150421143,59.94208526611328,4.0879998207092285,0.04500000178813934,1.6290000677108765,2,31,4946
440029,0.02208536999048995,-0.016487691457753976,0.17635173576981367,0.0,0.0,0.0,0.0,0.0,0.0,0.001551494700834155,0.0002446351572871208,0.0011589473579078913,-0.007674604654312134,-0.006981643848121166,-9.825467109680176,0.0,0.0,0.0,0.0,-14.704473495483398,3.8387997150421143,59.94208526611328,4.0879998207092285,0.04500000178813934,1.6290000677108765,2,31,4947
