t,px,py,pz,qw,qx,qy,qz,alt,roll,pitch,yawrate,yawcmd,alt_est,roll_est,pitch_est,m0,m1,m2,m3
0.6020,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6220,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6420,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6620,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6820,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7020,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7220,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7420,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7620,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7820,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8020,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8220,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8420,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8620,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8820,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9020,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9220,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9420,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9620,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9820,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0020,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0220,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0420,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0620,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0820,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.1020,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.1220,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.1420,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.1620,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.1820,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.2020,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.2220,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.2420,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.2620,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.2820,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.3020,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.3220,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.3420,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.3620,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.3820,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.4020,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.4220,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.4420,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.4620,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.4820,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.5020,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.5220,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.5420,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.5620,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.5820,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.6020,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.6220,0.00000,0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.6420,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.6620,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.6820,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.7020,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.7220,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.7420,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.7620,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
