time,cmd_roll,true_roll,eskf_roll,est_error,altitude
0.0000,0.000,0.000,0.018,-0.018,0.5000
0.0050,0.000,0.009,-0.031,0.040,0.5000
0.0100,0.000,0.033,-0.046,0.079,0.5000
0.0150,0.000,0.050,-0.076,0.126,0.5000
0.0200,0.000,0.121,-0.056,0.176,0.4999
0.0250,0.000,0.221,0.192,0.028,0.4998
0.0300,0.000,0.288,0.828,-0.540,0.4997
0.0350,0.000,0.323,1.180,-0.857,0.4996
0.0400,0.000,0.289,1.154,-0.865,0.4995
0.0450,0.000,0.217,1.110,-0.893,0.4993
0.0500,0.000,0.124,0.992,-0.868,0.4991
0.0550,0.000,0.072,0.885,-0.813,0.4989
0.0600,0.000,0.050,0.814,-0.764,0.4988
0.0650,0.000,0.002,0.902,-0.900,0.4986
0.0700,0.000,-0.068,0.852,-0.919,0.4985
0.0750,0.000,-0.133,0.767,-0.899,0.4983
0.0800,0.000,-0.142,0.710,-0.852,0.4982
0.0850,0.000,-0.180,0.710,-0.890,0.4981
0.0900,0.000,-0.304,0.668,-0.973,0.4980
0.0950,0.000,-0.427,0.658,-1.085,0.4978
0.1000,0.000,-0.608,1.531,-2.139,0.4977
0.1050,0.000,-0.814,1.446,-2.260,0.4976
0.1100,0.000,-0.959,1.308,-2.267,0.4975
0.1150,0.000,-0.995,1.187,-2.182,0.4973
0.1200,0.000,-0.990,1.125,-2.115,0.4970
0.1250,0.000,-1.009,1.066,-2.074,0.4966
0.1300,0.000,-1.048,0.781,-1.829,0.4962
0.1350,0.000,-1.132,0.762,-1.894,0.4957
0.1400,0.000,-1.259,0.698,-1.957,0.4952
0.1450,0.000,-1.363,0.621,-1.984,0.4947
0.1500,0.000,-1.433,0.537,-1.971,0.4941
0.1550,0.000,-1.464,0.443,-1.908,0.4935
0.1600,0.000,-1.416,0.389,-1.804,0.4929
0.1650,0.000,-1.351,0.517,-1.868,0.4922
0.1700,0.000,-1.283,0.506,-1.789,0.4916
0.1750,0.000,-1.274,0.540,-1.814,0.4910
0.1800,0.000,-1.388,0.522,-1.910,0.4903
0.1850,0.000,-1.464,0.419,-1.884,0.4895
0.1900,0.000,-1.451,0.387,-1.838,0.4887
0.1950,0.000,-1.505,0.677,-2.182,0.4878
0.2000,0.000,-1.585,0.620,-2.205,0.4868
0.2050,0.000,-1.692,0.591,-2.283,0.4858
0.2100,0.000,-1.843,0.517,-2.359,0.4848
0.2150,0.000,-1.959,0.455,-2.413,0.4838
0.2200,0.000,-2.066,0.385,-2.451,0.4827
0.2250,0.000,-2.175,0.320,-2.495,0.4817
0.2300,0.000,-2.286,-0.022,-2.264,0.4806
0.2350,0.000,-2.368,-0.097,-2.271,0.4796
0.2400,0.000,-2.436,-0.118,-2.318,0.4786
0.2450,0.000,-2.556,-0.178,-2.377,0.4776
0.2500,0.000,-2.619,-0.390,-2.229,0.4766
0.2550,0.000,-2.523,-0.547,-1.976,0.4755
0.2600,0.000,-2.364,-0.567,-1.797,0.4745
0.2650,0.000,-2.245,-0.408,-1.837,0.4735
0.2700,0.000,-2.258,-0.194,-2.063,0.4725
0.2750,0.000,-2.289,-0.190,-2.098,0.4715
0.2800,0.000,-2.336,-0.189,-2.147,0.4705
0.2850,0.000,-2.397,-0.175,-2.222,0.4695
0.2900,0.000,-2.495,-0.119,-2.376,0.4686
0.2950,0.000,-2.653,-0.461,-2.192,0.4676
0.3000,0.000,-2.760,-0.581,-2.178,0.4667
0.3050,0.000,-2.754,-0.650,-2.104,0.4659
0.3100,0.000,-2.693,-0.536,-2.156,0.4650
0.3150,0.000,-2.661,-0.452,-2.210,0.4642
0.3200,0.000,-2.725,-0.364,-2.361,0.4634
0.3250,0.000,-2.871,-0.340,-2.530,0.4626
0.3300,0.000,-3.014,-0.402,-2.612,0.4618
0.3350,0.000,-3.086,-0.546,-2.540,0.4610
0.3400,0.000,-3.029,-0.682,-2.347,0.4603
0.3450,0.000,-2.893,-0.754,-2.139,0.4596
0.3500,0.000,-2.727,-0.801,-1.926,0.4590
0.3550,0.000,-2.549,-0.846,-1.703,0.4584
0.3600,0.000,-2.378,-1.211,-1.167,0.4579
0.3650,0.000,-2.274,-1.164,-1.110,0.4574
0.3700,0.000,-2.201,-1.080,-1.122,0.4568
0.3750,0.000,-2.186,-0.973,-1.213,0.4562
0.3800,0.000,-2.167,-0.882,-1.285,0.4556
0.3850,0.000,-2.190,-0.823,-1.367,0.4548
0.3900,0.000,-2.245,0.404,-2.649,0.4540
0.3950,0.000,-2.321,0.407,-2.728,0.4531
0.4000,0.000,-2.431,0.401,-2.832,0.4521
0.4050,0.000,-2.605,0.370,-2.975,0.4511
0.4100,0.000,-2.811,0.273,-3.084,0.4501
0.4150,0.000,-2.964,0.155,-3.119,0.4491
0.4200,0.000,-3.052,0.165,-3.218,0.4481
0.4250,0.000,-3.090,-0.239,-2.852,0.4471
0.4300,0.000,-3.113,-0.309,-2.804,0.4461
0.4350,0.000,-3.089,-0.351,-2.738,0.4452
0.4400,0.000,-3.033,-0.370,-2.663,0.4443
0.4450,0.000,-2.901,-0.402,-2.499,0.4434
0.4500,0.000,-2.693,-0.294,-2.399,0.4426
0.4550,0.000,-2.460,0.082,-2.541,0.4417
0.4600,0.000,-2.170,0.318,-2.488,0.4408
0.4650,0.000,-1.971,0.524,-2.495,0.4400
0.4700,0.000,-1.830,0.721,-2.551,0.4392
0.4750,0.000,-1.803,0.890,-2.693,0.4384
0.4800,0.000,-1.897,0.981,-2.878,0.4375
0.4850,0.000,-2.032,0.938,-2.971,0.4367
0.4900,0.000,-2.115,0.999,-3.114,0.4360
0.4950,0.000,-2.152,0.943,-3.095,0.4352
0.5000,0.000,-2.196,0.936,-3.132,0.4344
0.5050,0.000,-2.308,0.883,-3.190,0.4337
0.5100,0.000,-2.452,0.874,-3.325,0.4330
0.5150,0.000,-2.681,0.816,-3.498,0.4322
0.5200,0.000,-2.923,0.725,-3.647,0.4315
0.5250,0.000,-3.105,0.188,-3.292,0.4309
0.5300,0.000,-3.215,0.070,-3.285,0.4302
0.5350,0.000,-3.291,-0.123,-3.168,0.4295
0.5400,0.000,-3.302,-0.187,-3.115,0.4288
0.5450,0.000,-3.276,-0.253,-3.023,0.4281
0.5500,0.000,-3.183,-0.278,-2.906,0.4275
0.5550,0.000,-3.064,-0.201,-2.864,0.4268
0.5600,0.000,-2.986,-0.119,-2.867,0.4261
0.5650,0.000,-2.984,0.146,-3.131,0.4254
0.5700,0.000,-3.054,0.334,-3.388,0.4248
0.5750,0.000,-3.138,0.339,-3.478,0.4241
0.5800,0.000,-3.198,0.315,-3.512,0.4235
0.5850,0.000,-3.246,0.248,-3.494,0.4228
0.5900,0.000,-3.337,0.240,-3.577,0.4222
0.5950,0.000,-3.388,0.194,-3.582,0.4216
0.6000,0.000,-3.333,0.181,-3.514,0.4210
0.6050,0.000,-3.249,0.124,-3.373,0.4204
0.6100,0.000,-3.142,0.149,-3.291,0.4197
0.6150,0.000,-3.049,0.154,-3.203,0.4192
0.6200,0.000,-2.943,0.197,-3.140,0.4186
0.6250,0.000,-2.865,0.214,-3.079,0.4180
0.6300,0.000,-2.742,0.227,-2.969,0.4174
0.6350,0.000,-2.588,0.304,-2.892,0.4168
0.6400,0.000,-2.516,0.416,-2.931,0.4163
0.6450,0.000,-2.552,0.473,-3.025,0.4157
0.6500,0.000,-2.622,0.262,-2.885,0.4151
0.6550,0.000,-2.718,0.282,-3.000,0.4146
0.6600,0.000,-2.853,0.194,-3.046,0.4140
0.6650,0.000,-2.965,-0.016,-2.949,0.4135
0.6700,0.000,-3.023,-0.134,-2.889,0.4130
0.6750,0.000,-2.982,-0.236,-2.746,0.4126
0.6800,0.000,-2.861,-0.257,-2.604,0.4123
0.6850,0.000,-2.745,-0.034,-2.711,0.4119
0.6900,0.000,-2.685,0.057,-2.743,0.4117
0.6950,0.000,-2.654,0.091,-2.746,0.4115
0.7000,0.000,-2.601,0.110,-2.711,0.4113
0.7050,0.000,-2.536,0.154,-2.690,0.4111
0.7100,0.000,-2.475,0.166,-2.641,0.4110
0.7150,0.000,-2.362,0.058,-2.420,0.4108
0.7200,0.000,-2.172,0.093,-2.265,0.4107
0.7250,0.000,-2.017,0.182,-2.199,0.4106
0.7300,0.000,-1.925,0.182,-2.107,0.4105
0.7350,0.000,-1.843,0.204,-2.047,0.4104
0.7400,0.000,-1.782,0.228,-2.010,0.4103
0.7450,0.000,-1.766,0.264,-2.030,0.4103
0.7500,0.000,-1.819,0.420,-2.239,0.4103
