time,cmd_roll,true_roll,eskf_roll,error,altitude
0.3450,0.000,-4.057,-0.762,-4.057,0.4164
0.3500,0.000,-3.900,-0.841,-3.900,0.4155
0.3550,0.000,-3.721,-0.901,-3.721,0.4147
0.3600,0.000,-3.538,-1.191,-3.538,0.4140
0.3650,0.000,-3.414,-1.141,-3.414,0.4133
0.3700,0.000,-3.328,-1.047,-3.328,0.4126
0.3750,0.000,-3.319,-0.971,-3.319,0.4119
0.3800,0.000,-3.305,-0.717,-3.305,0.4111
0.3850,0.000,-3.338,-0.621,-3.338,0.4102
0.3900,0.000,-3.407,0.455,-3.407,0.4093
0.3950,0.000,-3.495,0.453,-3.495,0.4083
0.4000,0.000,-3.618,0.440,-3.618,0.4072
0.4050,0.000,-3.820,0.395,-3.820,0.4061
0.4100,0.000,-4.071,0.273,-4.071,0.4051
0.4150,0.000,-4.268,0.123,-4.268,0.4040
0.4200,0.000,-4.388,0.036,-4.388,0.4029
0.4250,0.000,-4.443,-0.363,-4.443,0.4019
0.4300,0.000,-4.479,-0.454,-4.479,0.4009
0.4350,0.000,-4.463,-0.512,-4.463,0.4000
0.4400,0.000,-4.405,-0.539,-4.405,0.3991
0.4450,0.000,-4.262,-0.583,-4.262,0.3982
0.4500,0.000,-4.045,-0.474,-4.045,0.3973
0.4550,0.000,-3.798,-0.105,-3.798,0.3964
0.4600,0.000,-3.486,0.178,-3.486,0.3956
0.4650,0.000,-3.256,0.403,-3.256,0.3947
0.4700,0.000,-3.075,0.628,-3.075,0.3939
0.4750,0.000,-3.006,0.832,-3.006,0.3931
0.4800,0.000,-3.075,0.953,-3.075,0.3923
0.4850,0.000,-3.199,0.862,-3.199,0.3915
0.4900,0.000,-3.287,0.861,-3.287,0.3908
0.4950,0.000,-3.335,0.807,-3.335,0.3901
0.5000,0.000,-3.389,0.799,-3.389,0.3893
0.5050,0.000,-3.502,0.745,-3.502,0.3887
0.5100,0.000,-3.637,0.741,-3.637,0.3880
0.5150,0.000,-3.852,0.693,-3.852,0.3873
0.5200,0.000,-4.073,0.615,-4.073,0.3867
0.5250,0.000,-4.229,-0.128,-4.229,0.3861
0.5300,0.000,-4.307,-0.215,-4.307,0.3855
0.5350,0.000,-4.344,-0.350,-4.344,0.3849
0.5400,0.000,-4.309,-0.375,-4.309,0.3843
0.5450,0.000,-4.248,-0.406,-4.248,0.3837
0.5500,0.000,-4.135,-0.401,-4.135,0.3831
0.5550,0.000,-4.001,-0.384,-4.001,0.3825
0.5600,0.000,-3.911,-0.285,-3.911,0.3819
0.5650,0.000,-3.902,-0.131,-3.902,0.3813
0.5700,0.000,-3.965,-0.025,-3.965,0.3808
0.5750,0.000,-4.035,-0.003,-4.035,0.3803
0.5800,0.000,-4.085,0.001,-4.085,0.3797
0.5850,0.000,-4.130,0.015,-4.130,0.3792
0.5900,0.000,-4.221,-0.066,-4.221,0.3788
0.5950,0.000,-4.275,-0.118,-4.275,0.3783
0.6000,0.000,-4.216,-0.132,-4.216,0.3778
0.6050,0.000,-4.115,-0.137,-4.115,0.3774
0.6100,0.000,-3.978,-0.093,-3.978,0.3769
0.6150,0.000,-3.848,-0.062,-3.848,0.3765
0.6200,0.000,-3.707,0.009,-3.707,0.3761
0.6250,0.000,-3.595,0.055,-3.595,0.3757
0.6300,0.000,-3.440,0.097,-3.440,0.3753
0.6350,0.000,-3.259,0.203,-3.259,0.3749
0.6400,0.000,-3.167,0.343,-3.167,0.3745
0.6450,0.000,-3.192,0.422,-3.192,0.3742
0.6500,0.000,-3.258,0.222,-3.258,0.3738
0.6550,0.000,-3.353,0.255,-3.353,0.3735
0.6600,0.000,-3.491,0.198,-3.491,0.3731
0.6650,0.000,-3.607,-0.022,-3.607,0.3729
0.6700,0.000,-3.669,-0.140,-3.669,0.3726
0.6750,0.000,-3.629,-0.243,-3.629,0.3724
0.6800,0.000,-3.508,-0.265,-3.508,0.3723
0.6850,0.000,-3.389,0.000,-3.389,0.3722
0.6900,0.000,-3.327,0.093,-3.327,0.3721
0.6950,0.000,-3.293,0.129,-3.293,0.3721
0.7000,0.000,-3.241,0.148,-3.241,0.3722
0.7050,0.000,-3.177,0.193,-3.177,0.3722
0.7100,0.000,-3.118,0.204,-3.118,0.3723
0.7150,0.000,-3.005,0.079,-3.005,0.3724
0.7200,0.000,-2.811,0.113,-2.811,0.3725
0.7250,0.000,-2.652,0.180,-2.652,0.3727
0.7300,0.000,-2.553,0.146,-2.553,0.3728
0.7350,0.000,-2.466,0.176,-2.466,0.3730
0.7400,0.000,-2.399,0.204,-2.399,0.3732
0.7450,0.000,-2.378,0.245,-2.378,0.3734
0.7500,0.000,-2.427,0.429,-2.427,0.3737
0.7550,0.000,-2.524,0.357,-2.524,0.3740
0.7600,0.000,-2.488,0.314,-2.488,0.3743
0.7650,0.000,-2.460,0.276,-2.460,0.3746
0.7700,0.000,-2.437,0.283,-2.437,0.3749
0.7750,0.000,-2.481,0.258,-2.481,0.3752
0.7800,0.000,-2.537,0.293,-2.537,0.3756
0.7850,0.000,-2.601,0.260,-2.601,0.3759
0.7900,0.000,-2.670,0.282,-2.670,0.3762
0.7950,0.000,-2.806,0.255,-2.806,0.3764
0.8000,0.000,-2.900,0.151,-2.900,0.3767
0.8050,0.000,-2.864,0.061,-2.864,0.3770
0.8100,0.000,-2.761,0.070,-2.761,0.3772
0.8150,0.000,-2.747,-0.160,-2.747,0.3774
0.8200,0.000,-2.842,-0.195,-2.842,0.3776
0.8250,0.000,-2.944,-0.232,-2.944,0.3778
0.8300,0.000,-3.017,-0.290,-3.017,0.3781
0.8350,0.000,-3.074,-0.274,-3.074,0.3783
0.8400,0.000,-3.189,-0.254,-3.189,0.3786
0.8450,0.000,-3.333,-0.287,-3.333,0.3789
0.8500,0.000,-3.404,-0.409,-3.404,0.3792
0.8550,0.000,-3.346,-0.468,-3.346,0.3796
0.8600,0.000,-3.263,-0.476,-3.263,0.3799
0.8650,0.000,-3.187,-0.419,-3.187,0.3803
0.8700,0.000,-3.174,-0.397,-3.174,0.3808
0.8750,0.000,-3.155,-0.458,-3.155,0.3812
0.8800,0.000,-3.093,-0.364,-3.093,0.3817
0.8850,0.000,-3.087,-0.326,-3.087,0.3821
0.8900,0.000,-3.185,-0.364,-3.185,0.3826
0.8950,0.000,-3.247,-0.427,-3.247,0.3830
0.9000,0.000,-3.244,-0.404,-3.244,0.3834
0.9050,0.000,-3.285,-0.425,-3.285,0.3838
0.9100,0.000,-3.268,-0.567,-3.268,0.3841
0.9150,0.000,-3.171,-0.564,-3.171,0.3844
0.9200,0.000,-3.058,-0.520,-3.058,0.3846
0.9250,0.000,-2.957,-0.472,-2.957,0.3848
0.9300,0.000,-2.860,-0.407,-2.860,0.3850
0.9350,0.000,-2.782,-0.372,-2.782,0.3852
0.9400,0.000,-2.696,-0.327,-2.696,0.3854
0.9450,0.000,-2.618,-0.283,-2.618,0.3856
0.9500,0.000,-2.521,-0.244,-2.521,0.3857
0.9550,0.000,-2.409,-0.206,-2.409,0.3858
0.9600,0.000,-2.299,0.007,-2.299,0.3860
0.9650,0.000,-2.238,0.111,-2.238,0.3861
0.9700,0.000,-2.216,0.160,-2.216,0.3862
0.9750,0.000,-2.207,0.209,-2.207,0.3863
0.9800,0.000,-2.166,0.237,-2.166,0.3865
0.9850,0.000,-2.140,0.250,-2.140,0.3866
0.9900,0.000,-2.082,0.241,-2.082,0.3868
0.9950,0.000,-1.999,0.228,-1.999,0.3871
1.0000,0.000,-1.913,0.293,-1.913,0.3873
1.0050,2.347,-1.902,0.363,-4.249,0.3876
1.0100,4.636,-1.856,0.434,-6.492,0.3880
1.0150,6.810,-1.766,0.420,-8.576,0.3884
1.0200,8.817,-1.567,0.438,-10.384,0.3889
1.0250,10.607,-1.232,0.522,-11.840,0.3893
1.0300,12.136,-0.737,0.759,-12.873,0.3899
1.0350,13.366,-0.094,1.157,-13.460,0.3905
1.0400,14.267,0.674,1.645,-13.593,0.3911
1.0450,14.816,1.501,2.270,-13.316,0.3918
1.0500,15.001,2.359,2.945,-12.642,0.3925
1.0550,14.816,3.274,3.667,-11.542,0.3932
1.0600,14.267,4.157,4.383,-10.110,0.3939
1.0650,13.366,4.967,5.038,-8.399,0.3946
1.0700,12.136,5.750,5.741,-6.386,0.3952
1.0750,10.607,6.445,6.406,-4.163,0.3959
1.0800,8.817,6.892,7.062,-1.926,0.3965
1.0850,6.810,7.090,7.515,0.280,0.3970
1.0900,4.636,7.137,7.804,2.501,0.3975
1.0950,2.347,6.983,7.926,4.636,0.3980
1.1000,-0.000,6.639,7.845,6.639,0.3985
1.1050,-2.347,6.137,7.816,8.484,0.3989
1.1100,-4.636,5.442,7.443,10.078,0.3993
1.1150,-6.810,4.532,6.854,11.342,0.3996
1.1200,-8.817,3.543,6.170,12.361,0.4000
1.1250,-10.607,2.520,5.328,13.128,0.4002
1.1300,-12.136,1.620,4.491,13.756,0.4005
1.1350,-13.366,0.756,3.607,14.122,0.4007
1.1400,-14.267,-0.027,2.322,14.240,0.4008
1.1450,-14.816,-0.744,1.529,14.072,0.4009
1.1500,-15.001,-1.431,0.757,13.570,0.4009
1.1550,-14.816,-2.130,0.020,12.686,0.4010
1.1600,-14.267,-2.869,-0.732,11.398,0.4010
1.1650,-13.366,-3.620,-1.509,9.746,0.4009
1.1700,-12.136,-4.400,-2.181,7.736,0.4009
1.1750,-10.607,-5.243,-2.874,5.365,0.4008
1.1800,-8.817,-6.053,-3.557,2.765,0.4008
1.1850,-6.810,-6.681,-4.317,0.129,0.4007
1.1900,-4.636,-6.966,-4.926,-2.330,0.4006
1.1950,-2.347,-7.030,-5.348,-4.684,0.4004
1.2000,-0.000,-6.935,-5.558,-6.935,0.4003
1.2050,2.347,-6.666,-5.367,-9.013,0.4001
1.2100,4.636,-6.188,-5.176,-10.824,0.3999
1.2150,6.810,-5.489,-4.810,-12.300,0.3997
1.2200,8.817,-4.625,-4.267,-13.442,0.3995
1.2250,10.607,-3.637,-3.577,-14.244,0.3993
1.2300,12.136,-2.595,-2.802,-14.731,0.3992
1.2350,13.366,-1.555,-2.019,-14.921,0.3991
1.2400,14.267,-0.508,-1.139,-14.775,0.3990
1.2450,14.816,0.506,-0.205,-14.310,0.3990
1.2500,15.001,1.444,0.722,-13.557,0.3990
1.2550,14.816,2.352,1.662,-12.465,0.3990
1.2600,14.267,3.233,2.540,-11.034,0.3989
1.2650,13.366,4.159,3.341,-9.207,0.3989
1.2700,12.136,5.079,4.131,-7.057,0.3989
1.2750,10.607,5.876,4.706,-4.732,0.3989
1.2800,8.817,6.522,5.287,-2.295,0.3988
1.2850,6.810,6.945,5.912,0.134,0.3988
1.2900,4.636,7.026,6.398,2.391,0.3987
1.2950,2.347,6.788,6.616,4.441,0.3987
1.3000,0.000,6.331,6.423,6.331,0.3986
1.3050,-2.347,5.742,6.002,8.089,0.3985
1.3100,-4.636,5.153,5.540,9.788,0.3984
1.3150,-6.810,4.476,5.022,11.286,0.3983
1.3200,-8.817,3.614,4.241,12.431,0.3982
1.3250,-10.607,2.667,3.367,13.274,0.3981
1.3300,-12.136,1.659,2.535,13.795,0.3981
1.3350,-13.366,0.657,1.672,14.023,0.3980
1.3400,-14.267,-0.295,0.725,13.972,0.3980
1.3450,-14.816,-1.197,-0.239,13.619,0.3980
1.3500,-15.001,-2.025,-1.203,12.976,0.3980
1.3550,-14.816,-2.795,-2.066,12.021,0.3980
1.3600,-14.267,-3.583,-2.923,10.684,0.3980
1.3650,-13.366,-4.312,-3.699,9.054,0.3981
1.3700,-12.136,-5.003,-4.469,7.133,0.3981
1.3750,-10.607,-5.637,-5.202,4.970,0.3982
1.3800,-8.817,-6.097,-5.887,2.721,0.3983
1.3850,-6.810,-6.328,-6.366,0.483,0.3984
1.3900,-4.636,-6.381,-6.675,-1.745,0.3985
1.3950,-2.347,-6.298,-6.855,-3.951,0.3986
1.4000,-0.000,-6.091,-6.768,-6.091,0.3987
1.4050,2.347,-5.748,-6.654,-8.095,0.3989
1.4100,4.636,-5.261,-6.413,-9.897,0.3991
1.4150,6.810,-4.598,-6.050,-11.408,0.3993
1.4200,8.817,-3.757,-5.494,-12.574,0.3996
1.4250,10.607,-2.856,-4.707,-13.464,0.4000
1.4300,12.136,-1.985,-4.258,-14.121,0.4004
1.4350,13.366,-1.173,-3.380,-14.539,0.4009
1.4400,14.267,-0.337,-2.620,-14.604,0.4013
1.4450,14.816,0.676,-1.841,-14.140,0.4018
1.4500,15.001,1.811,-0.978,-13.190,0.4023
1.4550,14.816,2.908,-0.071,-11.909,0.4027
1.4600,14.267,3.954,0.882,-10.313,0.4031
1.4650,13.366,4.905,1.965,-8.461,0.4035
1.4700,12.136,5.722,2.898,-6.414,0.4038
1.4750,10.607,6.398,3.720,-4.209,0.4041
1.4800,8.817,6.964,4.439,-1.854,0.4043
1.4850,6.810,7.394,5.027,0.583,0.4046
1.4900,4.636,7.730,5.414,3.094,0.4048
1.4950,2.347,7.953,5.708,5.606,0.4051
1.5000,0.000,7.910,5.872,7.910,0.4053
1.5050,-2.347,7.613,5.799,9.959,0.4056
1.5100,-4.636,7.091,5.581,11.726,0.4058
1.5150,-6.810,6.345,5.148,13.155,0.4060
1.5200,-8.817,5.493,4.554,14.311,0.4062
1.5250,-10.607,4.537,3.873,15.145,0.4063
1.5300,-12.136,3.470,2.890,15.606,0.4064
1.5350,-13.366,2.402,1.951,15.768,0.4066
1.5400,-14.267,1.410,0.954,15.677,0.4067
1.5450,-14.816,0.510,-0.066,15.326,0.4069
1.5500,-15.001,-0.276,-0.993,14.726,0.4071
1.5550,-14.816,-1.029,-1.889,13.788,0.4073
1.5600,-14.267,-1.691,-2.738,12.576,0.4076
1.5650,-13.366,-2.225,-3.615,11.141,0.4079
1.5700,-12.136,-2.671,-4.399,9.465,0.4082
1.5750,-10.607,-3.003,-5.065,7.605,0.4086
1.5800,-8.817,-3.226,-5.597,5.591,0.4089
1.5850,-6.810,-3.426,-6.064,3.384,0.4093
1.5900,-4.636,-3.453,-6.453,1.183,0.4096
1.5950,-2.347,-3.252,-6.679,-0.905,0.4100
1.6000,-0.000,-2.951,-6.610,-2.951,0.4103
1.6050,2.347,-2.615,-6.471,-4.962,0.4106
1.6100,4.636,-2.016,-6.224,-6.651,0.4109
1.6150,6.810,-1.152,-5.792,-7.963,0.4112
1.6200,8.817,-0.122,-5.137,-8.940,0.4114
1.6250,10.607,0.901,-4.131,-9.706,0.4116
1.6300,12.136,1.922,-3.285,-10.214,0.4118
1.6350,13.366,2.956,-2.331,-10.410,0.4120
1.6400,14.267,3.931,-1.236,-10.336,0.4122
1.6450,14.816,4.894,-0.247,-9.923,0.4123
1.6500,15.001,5.829,0.730,-9.173,0.4125
1.6550,14.816,6.759,1.656,-8.058,0.4127
1.6600,14.267,7.708,2.531,-6.559,0.4129
1.6650,13.366,8.726,3.347,-4.640,0.4131
1.6700,12.136,9.763,4.225,-2.373,0.4134
1.6750,10.607,10.656,5.024,0.048,0.4137
1.6800,8.817,11.294,5.873,2.477,0.4140
1.6850,6.810,11.603,6.514,4.793,0.4143
1.6900,4.636,11.660,7.034,7.024,0.4146
1.6950,2.347,11.494,7.250,9.148,0.4149
1.7000,0.000,11.154,7.240,11.154,0.4153
1.7050,-2.347,10.703,6.966,13.050,0.4157
1.7100,-4.636,10.236,6.617,14.872,0.4160
1.7150,-6.810,9.581,6.199,16.392,0.4164
1.7200,-8.817,8.705,5.603,17.523,0.4168
1.7250,-10.607,7.723,4.848,18.331,0.4172
1.7300,-12.136,6.742,4.033,18.878,0.4175
1.7350,-13.366,5.836,3.122,19.203,0.4179
1.7400,-14.267,5.010,2.279,19.277,0.4183
1.7450,-14.816,4.155,1.443,18.972,0.4186
1.7500,-15.001,3.313,0.608,18.315,0.4190
1.7550,-14.816,2.435,-0.726,17.252,0.4193
1.7600,-14.267,1.489,-1.617,15.756,0.4196
1.7650,-13.366,0.561,-2.550,13.927,0.4199
1.7700,-12.136,-0.300,-3.405,11.836,0.4202
1.7750,-10.607,-1.112,-4.201,9.495,0.4206
1.7800,-8.817,-1.820,-4.955,6.997,0.4210
1.7850,-6.810,-2.365,-5.594,4.445,0.4215
1.7900,-4.636,-2.727,-5.871,1.909,0.4220
1.7950,-2.347,-2.862,-6.246,-0.516,0.4225
1.8000,-0.000,-2.731,-6.398,-2.731,0.4230
1.8050,2.347,-2.424,-6.278,-4.770,0.4236
1.8100,4.636,-1.982,-5.933,-6.618,0.4241
1.8150,6.810,-1.292,-5.549,-8.103,0.4246
1.8200,8.817,-0.383,-4.833,-9.201,0.4250
1.8250,10.607,0.663,-4.086,-9.945,0.4255
1.8300,12.136,1.732,-3.212,-10.404,0.4259
1.8350,13.366,2.806,-2.228,-10.560,0.4264
1.8400,14.267,3.858,-1.200,-10.409,0.4269
1.8450,14.816,4.916,-0.267,-9.900,0.4274
1.8500,15.001,6.010,0.706,-8.991,0.4280
1.8550,14.816,7.095,1.565,-7.721,0.4286
1.8600,14.267,8.134,2.391,-6.133,0.4293
1.8650,13.366,9.085,3.309,-4.281,0.4301
1.8700,12.136,9.899,4.109,-2.238,0.4309
1.8750,10.607,10.546,4.892,-0.062,0.4316
1.8800,8.817,11.048,5.400,2.230,0.4324
1.8850,6.810,11.402,5.912,4.592,0.4333
1.8900,4.636,11.665,6.207,7.029,0.4341
1.8950,2.347,11.782,6.421,9.435,0.4350
1.9000,-0.000,11.653,6.535,11.653,0.4358
1.9050,-2.347,11.204,6.462,13.551,0.4367
1.9100,-4.636,10.514,6.147,15.149,0.4375
1.9150,-6.810,9.685,5.596,16.495,0.4383
1.9200,-8.817,8.806,4.793,17.623,0.4392
1.9250,-10.607,7.939,3.958,18.546,0.4400
1.9300,-12.136,7.098,3.045,19.234,0.4408
1.9350,-13.366,6.258,2.205,19.625,0.4416
1.9400,-14.267,5.354,1.270,19.621,0.4424
1.9450,-14.816,4.484,0.350,19.300,0.4431
1.9500,-15.001,3.591,-0.624,18.592,0.4438
1.9550,-14.816,2.623,-1.497,17.440,0.4445
1.9600,-14.267,1.633,-2.410,15.900,0.4452
1.9650,-13.366,0.678,-3.384,14.044,0.4458
1.9700,-12.136,-0.153,-4.318,11.983,0.4465
1.9750,-10.607,-0.850,-5.162,9.757,0.4472
1.9800,-8.817,-1.388,-5.884,7.429,0.4479
1.9850,-6.810,-1.745,-6.410,5.066,0.4486
1.9900,-4.636,-1.934,-6.743,2.701,0.4494
1.9950,-2.347,-1.865,-7.031,0.482,0.4501
2.0000,-0.000,-1.538,-7.034,-1.538,0.4508
2.0050,2.347,-1.050,-6.724,-3.397,0.4515
2.0100,4.636,-0.440,-6.316,-5.075,0.4521
2.0150,6.810,0.356,-5.563,-6.454,0.4528
2.0200,8.817,1.296,-4.843,-7.521,0.4533
2.0250,10.607,2.310,-4.087,-8.297,0.4539
2.0300,12.136,3.449,-3.175,-8.687,0.4544
2.0350,13.366,4.579,-2.162,-8.787,0.4549
2.0400,14.267,5.633,-1.132,-8.634,0.4555
2.0450,14.816,6.585,-0.127,-8.232,0.4560
2.0500,15.001,7.524,0.706,-7.477,0.4566
2.0550,14.816,8.477,1.603,-6.339,0.4571
2.0600,14.267,9.436,2.504,-4.831,0.4577
2.0650,13.366,10.358,3.393,-3.009,0.4583
2.0700,12.136,11.153,4.095,-0.983,0.4589
2.0750,10.607,11.794,4.810,1.186,0.4595
2.0800,8.817,12.387,5.528,3.569,0.4601
2.0850,6.810,12.809,6.130,5.998,0.4606
2.0900,4.636,13.026,6.571,8.391,0.4612
2.0950,2.347,13.020,6.881,10.673,0.4617
2.1000,0.000,12.706,6.992,12.706,0.4622
2.1050,-2.347,12.139,6.894,14.486,0.4627
2.1100,-4.636,11.357,6.509,15.992,0.4631
2.1150,-6.810,10.449,5.981,17.260,0.4635
2.1200,-8.817,9.459,5.239,18.276,0.4639
2.1250,-10.607,8.505,4.418,19.113,0.4643
2.1300,-12.136,7.598,3.403,19.734,0.4646
2.1350,-13.366,6.745,2.502,20.111,0.4649
2.1400,-14.267,5.843,1.621,20.110,0.4651
2.1450,-14.816,4.971,0.549,19.788,0.4654
2.1500,-15.001,4.157,-0.358,19.159,0.4656
2.1550,-14.816,3.373,-1.264,18.190,0.4658
2.1600,-14.267,2.591,-2.067,16.858,0.4660
2.1650,-13.366,1.758,-2.905,15.124,0.4663
2.1700,-12.136,0.970,-3.808,13.106,0.4666
2.1750,-10.607,0.350,-4.674,10.958,0.4670
2.1800,-8.817,-0.129,-5.310,8.688,0.4673
2.1850,-6.810,-0.483,-5.872,6.327,0.4677
2.1900,-4.636,-0.633,-6.273,4.002,0.4681
2.1950,-2.347,-0.549,-6.567,1.798,0.4685
2.2000,0.000,-0.117,-6.511,-0.117,0.4690
2.2050,2.347,0.521,-6.230,-1.825,0.4694
2.2100,4.636,1.228,-5.843,-3.407,0.4698
2.2150,6.810,2.000,-5.339,-4.810,0.4701
2.2200,8.817,2.906,-4.678,-5.911,0.4705
2.2250,10.607,3.845,-3.814,-6.762,0.4708
2.2300,12.136,4.715,-2.935,-7.422,0.4711
2.2350,13.366,5.606,-2.106,-7.760,0.4714
2.2400,14.267,6.505,-1.246,-7.762,0.4716
2.2450,14.816,7.405,-0.196,-7.411,0.4718
2.2500,15.001,8.292,0.676,-6.709,0.4719
2.2550,14.816,9.217,1.491,-5.600,0.4721
2.2600,14.267,10.224,2.368,-4.043,0.4722
2.2650,13.366,11.163,3.265,-2.203,0.4723
2.2700,12.136,11.992,4.129,-0.144,0.4723
2.2750,10.607,12.686,4.933,2.078,0.4724
2.2800,8.817,13.172,5.574,4.355,0.4725
2.2850,6.810,13.526,6.102,6.716,0.4725
2.2900,4.636,13.748,6.429,9.113,0.4725
2.2950,2.347,13.777,6.702,11.430,0.4725
2.3000,0.000,13.597,6.749,13.597,0.4725
2.3050,-2.347,13.201,6.616,15.548,0.4725
2.3100,-4.636,12.601,6.181,17.237,0.4725
2.3150,-6.810,11.892,5.581,18.703,0.4725
2.3200,-8.817,11.075,4.972,19.892,0.4725
2.3250,-10.607,10.127,4.230,20.735,0.4725
2.3300,-12.136,9.120,3.540,21.256,0.4726
2.3350,-13.366,7.961,2.719,21.328,0.4726
2.3400,-14.267,6.785,1.891,21.052,0.4727
2.3450,-14.816,5.643,0.929,20.460,0.4728
2.3500,-15.001,4.587,-0.042,19.588,0.4729
2.3550,-14.816,3.597,-1.004,18.413,0.4730
2.3600,-14.267,2.699,-1.975,16.966,0.4731
2.3650,-13.366,1.916,-2.819,15.282,0.4732
2.3700,-12.136,1.129,-3.613,13.266,0.4733
2.3750,-10.607,0.417,-4.410,11.025,0.4735
2.3800,-8.817,-0.187,-5.036,8.630,0.4736
2.3850,-6.810,-0.656,-5.630,6.154,0.4737
2.3900,-4.636,-0.921,-6.073,3.715,0.4739
2.3950,-2.347,-0.967,-6.402,1.380,0.4741
2.4000,-0.000,-0.788,-6.462,-0.788,0.4744
2.4050,2.347,-0.378,-6.509,-2.724,0.4747
2.4100,4.636,0.187,-6.260,-4.449,0.4751
2.4150,6.810,0.966,-5.895,-5.844,0.4755
2.4200,8.817,1.964,-5.037,-6.853,0.4760
2.4250,10.607,3.040,-4.221,-7.568,0.4765
2.4300,12.136,4.081,-3.343,-8.055,0.4770
2.4350,13.366,5.047,-2.404,-8.319,0.4776
2.4400,14.267,5.935,-1.697,-8.332,0.4781
2.4450,14.816,6.727,-0.776,-8.090,0.4787
2.4500,15.001,7.520,0.076,-7.481,0.4793
2.4550,14.816,8.415,0.940,-6.401,0.4797
2.4600,14.267,9.363,1.861,-4.904,0.4802
2.4650,13.366,10.214,2.765,-3.152,0.4805
2.4700,12.136,10.967,3.759,-1.169,0.4807
2.4750,10.607,11.633,4.517,1.025,0.4809
2.4800,8.817,12.193,5.217,3.376,0.4810
2.4850,6.810,12.621,5.825,5.810,0.4811
2.4900,4.636,12.898,6.290,8.262,0.4812
