time,cmd_roll,true_roll,eskf_roll,error,altitude
2.4950,2.347,12.974,6.639,10.627,0.4814
2.5000,-0.000,12.810,6.792,12.810,0.4815
2.5050,-2.347,12.463,7.121,14.810,0.4817
2.5100,-4.636,11.928,6.883,16.563,0.4819
2.5150,-6.810,11.176,6.503,17.987,0.4822
2.5200,-8.817,10.183,5.945,19.000,0.4824
2.5250,-10.607,9.113,5.051,19.721,0.4826
2.5300,-12.136,8.106,3.978,20.242,0.4827
2.5350,-13.366,7.239,2.707,20.605,0.4829
2.5400,-14.267,6.466,1.684,20.733,0.4829
2.5450,-14.816,5.753,0.842,20.570,0.4829
2.5500,-15.001,4.989,0.041,19.991,0.4829
2.5550,-14.816,4.157,-0.781,18.974,0.4828
2.5600,-14.267,3.278,-1.602,17.545,0.4827
2.5650,-13.366,2.343,-2.470,15.709,0.4826
2.5700,-12.136,1.477,-3.409,13.613,0.4825
2.5750,-10.607,0.710,-4.219,11.317,0.4823
2.5800,-8.817,0.122,-4.964,8.939,0.4821
2.5850,-6.810,-0.230,-5.560,6.580,0.4819
2.5900,-4.636,-0.360,-6.007,4.276,0.4817
2.5950,-2.347,-0.227,-6.230,2.120,0.4815
