time,cmd_roll,true_roll,eskf_roll,est_error,altitude
0.6050,0.000,-4.276,-0.114,-4.162,0.3884
0.6100,0.000,-4.145,-0.073,-4.072,0.3880
0.6150,0.000,-4.023,-0.047,-3.976,0.3875
0.6200,0.000,-3.888,0.019,-3.907,0.3870
0.6250,0.000,-3.782,0.060,-3.842,0.3866
0.6300,0.000,-3.634,0.096,-3.730,0.3861
0.6350,0.000,-3.459,0.196,-3.655,0.3857
0.6400,0.000,-3.372,0.330,-3.702,0.3853
0.6450,0.000,-3.399,0.406,-3.804,0.3849
0.6500,0.000,-3.465,0.180,-3.645,0.3844
0.6550,0.000,-3.558,0.211,-3.769,0.3840
0.6600,0.000,-3.692,0.146,-3.839,0.3837
0.6650,0.000,-3.803,-0.072,-3.731,0.3833
0.6700,0.000,-3.860,-0.187,-3.672,0.3830
0.6750,0.000,-3.816,-0.286,-3.529,0.3828
0.6800,0.000,-3.691,-0.304,-3.386,0.3826
0.6850,0.000,-3.569,-0.047,-3.522,0.3824
0.6900,0.000,-3.506,0.048,-3.554,0.3823
0.6950,0.000,-3.472,0.086,-3.558,0.3823
0.7000,0.000,-3.418,0.107,-3.525,0.3822
0.7050,0.000,-3.352,0.154,-3.506,0.3822
0.7100,0.000,-3.290,0.167,-3.457,0.3823
0.7150,0.000,-3.175,0.039,-3.214,0.3823
0.7200,0.000,-2.981,0.075,-3.056,0.3823
0.7250,0.000,-2.820,0.146,-2.966,0.3824
0.7300,0.000,-2.720,0.119,-2.839,0.3825
0.7350,0.000,-2.632,0.149,-2.781,0.3826
0.7400,0.000,-2.564,0.178,-2.743,0.3827
0.7450,0.000,-2.543,0.221,-2.763,0.3829
0.7500,0.000,-2.591,0.416,-3.007,0.3831
0.7550,0.000,-2.688,0.345,-3.033,0.3833
0.7600,0.000,-2.651,0.304,-2.954,0.3836
0.7650,0.000,-2.623,0.266,-2.888,0.3838
0.7700,0.000,-2.602,0.271,-2.872,0.3840
0.7750,0.000,-2.647,0.244,-2.891,0.3843
0.7800,0.000,-2.705,0.279,-2.983,0.3845
0.7850,0.000,-2.770,0.246,-3.015,0.3847
0.7900,0.000,-2.838,0.267,-3.105,0.3850
0.7950,0.000,-2.974,0.240,-3.213,0.3852
0.8000,0.000,-3.067,0.137,-3.204,0.3854
0.8050,0.000,-3.031,0.047,-3.078,0.3855
0.8100,0.000,-2.926,0.058,-2.984,0.3857
0.8150,0.000,-2.911,-0.182,-2.729,0.3858
0.8200,0.000,-3.004,-0.230,-2.775,0.3860
0.8250,0.000,-3.103,-0.264,-2.839,0.3861
0.8300,0.000,-3.174,-0.319,-2.855,0.3862
0.8350,0.000,-3.228,-0.305,-2.923,0.3864
0.8400,0.000,-3.339,-0.281,-3.058,0.3866
0.8450,0.000,-3.480,-0.309,-3.171,0.3868
0.8500,0.000,-3.549,-0.428,-3.120,0.3870
0.8550,0.000,-3.488,-0.482,-3.006,0.3873
0.8600,0.000,-3.403,-0.487,-2.916,0.3876
0.8650,0.000,-3.327,-0.428,-2.899,0.3879
0.8700,0.000,-3.315,-0.407,-2.908,0.3882
0.8750,0.000,-3.296,-0.471,-2.826,0.3886
0.8800,0.000,-3.233,-0.373,-2.861,0.3889
0.8850,0.000,-3.226,-0.336,-2.891,0.3893
0.8900,0.000,-3.323,-0.374,-2.949,0.3897
0.8950,0.000,-3.384,-0.437,-2.947,0.3900
0.9000,0.000,-3.381,-0.413,-2.968,0.3904
0.9050,0.000,-3.421,-0.433,-2.988,0.3906
0.9100,0.000,-3.405,-0.582,-2.823,0.3909
0.9150,0.000,-3.308,-0.579,-2.729,0.3911
0.9200,0.000,-3.195,-0.535,-2.660,0.3912
0.9250,0.000,-3.094,-0.487,-2.607,0.3914
0.9300,0.000,-2.997,-0.422,-2.576,0.3915
0.9350,0.000,-2.919,-0.387,-2.532,0.3916
0.9400,0.000,-2.833,-0.342,-2.491,0.3916
0.9450,0.000,-2.754,-0.297,-2.457,0.3917
0.9500,0.000,-2.657,-0.257,-2.400,0.3918
0.9550,0.000,-2.545,-0.218,-2.327,0.3918
0.9600,0.000,-2.434,0.006,-2.440,0.3919
0.9650,0.000,-2.373,0.111,-2.484,0.3919
0.9700,0.000,-2.351,0.158,-2.509,0.3919
0.9750,0.000,-2.342,0.207,-2.549,0.3920
0.9800,0.000,-2.302,0.235,-2.537,0.3920
0.9850,0.000,-2.276,0.248,-2.524,0.3921
0.9900,0.000,-2.219,0.237,-2.457,0.3922
0.9950,0.000,-2.137,0.224,-2.361,0.3923
1.0000,0.000,-2.052,0.288,-2.341,0.3925
1.0050,0.000,-2.048,0.358,-2.406,0.3928
1.0100,0.000,-2.050,0.409,-2.459,0.3930
1.0150,0.000,-2.074,0.341,-2.415,0.3934
1.0200,0.000,-2.076,0.251,-2.327,0.3937
1.0250,0.000,-2.097,0.139,-2.236,0.3941
1.0300,0.000,-2.136,0.057,-2.193,0.3946
1.0350,0.000,-2.196,-0.002,-2.194,0.3951
1.0400,0.000,-2.261,-0.146,-2.115,0.3957
1.0450,0.000,-2.333,-0.222,-2.111,0.3963
1.0500,0.000,-2.384,-0.324,-2.061,0.3969
1.0550,0.000,-2.354,-0.408,-1.946,0.3975
1.0600,0.000,-2.291,-0.481,-1.810,0.3982
1.0650,0.000,-2.198,-0.539,-1.659,0.3988
1.0700,0.000,-2.010,-0.549,-1.461,0.3993
1.0750,0.000,-1.777,-0.488,-1.289,0.3999
1.0800,0.000,-1.648,-0.344,-1.304,0.4004
1.0850,0.000,-1.614,-0.278,-1.336,0.4008
1.0900,0.000,-1.549,-0.229,-1.320,0.4013
1.0950,0.000,-1.499,-0.188,-1.311,0.4017
1.1000,0.000,-1.455,-0.181,-1.274,0.4020
1.1050,0.000,-1.392,-0.069,-1.323,0.4024
1.1100,0.000,-1.366,-0.011,-1.355,0.4027
1.1150,0.000,-1.427,-0.009,-1.418,0.4030
1.1200,0.000,-1.488,0.011,-1.499,0.4032
1.1250,0.000,-1.572,-0.041,-1.531,0.4034
1.1300,0.000,-1.547,-0.011,-1.536,0.4036
1.1350,0.000,-1.503,-0.006,-1.498,0.4037
1.1400,0.000,-1.400,-0.078,-1.323,0.4038
1.1450,0.000,-1.255,-0.001,-1.254,0.4038
1.1500,0.000,-1.093,0.089,-1.182,0.4038
1.1550,0.000,-0.949,0.207,-1.156,0.4037
1.1600,0.000,-0.843,0.306,-1.150,0.4036
1.1650,0.000,-0.746,0.378,-1.124,0.4036
1.1700,0.000,-0.672,0.506,-1.178,0.4034
1.1750,0.000,-0.719,0.643,-1.362,0.4033
1.1800,0.000,-0.857,0.715,-1.572,0.4031
1.1850,0.000,-0.992,0.627,-1.619,0.4030
1.1900,0.000,-0.967,0.544,-1.510,0.4028
1.1950,0.000,-0.906,0.505,-1.411,0.4026
1.2000,0.000,-0.898,0.514,-1.413,0.4024
1.2050,0.000,-0.950,0.536,-1.486,0.4021
1.2100,0.000,-1.014,0.460,-1.474,0.4019
1.2150,0.000,-1.048,0.437,-1.485,0.4016
1.2200,0.000,-1.073,0.418,-1.491,0.4014
1.2250,0.000,-1.086,0.383,-1.469,0.4012
1.2300,0.000,-1.099,0.291,-1.391,0.4010
1.2350,0.000,-1.111,0.467,-1.578,0.4009
1.2400,0.000,-1.092,0.339,-1.431,0.4008
1.2450,0.000,-1.076,0.273,-1.349,0.4008
1.2500,0.000,-1.111,0.227,-1.338,0.4007
1.2550,0.000,-1.146,0.205,-1.351,0.4007
1.2600,0.000,-1.178,0.139,-1.318,0.4007
1.2650,0.000,-1.125,0.022,-1.147,0.4006
1.2700,0.000,-0.983,-0.048,-0.934,0.4006
1.2750,0.000,-0.831,-0.160,-0.671,0.4005
1.2800,0.000,-0.665,-0.166,-0.499,0.4005
1.2850,0.000,-0.530,-0.077,-0.453,0.4004
1.2900,0.000,-0.549,0.034,-0.583,0.4003
1.2950,0.000,-0.703,0.058,-0.761,0.4002
1.3000,0.000,-0.890,0.016,-0.905,0.4001
1.3050,0.000,-1.038,-0.121,-0.917,0.4000
1.3100,0.000,-1.038,-0.276,-0.762,0.3999
1.3150,0.000,-0.990,-0.316,-0.674,0.3998
1.3200,0.000,-1.005,-0.337,-0.669,0.3997
1.3250,0.000,-1.019,-0.395,-0.624,0.3996
1.3300,0.000,-1.055,-0.415,-0.640,0.3995
1.3350,0.000,-1.074,-0.432,-0.641,0.3995
1.3400,0.000,-1.059,-0.462,-0.597,0.3994
1.3450,0.000,-1.022,-0.486,-0.535,0.3994
1.3500,0.000,-0.936,-0.534,-0.402,0.3994
1.3550,0.000,-0.814,-0.514,-0.301,0.3994
1.3600,0.000,-0.723,-0.487,-0.236,0.3994
1.3650,0.000,-0.599,-0.406,-0.193,0.3994
1.3700,0.000,-0.499,-0.328,-0.172,0.3994
1.3750,0.000,-0.470,-0.284,-0.186,0.3995
1.3800,0.000,-0.424,-0.290,-0.134,0.3995
1.3850,0.000,-0.338,-0.264,-0.074,0.3996
1.3900,0.000,-0.287,-0.205,-0.082,0.3997
1.3950,0.000,-0.298,-0.178,-0.120,0.3998
1.4000,0.000,-0.359,-0.201,-0.158,0.3999
1.4050,0.000,-0.454,-0.219,-0.236,0.4001
1.4100,0.000,-0.567,-0.277,-0.290,0.4003
1.4150,0.000,-0.658,-0.379,-0.280,0.4005
1.4200,0.000,-0.694,-0.435,-0.258,0.4008
1.4250,0.000,-0.738,-0.380,-0.358,0.4012
1.4300,0.000,-0.836,-0.015,-0.821,0.4016
1.4350,0.000,-0.986,-0.021,-0.966,0.4021
1.4400,0.000,-1.093,-0.183,-0.910,0.4026
1.4450,0.000,-0.997,-0.308,-0.689,0.4030
1.4500,0.000,-0.747,-0.341,-0.406,0.4035
1.4550,0.000,-0.501,-0.310,-0.191,0.4039
1.4600,0.000,-0.289,-0.217,-0.072,0.4043
1.4650,0.000,-0.172,-0.254,0.082,0.4047
1.4700,0.000,-0.172,-0.162,-0.010,0.4050
1.4750,0.000,-0.245,-0.135,-0.110,0.4052
1.4800,0.000,-0.306,-0.152,-0.155,0.4055
1.4850,0.000,-0.325,-0.201,-0.124,0.4058
1.4900,0.000,-0.250,-0.223,-0.027,0.4060
1.4950,0.000,-0.112,-0.194,0.082,0.4063
1.5000,0.000,-0.020,-0.201,0.181,0.4065
1.5050,0.000,0.056,-0.238,0.295,0.4068
1.5100,0.000,0.115,-0.234,0.349,0.4070
1.5150,0.000,0.122,-0.254,0.376,0.4073
1.5200,0.000,0.161,-0.262,0.423,0.4075
1.5250,0.000,0.177,-0.218,0.395,0.4077
1.5300,0.000,0.097,-0.155,0.252,0.4079
1.5350,0.000,0.006,-0.218,0.225,0.4080
1.5400,0.000,-0.031,-0.294,0.263,0.4082
1.5450,0.000,-0.005,-0.402,0.397,0.4084
1.5500,0.000,0.111,-0.423,0.534,0.4087
1.5550,0.000,0.243,-0.439,0.681,0.4090
1.5600,0.000,0.458,-0.531,0.989,0.4093
1.5650,0.000,0.806,-0.519,1.325,0.4097
1.5700,0.000,1.220,-0.429,1.649,0.4101
1.5750,0.000,1.623,-0.366,1.989,0.4105
1.5800,0.000,1.943,-0.179,2.122,0.4109
1.5850,0.000,2.080,-0.080,2.160,0.4113
1.5900,0.000,2.210,-0.046,2.256,0.4117
1.5950,0.000,2.375,0.003,2.372,0.4120
1.6000,0.000,2.422,0.147,2.276,0.4124
1.6050,0.000,2.295,0.167,2.128,0.4127
1.6100,0.000,2.249,0.109,2.140,0.4130
1.6150,0.000,2.313,0.047,2.266,0.4133
1.6200,0.000,2.418,0.047,2.371,0.4135
1.6250,0.000,2.453,0.064,2.389,0.4137
1.6300,0.000,2.468,0.058,2.410,0.4139
1.6350,0.000,2.505,0.107,2.398,0.4140
1.6400,0.000,2.516,0.176,2.341,0.4142
1.6450,0.000,2.553,0.224,2.329,0.4143
1.6500,0.000,2.586,0.317,2.269,0.4144
1.6550,0.000,2.629,0.335,2.294,0.4145
1.6600,0.000,2.696,0.226,2.470,0.4147
1.6650,0.000,2.845,0.163,2.682,0.4148
1.6700,0.000,3.052,0.176,2.876,0.4150
1.6750,0.000,3.203,0.247,2.957,0.4153
1.6800,0.000,3.253,0.395,2.858,0.4155
1.6850,0.000,3.170,0.466,2.704,0.4158
1.6900,0.000,3.024,0.466,2.559,0.4161
1.6950,0.000,2.865,0.396,2.469,0.4164
1.7000,0.000,2.755,0.296,2.460,0.4168
1.7050,0.000,2.753,0.114,2.639,0.4172
1.7100,0.000,2.933,0.064,2.870,0.4175
1.7150,0.000,3.091,0.127,2.965,0.4179
1.7200,0.000,3.150,0.224,2.926,0.4184
1.7250,0.000,3.125,0.273,2.852,0.4188
1.7300,0.000,3.063,0.282,2.781,0.4192
1.7350,0.000,3.039,0.254,2.785,0.4196
1.7400,0.000,3.080,0.262,2.818,0.4200
1.7450,0.000,3.076,0.275,2.802,0.4203
1.7500,0.000,3.070,0.285,2.785,0.4207
1.7550,0.000,3.014,0.029,2.985,0.4211
1.7600,0.000,2.900,-0.030,2.931,0.4214
1.7650,0.000,2.820,-0.203,3.023,0.4217
1.7700,0.000,2.786,-0.224,3.011,0.4221
1.7750,0.000,2.721,-0.227,2.948,0.4225
1.7800,0.000,2.637,-0.267,2.903,0.4229
1.7850,0.000,2.568,-0.268,2.836,0.4233
1.7900,0.000,2.500,0.075,2.426,0.4238
1.7950,0.000,2.425,0.052,2.373,0.4244
1.8000,0.000,2.367,0.048,2.319,0.4249
1.8050,0.000,2.270,0.045,2.224,0.4254
1.8100,0.000,2.116,-0.045,2.161,0.4259
1.8150,0.000,2.039,-0.131,2.170,0.4264
1.8200,0.000,2.049,-0.643,2.692,0.4268
1.8250,0.000,2.124,-0.633,2.757,0.4272
1.8300,0.000,2.203,-0.593,2.796,0.4276
1.8350,0.000,2.287,-0.495,2.782,0.4280
1.8400,0.000,2.347,-0.391,2.738,0.4285
1.8450,0.000,2.419,-0.403,2.822,0.4290
1.8500,0.000,2.557,-0.379,2.936,0.4295
1.8550,0.000,2.722,-0.234,2.956,0.4301
1.8600,0.000,2.860,-0.259,3.119,0.4308
1.8650,0.000,2.927,-0.229,3.157,0.4315
1.8700,0.000,2.919,-0.203,3.122,0.4322
1.8750,0.000,2.866,-0.182,3.048,0.4330
1.8800,0.000,2.838,-0.232,3.069,0.4338
1.8850,0.000,2.854,-0.303,3.157,0.4346
1.8900,0.000,2.996,-0.361,3.357,0.4355
1.8950,0.000,3.206,-0.373,3.579,0.4364
1.9000,0.000,3.382,-0.288,3.670,0.4373
1.9050,0.000,3.433,-0.197,3.630,0.4382
1.9100,0.000,3.411,-0.150,3.561,0.4391
1.9150,0.000,3.381,-0.145,3.525,0.4400
1.9200,0.000,3.410,-0.173,3.583,0.4409
1.9250,0.000,3.509,-0.203,3.713,0.4418
1.9300,0.000,3.653,-0.210,3.863,0.4427
1.9350,0.000,3.793,-0.153,3.946,0.4436
1.9400,0.000,3.845,-0.171,4.016,0.4445
1.9450,0.000,3.913,-0.168,4.081,0.4453
1.9500,0.000,3.938,-0.125,4.063,0.4461
1.9550,0.000,3.864,-0.093,3.958,0.4469
1.9600,0.000,3.747,-0.111,3.858,0.4476
1.9650,0.000,3.652,-0.201,3.853,0.4484
1.9700,0.000,3.632,-0.280,3.912,0.4492
1.9750,0.000,3.638,-0.355,3.994,0.4499
1.9800,0.000,3.645,-0.379,4.024,0.4507
1.9850,0.000,3.644,-0.287,3.931,0.4515
1.9900,0.000,3.621,-0.330,3.951,0.4523
1.9950,0.000,3.664,-0.365,4.029,0.4531
2.0000,0.000,3.747,-0.355,4.103,0.4539
2.0050,1.412,3.797,-0.235,4.032,0.4546
2.0100,2.811,3.842,-0.120,3.962,0.4553
2.0150,4.185,4.001,-0.104,4.105,0.4559
2.0200,5.522,4.284,0.071,4.213,0.4565
2.0250,6.810,4.670,0.239,4.431,0.4570
2.0300,8.038,5.232,0.590,4.643,0.4575
2.0350,9.194,5.847,1.061,4.786,0.4580
2.0400,10.269,6.481,1.594,4.886,0.4585
2.0450,11.252,7.135,2.163,4.972,0.4590
2.0500,12.136,7.865,2.674,5.191,0.4595
2.0550,12.912,8.665,3.283,5.382,0.4600
2.0600,13.573,9.506,3.960,5.546,0.4605
2.0650,14.114,10.338,4.649,5.688,0.4610
2.0700,14.530,11.103,5.300,5.804,0.4615
2.0750,14.816,11.782,5.953,5.829,0.4621
2.0800,14.972,12.483,6.773,5.709,0.4626
2.0850,14.994,13.119,7.451,5.668,0.4631
2.0900,14.883,13.702,8.072,5.630,0.4635
2.0950,14.640,14.234,8.691,5.542,0.4640
2.1000,14.267,14.619,9.251,5.368,0.4644
2.1050,13.767,14.898,9.742,5.156,0.4648
2.1100,13.146,15.083,10.057,5.026,0.4652
2.1150,12.407,15.230,10.355,4.875,0.4655
2.1200,11.559,15.352,10.511,4.841,0.4658
2.1250,10.607,15.489,10.617,4.872,0.4661
2.1300,9.562,15.581,10.473,5.108,0.4663
2.1350,8.432,15.612,10.284,5.328,0.4665
2.1400,7.227,15.485,10.265,5.220,0.4667
2.1450,5.958,15.289,9.721,5.568,0.4668
2.1500,4.636,15.065,9.494,5.571,0.4670
2.1550,3.272,14.797,9.003,5.794,0.4671
2.1600,1.880,14.469,8.765,5.703,0.4673
2.1650,0.471,14.026,8.433,5.593,0.4674
2.1700,-0.942,13.513,7.940,5.573,0.4676
2.1750,-2.347,12.994,7.375,5.619,0.4678
2.1800,-3.731,12.402,7.507,4.896,0.4681
2.1850,-5.081,11.675,6.910,4.765,0.4684
2.1900,-6.387,10.854,6.245,4.609,0.4686
2.1950,-7.636,9.990,5.422,4.568,0.4689
2.2000,-8.817,9.248,4.475,4.774,0.4691
2.2050,-9.920,8.511,3.653,4.858,0.4694
2.2100,-10.935,7.679,2.883,4.795,0.4695
2.2150,-11.853,6.779,1.983,4.796,0.4697
2.2200,-12.666,5.900,1.159,4.741,0.4698
2.2250,-13.366,4.989,0.322,4.667,0.4699
2.2300,-13.948,4.009,-0.567,4.576,0.4700
2.2350,-14.405,3.081,-1.491,4.572,0.4699
2.2400,-14.735,2.199,-2.393,4.591,0.4699
2.2450,-14.935,1.359,-3.393,4.753,0.4698
2.2500,-15.001,0.562,-4.250,4.812,0.4696
2.2550,-14.935,-0.144,-5.130,4.986,0.4695
2.2600,-14.735,-0.705,-5.904,5.199,0.4693
2.2650,-14.405,-1.226,-6.588,5.362,0.4691
2.2700,-13.948,-1.711,-7.202,5.491,0.4690
2.2750,-13.366,-2.137,-7.750,5.613,0.4689
2.2800,-12.666,-2.549,-8.238,5.689,0.4687
2.2850,-11.853,-2.858,-8.562,5.704,0.4686
2.2900,-10.935,-3.050,-8.836,5.787,0.4686
2.2950,-9.920,-3.169,-9.001,5.832,0.4685
2.3000,-8.817,-3.207,-9.185,5.979,0.4685
2.3050,-7.636,-3.169,-9.284,6.115,0.4684
2.3100,-6.387,-3.063,-9.314,6.251,0.4684
2.3150,-5.081,-2.827,-9.355,6.528,0.4685
2.3200,-3.731,-2.480,-9.232,6.752,0.4685
2.3250,-2.347,-2.107,-9.034,6.927,0.4686
2.3300,-0.942,-1.695,-8.602,6.907,0.4688
2.3350,0.471,-1.359,-8.171,6.812,0.4689
2.3400,1.880,-0.990,-7.950,6.960,0.4692
2.3450,3.272,-0.521,-7.459,6.938,0.4694
2.3500,4.636,0.104,-6.893,6.997,0.4697
2.3550,5.958,0.839,-6.251,7.090,0.4700
2.3600,7.227,1.680,-5.574,7.254,0.4702
2.3650,8.432,2.629,-4.735,7.365,0.4705
2.3700,9.562,3.518,-3.850,7.368,0.4708
2.3750,10.607,4.364,-2.699,7.063,0.4711
2.3800,11.559,5.167,-1.798,6.964,0.4714
2.3850,12.407,5.930,-0.976,6.906,0.4717
2.3900,13.146,6.720,-0.163,6.883,0.4720
2.3950,13.767,7.557,0.657,6.900,0.4724
2.4000,14.267,8.436,1.507,6.928,0.4728
2.4050,14.640,9.355,2.281,7.074,0.4732
2.4100,14.883,10.248,3.169,7.079,0.4736
2.4150,14.994,11.190,4.007,7.183,0.4741
2.4200,14.972,12.162,4.875,7.286,0.4745
2.4250,14.816,13.057,5.731,7.326,0.4750
2.4300,14.530,13.818,6.565,7.253,0.4755
2.4350,14.114,14.435,7.386,7.049,0.4760
2.4400,13.573,14.909,7.778,7.130,0.4765
2.4450,12.912,15.243,8.366,6.877,0.4769
2.4500,12.136,15.507,8.732,6.775,0.4773
2.4550,11.253,15.780,9.117,6.663,0.4776
2.4600,10.269,16.012,9.473,6.539,0.4779
2.4650,9.194,16.073,9.732,6.342,0.4781
2.4700,8.038,16.006,8.472,7.534,0.4781
2.4750,6.810,15.882,8.493,7.389,0.4781
2.4800,5.522,15.714,8.458,7.256,0.4781
2.4850,4.185,15.489,8.360,7.128,0.4780
2.4900,2.811,15.234,8.182,7.052,0.4780
2.4950,1.412,14.918,7.981,6.937,0.4780
2.5000,-0.000,14.487,7.685,6.802,0.4780
2.5050,-1.412,13.987,8.649,5.338,0.4780
