time,phase,true_roll,true_pitch,true_alt,est_roll,est_pitch,est_alt,thrust,gust
2.780,2,-0.000,0.042,0.3150,-0.000,0.042,0.3150,0.3498,1
2.800,2,0.000,0.041,0.3242,0.000,0.041,0.3242,0.3492,0
2.820,2,-0.000,0.017,0.3333,-0.000,0.017,0.3333,0.3487,0
2.840,2,-0.000,0.005,0.3422,-0.000,0.005,0.3422,0.3483,0
2.860,2,-0.000,-0.002,0.3509,-0.000,-0.002,0.3509,0.3480,0
2.880,2,0.000,-0.007,0.3593,0.000,-0.007,0.3593,0.3477,0
2.900,2,0.000,-0.011,0.3676,0.000,-0.011,0.3676,0.3475,0
2.920,2,-0.000,-0.014,0.3757,-0.000,-0.014,0.3757,0.3474,0
2.940,2,-0.000,-0.015,0.3835,-0.000,-0.015,0.3835,0.3473,0
2.960,2,-0.000,-0.017,0.3911,-0.000,-0.017,0.3911,0.3473,0
2.980,2,-0.000,-0.017,0.3986,-0.000,-0.017,0.3986,0.3473,0
3.000,2,-0.000,-0.018,0.4058,-0.000,-0.018,0.4058,0.3473,0
3.020,2,-0.000,-0.018,0.4128,-0.000,-0.018,0.4128,0.3474,0
3.040,2,-0.000,-0.018,0.4196,-0.000,-0.018,0.4196,0.3475,0
3.060,2,-0.000,-0.018,0.4262,-0.000,-0.018,0.4262,0.3476,0
3.080,2,-0.000,-0.018,0.4326,-0.000,-0.018,0.4326,0.3478,0
3.100,2,0.000,-0.017,0.4388,0.000,-0.017,0.4388,0.3480,0
3.120,2,0.000,-0.017,0.4448,0.000,-0.017,0.4448,0.3482,0
3.140,2,0.000,-0.017,0.4506,0.000,-0.017,0.4506,0.3484,0
3.160,2,0.000,-0.016,0.4562,0.000,-0.016,0.4562,0.3487,0
3.180,2,-0.000,-0.016,0.4617,-0.000,-0.016,0.4617,0.3489,0
3.200,2,-0.000,-0.016,0.4669,-0.000,-0.016,0.4669,0.3492,0
3.220,2,-0.000,-0.015,0.4720,-0.000,-0.015,0.4720,0.3495,0
3.240,2,-0.000,-0.015,0.4769,-0.000,-0.015,0.4769,0.3497,0
3.260,2,-0.000,-0.014,0.4816,-0.000,-0.014,0.4816,0.3500,0
3.280,2,-0.000,-0.014,0.4861,-0.000,-0.014,0.4861,0.3503,0
3.300,2,-0.000,-0.013,0.4905,-0.000,-0.013,0.4905,0.3506,0
3.320,2,0.000,-0.013,0.4947,0.000,-0.013,0.4947,0.3509,0
3.340,2,0.000,-0.013,0.4988,0.000,-0.013,0.4988,0.3512,0
3.360,2,0.000,-0.012,0.5027,0.000,-0.012,0.5027,0.3515,0
3.380,2,-0.000,-0.012,0.5065,-0.000,-0.012,0.5065,0.3518,0
3.400,2,0.000,-0.012,0.5101,0.000,-0.012,0.5101,0.3521,0
3.420,2,0.000,-0.011,0.5136,0.000,-0.011,0.5136,0.3524,0
3.440,2,-0.000,-0.011,0.5170,-0.000,-0.011,0.5170,0.3527,0
3.460,2,-0.000,-0.011,0.5202,-0.000,-0.011,0.5202,0.3530,0
3.480,2,-0.000,-0.010,0.5233,-0.000,-0.010,0.5233,0.3533,0
3.500,3,0.000,-0.010,0.5262,0.000,-0.010,0.5262,0.3536,0
3.520,3,-0.000,-0.010,0.5291,-0.000,-0.010,0.5291,0.3539,0
3.540,3,-0.000,-0.009,0.5318,-0.000,-0.009,0.5318,0.3542,0
3.560,3,0.000,-0.009,0.5344,0.000,-0.009,0.5344,0.3544,0
3.580,3,0.000,-0.009,0.5370,0.000,-0.009,0.5370,0.3547,0
3.600,3,0.000,-0.009,0.5394,0.000,-0.009,0.5394,0.3550,0
3.620,3,0.000,-0.008,0.5417,0.000,-0.008,0.5417,0.3552,0
3.640,3,0.000,-0.008,0.5439,0.000,-0.008,0.5439,0.3555,0
3.660,3,-0.000,-0.008,0.5460,-0.000,-0.008,0.5460,0.3557,0
3.680,3,-0.000,-0.008,0.5480,-0.000,-0.008,0.5480,0.3560,0
3.700,3,0.000,-0.007,0.5499,0.000,-0.007,0.5499,0.3562,0
3.720,3,0.000,-0.007,0.5517,0.000,-0.007,0.5517,0.3564,0
3.740,3,-0.000,-0.007,0.5535,-0.000,-0.007,0.5535,0.3567,0
3.760,3,0.000,-0.007,0.5552,0.000,-0.007,0.5552,0.3569,0
3.780,3,-0.000,-0.006,0.5568,-0.000,-0.006,0.5568,0.3571,0
3.800,3,0.000,-0.006,0.5583,0.000,-0.006,0.5583,0.3573,0
3.820,3,0.000,-0.006,0.5597,0.000,-0.006,0.5597,0.3575,0
3.840,3,0.000,-0.006,0.5611,0.000,-0.006,0.5611,0.3577,0
3.860,3,0.000,-0.006,0.5624,0.000,-0.006,0.5624,0.3579,0
3.880,3,0.000,-0.005,0.5637,0.000,-0.005,0.5637,0.3580,0
3.900,3,0.000,-0.005,0.5649,0.000,-0.005,0.5649,0.3582,0
3.920,3,0.000,-0.005,0.5660,0.000,-0.005,0.5660,0.3584,0
3.940,3,-0.000,-0.005,0.5671,-0.000,-0.005,0.5671,0.3585,0
3.960,3,-0.000,-0.005,0.5681,-0.000,-0.005,0.5681,0.3587,0
3.980,3,0.000,-0.005,0.5691,0.000,-0.005,0.5691,0.3588,0
4.000,3,0.000,-0.004,0.5700,0.000,-0.004,0.5700,0.3590,1
4.020,3,0.062,-0.004,0.5708,0.062,-0.004,0.5708,0.3591,1
4.040,3,0.100,-0.004,0.5717,0.100,-0.004,0.5717,0.3593,1
4.060,3,0.115,-0.004,0.5724,0.115,-0.004,0.5724,0.3594,1
4.080,3,0.126,-0.004,0.5731,0.126,-0.004,0.5731,0.3595,1
4.100,3,0.134,-0.004,0.5738,0.134,-0.004,0.5738,0.3597,1
4.120,3,0.138,-0.004,0.5745,0.138,-0.004,0.5745,0.3598,1
4.140,3,0.140,-0.004,0.5751,0.140,-0.004,0.5751,0.3599,1
4.160,3,0.140,-0.003,0.5756,0.140,-0.003,0.5756,0.3600,1
4.180,3,0.139,-0.003,0.5762,0.139,-0.003,0.5762,0.3601,1
4.200,3,0.137,-0.003,0.5767,0.137,-0.003,0.5767,0.3602,1
4.220,3,0.134,-0.003,0.5771,0.134,-0.003,0.5771,0.3603,1
4.240,3,0.131,-0.003,0.5776,0.131,-0.003,0.5776,0.3604,1
4.260,3,0.127,-0.003,0.5780,0.127,-0.003,0.5780,0.3605,1
4.280,3,0.124,-0.003,0.5783,0.124,-0.003,0.5783,0.3606,1
4.300,3,0.120,-0.003,0.5787,0.120,-0.003,0.5787,0.3606,1
4.320,3,0.116,-0.003,0.5790,0.116,-0.003,0.5790,0.3607,1
4.340,3,0.112,-0.003,0.5793,0.112,-0.003,0.5793,0.3608,1
4.360,3,0.109,-0.002,0.5795,0.109,-0.002,0.5795,0.3609,1
4.380,3,0.105,-0.002,0.5798,0.105,-0.002,0.5798,0.3609,1
4.400,3,0.101,-0.002,0.5800,0.101,-0.002,0.5800,0.3610,1
4.420,3,0.098,-0.002,0.5801,0.098,-0.002,0.5801,0.3611,1
4.440,3,0.094,-0.002,0.5803,0.094,-0.002,0.5803,0.3611,1
4.460,3,0.091,-0.002,0.5805,0.091,-0.002,0.5805,0.3612,1
4.480,3,0.087,-0.002,0.5806,0.087,-0.002,0.5806,0.3613,1
4.500,3,0.084,-0.002,0.5807,0.084,-0.002,0.5807,0.3613,0
4.520,3,0.019,-0.002,0.5808,0.019,-0.002,0.5808,0.3614,0
4.540,3,-0.022,-0.002,0.5808,-0.022,-0.002,0.5808,0.3614,0
4.560,3,-0.040,-0.002,0.5809,-0.040,-0.002,0.5809,0.3615,0
4.580,3,-0.054,-0.002,0.5809,-0.054,-0.002,0.5809,0.3615,0
4.600,3,-0.065,-0.002,0.5809,-0.065,-0.002,0.5809,0.3616,0
4.620,3,-0.072,-0.001,0.5809,-0.072,-0.001,0.5809,0.3616,0
4.640,3,-0.076,-0.001,0.5809,-0.076,-0.001,0.5809,0.3617,0
4.660,3,-0.079,-0.001,0.5809,-0.079,-0.001,0.5809,0.3617,0
4.680,3,-0.080,-0.001,0.5809,-0.080,-0.001,0.5809,0.3618,0
4.700,3,-0.081,-0.001,0.5808,-0.081,-0.001,0.5808,0.3618,0
4.720,3,-0.080,-0.001,0.5807,-0.080,-0.001,0.5807,0.3618,0
4.740,3,-0.080,-0.001,0.5807,-0.080,-0.001,0.5807,0.3619,0
4.760,3,-0.078,-0.001,0.5806,-0.078,-0.001,0.5806,0.3619,0
4.780,3,-0.077,-0.001,0.5805,-0.077,-0.001,0.5805,0.3619,0
4.800,3,-0.075,-0.001,0.5804,-0.075,-0.001,0.5804,0.3620,0
4.820,3,-0.074,-0.001,0.5802,-0.074,-0.001,0.5802,0.3620,0
4.840,3,-0.072,-0.001,0.5801,-0.072,-0.001,0.5801,0.3620,0
4.860,3,-0.070,-0.001,0.5799,-0.070,-0.001,0.5799,0.3621,0
4.880,3,-0.068,-0.001,0.5798,-0.068,-0.001,0.5798,0.3621,0
4.900,3,-0.066,-0.001,0.5796,-0.066,-0.001,0.5796,0.3621,0
4.920,3,-0.064,-0.001,0.5795,-0.064,-0.001,0.5795,0.3621,0
4.940,3,-0.062,-0.001,0.5793,-0.062,-0.001,0.5793,0.3622,0
4.960,3,-0.061,-0.001,0.5791,-0.061,-0.001,0.5791,0.3622,0
4.980,3,-0.059,-0.001,0.5789,-0.059,-0.001,0.5789,0.3622,0
5.000,3,-0.057,-0.001,0.5787,-0.057,-0.001,0.5787,0.3622,0
5.020,3,-0.055,-0.001,0.5785,-0.055,-0.001,0.5785,0.3622,0
5.040,3,-0.054,-0.001,0.5783,-0.054,-0.001,0.5783,0.3623,0
5.060,3,-0.052,-0.001,0.5780,-0.052,-0.001,0.5780,0.3623,0
5.080,3,-0.051,-0.001,0.5778,-0.051,-0.001,0.5778,0.3623,0
5.100,3,-0.049,-0.001,0.5776,-0.049,-0.001,0.5776,0.3623,0
5.120,3,-0.048,-0.000,0.5773,-0.048,-0.000,0.5773,0.3623,0
5.140,3,-0.046,-0.000,0.5771,-0.046,-0.000,0.5771,0.3624,0
5.160,3,-0.045,-0.000,0.5768,-0.045,-0.000,0.5768,0.3624,0
5.180,3,-0.043,-0.000,0.5766,-0.043,-0.000,0.5766,0.3624,0
5.200,3,-0.042,-0.000,0.5763,-0.042,-0.000,0.5763,0.3624,0
5.220,3,-0.041,-0.000,0.5760,-0.041,-0.000,0.5760,0.3624,0
5.240,3,-0.039,-0.000,0.5758,-0.039,-0.000,0.5758,0.3624,0
5.260,3,-0.038,-0.000,0.5755,-0.038,-0.000,0.5755,0.3624,0
5.280,3,-0.037,-0.000,0.5752,-0.037,-0.000,0.5752,0.3625,0
5.300,3,-0.036,-0.000,0.5749,-0.036,-0.000,0.5749,0.3625,0
5.320,3,-0.035,-0.000,0.5746,-0.035,-0.000,0.5746,0.3625,0
5.340,3,-0.034,-0.000,0.5743,-0.034,-0.000,0.5743,0.3625,0
5.360,3,-0.033,-0.000,0.5740,-0.033,-0.000,0.5740,0.3625,0
5.380,3,-0.032,-0.000,0.5737,-0.032,-0.000,0.5737,0.3625,0
5.400,3,-0.031,-0.000,0.5734,-0.031,-0.000,0.5734,0.3625,0
5.420,3,-0.030,-0.000,0.5731,-0.030,-0.000,0.5731,0.3625,0
5.440,3,-0.029,-0.000,0.5728,-0.029,-0.000,0.5728,0.3625,0
5.460,3,-0.028,-0.000,0.5725,-0.028,-0.000,0.5725,0.3626,0
5.480,3,-0.027,-0.000,0.5722,-0.027,-0.000,0.5722,0.3626,0
5.500,3,-0.026,-0.000,0.5719,-0.026,-0.000,0.5719,0.3626,0
5.520,3,-0.025,-0.000,0.5715,-0.025,-0.000,0.5715,0.3626,0
5.540,3,-0.024,-0.000,0.5712,-0.024,-0.000,0.5712,0.3626,0
5.560,3,-0.024,-0.000,0.5709,-0.024,-0.000,0.5709,0.3626,0
5.580,3,-0.023,-0.000,0.5706,-0.023,-0.000,0.5706,0.3626,0
5.600,3,-0.022,-0.000,0.5702,-0.022,-0.000,0.5702,0.3626,0
5.620,3,-0.021,-0.000,0.5699,-0.021,-0.000,0.5699,0.3626,0
5.640,3,-0.021,0.000,0.5696,-0.021,0.000,0.5696,0.3626,0
5.660,3,-0.020,0.000,0.5692,-0.020,0.000,0.5692,0.3626,0
5.680,3,-0.019,0.000,0.5689,-0.019,0.000,0.5689,0.3627,0
5.700,3,-0.019,0.000,0.5685,-0.019,0.000,0.5685,0.3627,0
5.720,3,-0.018,0.000,0.5682,-0.018,0.000,0.5682,0.3627,0
5.740,3,-0.018,0.000,0.5679,-0.018,0.000,0.5679,0.3627,0
5.760,3,-0.017,0.000,0.5675,-0.017,0.000,0.5675,0.3627,0
5.780,3,-0.016,0.000,0.5672,-0.016,0.000,0.5672,0.3627,0
5.800,3,-0.016,0.000,0.5668,-0.016,0.000,0.5668,0.3627,0
5.820,3,-0.015,0.000,0.5665,-0.015,0.000,0.5665,0.3627,0
5.840,3,-0.015,0.000,0.5661,-0.015,0.000,0.5661,0.3627,0
5.860,3,-0.014,0.000,0.5658,-0.014,0.000,0.5658,0.3627,0
5.880,3,-0.014,0.000,0.5654,-0.014,0.000,0.5654,0.3627,0
5.900,3,-0.013,0.000,0.5651,-0.013,0.000,0.5651,0.3627,0
5.920,3,-0.013,0.000,0.5647,-0.013,0.000,0.5647,0.3627,0
5.940,3,-0.012,0.000,0.5643,-0.012,0.000,0.5643,0.3627,0
5.960,3,-0.012,0.000,0.5640,-0.012,0.000,0.5640,0.3627,0
5.980,3,-0.012,0.000,0.5636,-0.012,0.000,0.5636,0.3627,0
6.000,3,-0.011,0.000,0.5633,-0.011,0.000,0.5633,0.3627,0
6.020,3,-0.011,0.000,0.5629,-0.011,0.000,0.5629,0.3628,0
6.040,3,-0.010,0.000,0.5626,-0.010,0.000,0.5626,0.3628,0
6.060,3,-0.010,0.000,0.5622,-0.010,0.000,0.5622,0.3628,0
6.080,3,-0.010,0.000,0.5618,-0.010,0.000,0.5618,0.3628,0
6.100,3,-0.009,0.000,0.5615,-0.009,0.000,0.5615,0.3628,0
6.120,3,-0.009,0.000,0.5611,-0.009,0.000,0.5611,0.3628,0
6.140,3,-0.009,0.000,0.5608,-0.009,0.000,0.5608,0.3628,0
6.160,3,-0.008,0.000,0.5604,-0.008,0.000,0.5604,0.3628,0
6.180,3,-0.008,0.000,0.5601,-0.008,0.000,0.5601,0.3628,0
6.200,3,-0.008,0.000,0.5597,-0.008,0.000,0.5597,0.3628,0
6.220,3,-0.007,0.000,0.5593,-0.007,0.000,0.5593,0.3628,0
6.240,3,-0.007,0.000,0.5590,-0.007,0.000,0.5590,0.3628,0
6.260,3,-0.007,0.000,0.5586,-0.007,0.000,0.5586,0.3628,0
6.280,3,-0.007,0.000,0.5583,-0.007,0.000,0.5583,0.3628,0
6.300,3,-0.006,0.000,0.5579,-0.006,0.000,0.5579,0.3628,0
6.320,3,-0.006,0.000,0.5575,-0.006,0.000,0.5575,0.3628,0
6.340,3,-0.006,0.000,0.5572,-0.006,0.000,0.5572,0.3628,0
6.360,3,-0.006,0.000,0.5568,-0.006,0.000,0.5568,0.3628,0
6.380,3,-0.005,0.000,0.5565,-0.005,0.000,0.5565,0.3628,0
6.400,3,-0.005,0.000,0.5561,-0.005,0.000,0.5561,0.3628,0
6.420,3,-0.005,0.000,0.5558,-0.005,0.000,0.5558,0.3628,0
6.440,3,-0.005,0.000,0.5554,-0.005,0.000,0.5554,0.3628,0
6.460,3,-0.005,0.000,0.5550,-0.005,0.000,0.5550,0.3628,0
6.480,3,-0.004,0.000,0.5547,-0.004,0.000,0.5547,0.3628,0
6.500,3,-0.004,0.000,0.5543,-0.004,0.000,0.5543,0.3629,1
6.520,3,-0.056,0.054,0.5540,-0.056,0.054,0.5540,0.3629,1
6.540,3,-0.087,0.078,0.5536,-0.087,0.078,0.5536,0.3629,1
6.560,3,-0.099,0.091,0.5533,-0.099,0.091,0.5533,0.3629,1
6.580,3,-0.109,0.100,0.5529,-0.109,0.100,0.5529,0.3629,1
6.600,3,-0.115,0.106,0.5526,-0.115,0.106,0.5526,0.3629,1
6.620,3,-0.118,0.110,0.5522,-0.118,0.110,0.5522,0.3629,1
6.640,3,-0.119,0.111,0.5519,-0.119,0.111,0.5519,0.3628,1
6.660,3,-0.119,0.111,0.5515,-0.119,0.111,0.5515,0.3628,1
6.680,3,-0.118,0.111,0.5512,-0.118,0.111,0.5512,0.3628,1
6.700,3,-0.116,0.109,0.5508,-0.116,0.109,0.5508,0.3628,0
6.720,3,-0.062,0.053,0.5505,-0.062,0.053,0.5505,0.3629,0
6.740,3,-0.028,0.027,0.5501,-0.028,0.027,0.5501,0.3629,0
6.760,3,-0.013,0.011,0.5498,-0.013,0.011,0.5498,0.3629,0
6.780,3,-0.000,-0.001,0.5494,-0.000,-0.001,0.5494,0.3629,0
6.800,3,0.009,-0.010,0.5491,0.009,-0.010,0.5491,0.3629,0
6.820,3,0.016,-0.016,0.5488,0.016,-0.016,0.5488,0.3629,0
6.840,3,0.021,-0.021,0.5484,0.021,-0.021,0.5484,0.3629,0
6.860,3,0.024,-0.024,0.5481,0.024,-0.024,0.5481,0.3629,0
6.880,3,0.027,-0.026,0.5477,0.027,-0.026,0.5477,0.3629,0
6.900,3,0.028,-0.028,0.5474,0.028,-0.028,0.5474,0.3629,0
6.920,3,0.029,-0.028,0.5471,0.029,-0.028,0.5471,0.3629,0
6.940,3,0.029,-0.029,0.5467,0.029,-0.029,0.5467,0.3629,0
6.960,3,0.030,-0.029,0.5464,0.030,-0.029,0.5464,0.3629,0
6.980,3,0.029,-0.029,0.5460,0.029,-0.029,0.5460,0.3629,0
7.000,3,0.029,-0.028,0.5457,0.029,-0.028,0.5457,0.3629,0
7.020,3,0.029,-0.028,0.5454,0.029,-0.028,0.5454,0.3629,0
7.040,3,0.028,-0.027,0.5451,0.028,-0.027,0.5451,0.3629,0
7.060,3,0.028,-0.027,0.5447,0.028,-0.027,0.5447,0.3629,0
7.080,3,0.027,-0.026,0.5444,0.027,-0.026,0.5444,0.3629,0
7.100,3,0.026,-0.026,0.5441,0.026,-0.026,0.5441,0.3629,0
7.120,3,0.026,-0.025,0.5437,0.026,-0.025,0.5437,0.3629,0
7.140,3,0.025,-0.024,0.5434,0.025,-0.024,0.5434,0.3629,0
7.160,3,0.025,-0.023,0.5431,0.025,-0.023,0.5431,0.3629,0
7.180,3,0.024,-0.023,0.5428,0.024,-0.023,0.5428,0.3629,0
7.200,3,0.023,-0.022,0.5424,0.023,-0.022,0.5424,0.3629,0
7.220,3,0.023,-0.022,0.5421,0.023,-0.022,0.5421,0.3629,0
7.240,3,0.022,-0.021,0.5418,0.022,-0.021,0.5418,0.3629,0
7.260,3,0.021,-0.020,0.5415,0.021,-0.020,0.5415,0.3629,0
7.280,3,0.021,-0.020,0.5412,0.021,-0.020,0.5412,0.3629,0
7.300,3,0.020,-0.019,0.5409,0.020,-0.019,0.5409,0.3629,0
7.320,3,0.020,-0.018,0.5406,0.020,-0.018,0.5406,0.3629,0
7.340,3,0.019,-0.018,0.5402,0.019,-0.018,0.5402,0.3630,0
7.360,3,0.019,-0.017,0.5399,0.019,-0.017,0.5399,0.3630,0
7.380,3,0.018,-0.017,0.5396,0.018,-0.017,0.5396,0.3630,0
7.400,3,0.018,-0.016,0.5393,0.018,-0.016,0.5393,0.3630,0
7.420,3,0.017,-0.016,0.5390,0.017,-0.016,0.5390,0.3630,0
7.440,3,0.017,-0.015,0.5387,0.017,-0.015,0.5387,0.3630,0
7.460,3,0.016,-0.015,0.5384,0.016,-0.015,0.5384,0.3630,0
7.480,3,0.016,-0.014,0.5381,0.016,-0.014,0.5381,0.3630,0
7.500,3,0.015,-0.014,0.5378,0.015,-0.014,0.5378,0.3630,0
7.520,3,0.015,-0.014,0.5375,0.015,-0.014,0.5375,0.3630,0
7.540,3,0.015,-0.013,0.5372,0.015,-0.013,0.5372,0.3630,0
7.560,3,0.014,-0.013,0.5369,0.014,-0.013,0.5369,0.3630,0
7.580,3,0.014,-0.012,0.5366,0.014,-0.012,0.5366,0.3630,0
7.600,3,0.013,-0.012,0.5363,0.013,-0.012,0.5363,0.3630,0
7.620,3,0.013,-0.012,0.5360,0.013,-0.012,0.5360,0.3630,0
7.640,3,0.013,-0.011,0.5358,0.013,-0.011,0.5358,0.3630,0
7.660,3,0.012,-0.011,0.5355,0.012,-0.011,0.5355,0.3630,0
7.680,3,0.012,-0.010,0.5352,0.012,-0.010,0.5352,0.3630,0
7.700,3,0.012,-0.010,0.5349,0.012,-0.010,0.5349,0.3630,0
7.720,3,0.011,-0.010,0.5346,0.011,-0.010,0.5346,0.3630,0
7.740,3,0.011,-0.009,0.5343,0.011,-0.009,0.5343,0.3630,0
7.760,3,0.011,-0.009,0.5341,0.011,-0.009,0.5341,0.3630,0
7.780,3,0.011,-0.009,0.5338,0.011,-0.009,0.5338,0.3630,0
7.800,3,0.010,-0.009,0.5335,0.010,-0.009,0.5335,0.3630,0
7.820,3,0.010,-0.008,0.5332,0.010,-0.008,0.5332,0.3630,0
7.840,3,0.010,-0.008,0.5330,0.010,-0.008,0.5330,0.3630,0
7.860,3,0.009,-0.008,0.5327,0.009,-0.008,0.5327,0.3630,0
7.880,3,0.009,-0.008,0.5324,0.009,-0.008,0.5324,0.3630,0
7.900,3,0.009,-0.007,0.5321,0.009,-0.007,0.5321,0.3630,0
7.920,3,0.009,-0.007,0.5319,0.009,-0.007,0.5319,0.3630,0
7.940,3,0.008,-0.007,0.5316,0.008,-0.007,0.5316,0.3630,0
7.960,3,0.008,-0.007,0.5314,0.008,-0.007,0.5314,0.3630,0
7.980,3,0.008,-0.006,0.5311,0.008,-0.006,0.5311,0.3630,0
8.000,3,0.008,-0.006,0.5308,0.008,-0.006,0.5308,0.3630,0
8.020,3,0.008,-0.006,0.5306,0.008,-0.006,0.5306,0.3630,0
8.040,3,0.007,-0.006,0.5303,0.007,-0.006,0.5303,0.3630,0
8.060,3,0.007,-0.006,0.5301,0.007,-0.006,0.5301,0.3630,0
8.080,3,0.007,-0.005,0.5298,0.007,-0.005,0.5298,0.3630,0
8.100,3,0.007,-0.005,0.5296,0.007,-0.005,0.5296,0.3630,0
8.120,3,0.007,-0.005,0.5293,0.007,-0.005,0.5293,0.3630,0
8.140,3,0.007,-0.005,0.5291,0.007,-0.005,0.5291,0.3630,0
8.160,3,0.006,-0.005,0.5288,0.006,-0.005,0.5288,0.3630,0
8.180,3,0.006,-0.004,0.5286,0.006,-0.004,0.5286,0.3630,0
8.200,3,0.006,-0.004,0.5283,0.006,-0.004,0.5283,0.3630,0
8.220,3,0.006,-0.004,0.5281,0.006,-0.004,0.5281,0.3630,0
8.240,3,0.006,-0.004,0.5278,0.006,-0.004,0.5278,0.3630,0
8.260,3,0.006,-0.004,0.5276,0.006,-0.004,0.5276,0.3630,0
8.280,3,0.005,-0.004,0.5274,0.005,-0.004,0.5274,0.3630,0
8.300,3,0.005,-0.004,0.5271,0.005,-0.004,0.5271,0.3630,0
8.320,3,0.005,-0.003,0.5269,0.005,-0.003,0.5269,0.3630,0
8.340,3,0.005,-0.003,0.5266,0.005,-0.003,0.5266,0.3630,0
8.360,3,0.005,-0.003,0.5264,0.005,-0.003,0.5264,0.3630,0
8.380,3,0.005,-0.003,0.5262,0.005,-0.003,0.5262,0.3630,0
8.400,3,0.005,-0.003,0.5260,0.005,-0.003,0.5260,0.3630,0
8.420,3,0.005,-0.003,0.5257,0.005,-0.003,0.5257,0.3630,0
8.440,3,0.004,-0.003,0.5255,0.004,-0.003,0.5255,0.3630,0
8.460,3,0.004,-0.003,0.5253,0.004,-0.003,0.5253,0.3630,0
8.480,3,0.004,-0.003,0.5251,0.004,-0.003,0.5251,0.3630,0
8.500,3,0.004,-0.002,0.5248,0.004,-0.002,0.5248,0.3630,1
8.520,3,0.025,-0.018,0.5246,0.025,-0.018,0.5246,0.3630,1
8.540,3,0.037,-0.024,0.5244,0.037,-0.024,0.5244,0.3630,1
8.560,3,0.042,-0.028,0.5242,0.042,-0.028,0.5242,0.3630,1
8.580,3,0.046,-0.031,0.5240,0.046,-0.031,0.5240,0.3630,1
8.600,3,0.048,-0.032,0.5238,0.048,-0.032,0.5238,0.3630,1
8.620,3,0.049,-0.033,0.5235,0.049,-0.033,0.5235,0.3630,1
8.640,3,0.050,-0.034,0.5233,0.050,-0.034,0.5233,0.3630,1
8.660,3,0.050,-0.033,0.5231,0.050,-0.033,0.5231,0.3630,1
8.680,3,0.050,-0.033,0.5229,0.050,-0.033,0.5229,0.3630,1
8.700,3,0.049,-0.033,0.5227,0.049,-0.033,0.5227,0.3630,1
