time,phase,true_roll,true_pitch,true_alt,est_roll,est_pitch,est_alt,thrust,gust
11.120,4,0.429,-0.230,0.5072,0.429,-0.230,0.5072,0.4091,0
11.140,4,0.354,-0.054,0.5069,0.354,-0.054,0.5069,0.4073,0
11.160,4,-0.021,-0.033,0.5067,-0.021,-0.033,0.5067,0.4063,0
11.180,4,-0.500,-0.337,0.5065,-0.500,-0.337,0.5065,0.4047,0
11.200,4,-0.516,-0.457,0.5064,-0.516,-0.457,0.5064,0.4021,0
11.220,4,-0.712,-0.243,0.5063,-0.712,-0.243,0.5063,0.3998,0
11.240,4,-0.801,-0.238,0.5064,-0.801,-0.238,0.5064,0.3973,0
11.260,4,-0.532,-0.063,0.5064,-0.532,-0.063,0.5064,0.3965,0
11.280,4,-0.373,-0.238,0.5064,-0.373,-0.238,0.5064,0.3952,0
11.300,4,-0.239,-0.289,0.5063,-0.239,-0.289,0.5063,0.3942,0
11.320,4,-0.538,-0.558,0.5062,-0.538,-0.558,0.5062,0.3942,0
11.340,4,0.042,-0.981,0.5058,0.042,-0.981,0.5058,0.3947,0
11.360,4,0.393,-0.633,0.5053,0.393,-0.633,0.5053,0.3939,0
11.380,4,0.182,-0.309,0.5047,0.182,-0.309,0.5047,0.3927,0
11.400,4,-0.020,0.111,0.5041,-0.020,0.111,0.5041,0.3924,0
11.420,4,0.160,-0.111,0.5033,0.160,-0.111,0.5033,0.3933,0
11.440,4,-0.128,-0.008,0.5022,-0.128,-0.008,0.5022,0.3948,0
11.460,4,-0.719,-0.152,0.5007,-0.719,-0.152,0.5007,0.3976,0
11.480,4,-0.695,-0.259,0.4990,-0.695,-0.259,0.4990,0.3970,0
11.500,4,-0.222,-0.058,0.4973,-0.222,-0.058,0.4973,0.3958,0
11.520,4,-0.288,0.026,0.4956,-0.288,0.026,0.4956,0.3945,0
11.540,4,-0.262,-0.202,0.4939,-0.262,-0.202,0.4939,0.3941,0
11.560,4,0.020,-0.016,0.4920,0.020,-0.016,0.4920,0.3942,0
11.580,4,0.145,0.134,0.4900,0.145,0.134,0.4900,0.3945,0
11.600,4,0.145,-0.320,0.4879,0.145,-0.320,0.4879,0.3948,0
11.620,4,0.253,-0.152,0.4857,0.253,-0.152,0.4857,0.3939,0
11.640,4,-0.321,-0.185,0.4833,-0.321,-0.185,0.4833,0.3944,0
11.660,4,-0.235,-0.706,0.4809,-0.235,-0.706,0.4809,0.3946,0
11.680,4,-0.361,-0.416,0.4783,-0.361,-0.416,0.4783,0.3937,0
11.700,4,-0.326,-0.232,0.4757,-0.326,-0.232,0.4757,0.3938,0
11.720,4,-0.250,-0.204,0.4730,-0.250,-0.204,0.4730,0.3936,0
11.740,4,-0.472,-0.156,0.4702,-0.472,-0.156,0.4702,0.3944,0
11.760,4,-0.713,-0.041,0.4672,-0.713,-0.041,0.4672,0.3943,0
11.780,4,-0.894,0.102,0.4642,-0.894,0.102,0.4642,0.3940,0
11.800,4,-0.565,-0.041,0.4610,-0.565,-0.041,0.4610,0.3950,0
11.820,4,-0.239,0.052,0.4577,-0.239,0.052,0.4577,0.3944,0
11.840,4,-0.350,-0.022,0.4544,-0.350,-0.022,0.4544,0.3941,0
11.860,4,-0.422,0.253,0.4510,-0.422,0.253,0.4510,0.3948,0
11.880,4,-0.774,0.691,0.4474,-0.774,0.691,0.4474,0.3961,0
11.900,4,-0.478,0.177,0.4437,-0.478,0.177,0.4437,0.3968,0
11.920,4,-0.333,0.343,0.4397,-0.333,0.343,0.4397,0.3980,0
11.940,4,-0.350,0.255,0.4356,-0.350,0.255,0.4356,0.3985,0
11.960,4,-0.478,-0.110,0.4314,-0.478,-0.110,0.4314,0.4007,0
11.980,4,-0.524,-0.130,0.4269,-0.524,-0.130,0.4269,0.4020,0
12.000,4,-0.180,0.106,0.4222,-0.180,0.106,0.4222,0.4035,0
12.020,4,-0.393,-0.131,0.4173,-0.393,-0.131,0.4173,0.4058,0
12.040,4,-0.253,0.079,0.4121,-0.253,0.079,0.4121,0.4086,0
12.060,4,-0.343,0.284,0.4068,-0.343,0.284,0.4068,0.4093,0
12.080,4,-0.210,0.106,0.4014,-0.210,0.106,0.4014,0.4095,0
12.100,4,0.381,0.079,0.3959,0.381,0.079,0.3959,0.4104,0
12.120,4,-0.521,0.755,0.3903,-0.521,0.755,0.3903,0.4119,0
12.140,4,-1.200,0.715,0.3845,-1.200,0.715,0.3845,0.4142,0
12.160,4,-0.846,0.619,0.3786,-0.846,0.619,0.3786,0.4154,0
12.180,4,-0.391,0.434,0.3726,-0.391,0.434,0.3726,0.4159,0
12.200,4,-0.390,0.187,0.3666,-0.390,0.187,0.3666,0.4160,0
12.220,4,-0.351,0.017,0.3606,-0.351,0.017,0.3606,0.4151,0
12.240,4,-0.126,0.263,0.3547,-0.126,0.263,0.3547,0.4144,0
12.260,4,-0.558,-0.012,0.3489,-0.558,-0.012,0.3489,0.4145,0
12.280,4,-0.309,-0.167,0.3431,-0.309,-0.167,0.3431,0.4137,0
12.300,4,-0.458,-0.105,0.3375,-0.458,-0.105,0.3375,0.4119,0
12.320,4,-0.055,0.228,0.3321,-0.055,0.228,0.3321,0.4094,0
12.340,4,0.394,0.097,0.3269,0.394,0.097,0.3269,0.4076,0
12.360,4,0.515,0.523,0.3217,0.515,0.523,0.3217,0.4074,0
12.380,4,0.242,0.782,0.3166,0.242,0.782,0.3166,0.4079,0
12.400,4,0.101,-0.074,0.3113,0.101,-0.074,0.3113,0.4086,0
12.420,4,-0.345,0.119,0.3060,-0.345,0.119,0.3060,0.4090,0
12.440,4,-0.201,-0.176,0.3006,-0.201,-0.176,0.3006,0.4097,0
12.460,4,-0.375,-0.297,0.2952,-0.375,-0.297,0.2952,0.4096,0
12.480,4,-0.252,-0.574,0.2898,-0.252,-0.574,0.2898,0.4090,0
12.500,4,-0.011,-0.545,0.2844,-0.011,-0.545,0.2844,0.4085,0
12.520,4,-0.118,-0.191,0.2791,-0.118,-0.191,0.2791,0.4082,0
12.540,4,-0.519,-0.310,0.2738,-0.519,-0.310,0.2738,0.4085,0
12.560,4,-0.411,-0.069,0.2685,-0.411,-0.069,0.2685,0.4069,0
12.580,4,-0.420,-0.158,0.2634,-0.420,-0.158,0.2634,0.4051,0
12.600,4,-0.168,-0.088,0.2584,-0.168,-0.088,0.2584,0.4040,0
12.620,4,0.055,-0.096,0.2534,0.055,-0.096,0.2534,0.4034,0
12.640,4,0.247,0.070,0.2485,0.247,0.070,0.2485,0.4023,0
12.660,4,0.435,0.461,0.2436,0.435,0.461,0.2436,0.4020,0
12.680,4,0.675,0.444,0.2387,0.675,0.444,0.2387,0.4026,0
12.700,4,0.472,0.654,0.2337,0.472,0.654,0.2337,0.4032,0
12.720,4,0.675,0.654,0.2286,0.675,0.654,0.2286,0.4026,0
12.740,4,0.698,0.575,0.2236,0.698,0.575,0.2236,0.4017,0
12.760,4,0.459,0.407,0.2187,0.459,0.407,0.2187,0.3996,0
12.780,4,0.505,0.269,0.2139,0.505,0.269,0.2139,0.3988,0
12.800,4,0.174,0.260,0.2092,0.174,0.260,0.2092,0.3981,0
12.820,4,0.260,-0.061,0.2044,0.260,-0.061,0.2044,0.3986,0
12.840,4,0.180,-0.186,0.1995,0.180,-0.186,0.1995,0.3987,0
12.860,4,0.788,-0.672,0.1946,0.788,-0.672,0.1946,0.3988,0
12.880,4,1.068,-0.771,0.1897,1.068,-0.771,0.1897,0.3991,0
12.900,4,0.852,-0.672,0.1847,0.852,-0.672,0.1847,0.3989,0
12.920,4,0.602,-0.729,0.1796,0.602,-0.729,0.1796,0.3981,0
12.940,4,0.273,-0.773,0.1747,0.273,-0.773,0.1747,0.3963,0
12.960,4,0.225,-0.335,0.1699,0.225,-0.335,0.1699,0.3954,0
12.980,4,-0.318,-0.841,0.1651,-0.318,-0.841,0.1651,0.3958,0
13.000,4,-0.655,-0.308,0.1602,-0.655,-0.308,0.1602,0.3955,0
13.020,4,-0.355,-0.309,0.1553,-0.355,-0.309,0.1553,0.3959,0
13.040,4,-0.382,-0.522,0.1504,-0.382,-0.522,0.1504,0.3971,0
13.060,4,-0.276,-0.662,0.1455,-0.276,-0.662,0.1455,0.3981,0
13.080,4,0.009,-0.492,0.1405,0.009,-0.492,0.1405,0.3996,0
13.100,4,0.599,-0.341,0.1355,0.599,-0.341,0.1355,0.4005,0
13.120,4,0.155,0.029,0.1305,0.155,0.029,0.1305,0.4014,0
13.140,4,0.101,-0.051,0.1256,0.101,-0.051,0.1256,0.4013,0
13.160,4,-0.006,-0.348,0.1207,-0.006,-0.348,0.1207,0.4034,0
13.180,4,0.356,-0.137,0.1156,0.356,-0.137,0.1156,0.4059,0
13.200,4,0.414,0.334,0.1104,0.414,0.334,0.1104,0.4087,0
13.220,4,0.028,0.355,0.1050,0.028,0.355,0.1050,0.4118,0
13.240,4,0.105,0.232,0.0994,0.105,0.232,0.0994,0.4134,0
13.260,4,0.228,0.567,0.0940,0.228,0.567,0.0940,0.4143,0
13.280,4,1.084,0.487,0.0885,1.084,0.487,0.0885,0.4147,0
13.300,4,0.675,0.303,0.0832,0.675,0.303,0.0832,0.4147,0
13.320,4,0.351,0.147,0.0780,0.351,0.147,0.0780,0.4154,0
13.340,4,0.598,0.254,0.0729,0.598,0.254,0.0729,0.4160,0
13.360,4,0.239,-0.063,0.0678,0.239,-0.063,0.0678,0.4169,0
13.380,4,0.304,0.068,0.0628,0.304,0.068,0.0628,0.4176,0
13.400,4,0.950,0.344,0.0578,0.950,0.344,0.0578,0.4176,0
13.420,4,1.097,0.257,0.0530,1.097,0.257,0.0530,0.4186,0
13.440,4,0.996,-0.212,0.0482,0.996,-0.212,0.0482,0.4193,0
13.460,4,0.320,-0.087,0.0436,0.320,-0.087,0.0436,0.4180,0
13.480,4,0.893,0.186,0.0392,0.893,0.186,0.0392,0.4165,0
13.500,4,0.670,0.050,0.0351,0.670,0.050,0.0351,0.4154,0
13.520,4,0.577,-0.317,0.0311,0.577,-0.317,0.0311,0.4154,0
13.540,1,0.576,0.350,0.0272,0.576,0.350,0.0272,0.4161,0
13.560,1,0.593,0.011,0.0234,0.593,0.011,0.0234,0.4170,0
13.580,5,1.061,0.136,0.0196,1.061,0.136,0.0196,0.0000,0
13.600,5,-0.004,-0.024,0.0155,-0.004,-0.024,0.0155,0.0000,0
13.620,5,-0.002,-0.001,0.0155,-0.002,-0.001,0.0155,0.0000,0
13.640,5,-0.002,-0.001,0.0155,-0.002,-0.001,0.0155,0.0000,0
13.660,5,-0.002,-0.001,0.0154,-0.002,-0.001,0.0154,0.0000,0
13.680,5,-0.002,-0.001,0.0154,-0.002,-0.001,0.0154,0.0000,0
13.700,5,-0.002,-0.001,0.0154,-0.002,-0.001,0.0154,0.0000,0
13.720,5,-0.002,-0.001,0.0154,-0.002,-0.001,0.0154,0.0000,0
13.740,5,-0.002,-0.001,0.0153,-0.002,-0.001,0.0153,0.0000,0
13.760,5,-0.002,-0.001,0.0153,-0.002,-0.001,0.0153,0.0000,0
13.780,5,-0.002,-0.001,0.0153,-0.002,-0.001,0.0153,0.0000,0
13.800,5,-0.002,-0.001,0.0153,-0.002,-0.001,0.0153,0.0000,0
13.820,5,-0.002,-0.001,0.0152,-0.002,-0.001,0.0152,0.0000,0
13.840,5,-0.002,-0.001,0.0152,-0.002,-0.001,0.0152,0.0000,0
13.860,5,-0.002,-0.001,0.0152,-0.002,-0.001,0.0152,0.0000,0
13.880,5,-0.002,-0.001,0.0151,-0.002,-0.001,0.0151,0.0000,0
13.900,5,-0.002,-0.001,0.0151,-0.002,-0.001,0.0151,0.0000,0
13.920,5,-0.002,-0.001,0.0151,-0.002,-0.001,0.0151,0.0000,0
13.940,5,-0.002,-0.001,0.0151,-0.002,-0.001,0.0151,0.0000,0
13.960,5,-0.002,-0.001,0.0150,-0.002,-0.001,0.0150,0.0000,0
13.980,5,-0.002,-0.001,0.0150,-0.002,-0.001,0.0150,0.0000,0
14.000,5,0.000,0.000,0.0150,0.000,0.000,0.0150,0.0000,0
14.020,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.040,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.060,5,0.000,-0.000,0.0150,0.000,-0.000,0.0150,0.0000,0
14.080,5,0.000,-0.000,0.0150,0.000,-0.000,0.0150,0.0000,0
14.100,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.120,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.140,5,0.000,-0.000,0.0150,0.000,-0.000,0.0150,0.0000,0
14.160,5,0.000,-0.000,0.0150,0.000,-0.000,0.0150,0.0000,0
14.180,5,0.000,-0.000,0.0150,0.000,-0.000,0.0150,0.0000,0
14.200,5,0.000,-0.000,0.0150,0.000,-0.000,0.0150,0.0000,0
14.220,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.240,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.260,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.280,5,0.000,-0.000,0.0150,0.000,-0.000,0.0150,0.0000,0
14.300,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.320,5,-0.000,-0.000,0.0150,-0.000,-0.000,0.0150,0.0000,0
14.340,5,0.000,-0.000,0.0150,0.000,-0.000,0.0150,0.0000,0
14.360,5,0.000,0.000,0.0150,0.000,0.000,0.0150,0.0000,0
14.380,5,0.000,0.000,0.0150,0.000,0.000,0.0150,0.0000,0
14.400,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.420,5,0.000,-0.000,0.0150,0.000,-0.000,0.0150,0.0000,0
14.440,5,-0.000,-0.000,0.0150,-0.000,-0.000,0.0150,0.0000,0
14.460,5,0.000,0.000,0.0150,0.000,0.000,0.0150,0.0000,0
14.480,5,0.000,0.000,0.0150,0.000,0.000,0.0150,0.0000,0
14.500,5,0.000,0.000,0.0150,0.000,0.000,0.0150,0.0000,0
14.520,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.540,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.560,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.580,5,0.000,0.000,0.0150,0.000,0.000,0.0150,0.0000,0
14.600,5,0.000,-0.000,0.0150,0.000,-0.000,0.0150,0.0000,0
14.620,5,0.000,0.000,0.0150,0.000,0.000,0.0150,0.0000,0
14.640,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.660,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.680,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.700,5,-0.000,-0.000,0.0150,-0.000,-0.000,0.0150,0.0000,0
14.720,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.740,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.760,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.780,5,0.000,-0.000,0.0150,0.000,-0.000,0.0150,0.0000,0
14.800,5,-0.000,-0.000,0.0150,-0.000,-0.000,0.0150,0.0000,0
14.820,5,-0.000,-0.000,0.0150,-0.000,-0.000,0.0150,0.0000,0
14.840,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.860,5,-0.000,-0.000,0.0150,-0.000,-0.000,0.0150,0.0000,0
14.880,5,0.000,0.000,0.0150,0.000,0.000,0.0150,0.0000,0
14.900,5,-0.000,-0.000,0.0150,-0.000,-0.000,0.0150,0.0000,0
14.920,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.940,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.960,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
14.980,5,0.000,-0.000,0.0150,0.000,-0.000,0.0150,0.0000,0
15.000,5,-0.000,-0.000,0.0150,-0.000,-0.000,0.0150,0.0000,0
15.020,5,0.000,-0.000,0.0150,0.000,-0.000,0.0150,0.0000,0
15.040,5,0.000,-0.000,0.0150,0.000,-0.000,0.0150,0.0000,0
15.060,5,-0.000,-0.000,0.0150,-0.000,-0.000,0.0150,0.0000,0
15.080,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
15.100,5,0.000,-0.000,0.0150,0.000,-0.000,0.0150,0.0000,0
15.120,5,0.000,0.000,0.0150,0.000,0.000,0.0150,0.0000,0
15.140,5,0.000,0.000,0.0150,0.000,0.000,0.0150,0.0000,0
15.160,5,-0.000,-0.000,0.0150,-0.000,-0.000,0.0150,0.0000,0
15.180,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
15.200,5,-0.000,-0.000,0.0150,-0.000,-0.000,0.0150,0.0000,0
15.220,5,0.000,0.000,0.0150,0.000,0.000,0.0150,0.0000,0
15.240,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
15.260,5,0.000,0.000,0.0150,0.000,0.000,0.0150,0.0000,0
15.280,5,0.000,0.000,0.0150,0.000,0.000,0.0150,0.0000,0
15.300,5,-0.000,-0.000,0.0150,-0.000,-0.000,0.0150,0.0000,0
15.320,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
15.340,5,0.000,0.000,0.0150,0.000,0.000,0.0150,0.0000,0
15.360,5,0.000,0.000,0.0150,0.000,0.000,0.0150,0.0000,0
15.380,5,0.000,-0.000,0.0150,0.000,-0.000,0.0150,0.0000,0
15.400,5,-0.000,-0.000,0.0150,-0.000,-0.000,0.0150,0.0000,0
15.420,5,0.000,0.000,0.0150,0.000,0.000,0.0150,0.0000,0
15.440,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
15.460,5,-0.000,-0.000,0.0150,-0.000,-0.000,0.0150,0.0000,0
15.480,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
15.500,5,-0.000,-0.000,0.0150,-0.000,-0.000,0.0150,0.0000,0
15.520,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
15.540,5,-0.000,-0.000,0.0150,-0.000,-0.000,0.0150,0.0000,0
15.560,5,0.000,-0.000,0.0150,0.000,-0.000,0.0150,0.0000,0
15.580,5,0.000,-0.000,0.0150,0.000,-0.000,0.0150,0.0000,0
15.600,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
15.620,5,0.000,0.000,0.0150,0.000,0.000,0.0150,0.0000,0
15.640,5,-0.000,-0.000,0.0150,-0.000,-0.000,0.0150,0.0000,0
15.660,5,-0.000,-0.000,0.0150,-0.000,-0.000,0.0150,0.0000,0
15.680,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
15.700,5,-0.000,-0.000,0.0150,-0.000,-0.000,0.0150,0.0000,0
15.720,5,0.000,0.000,0.0150,0.000,0.000,0.0150,0.0000,0
15.740,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
15.760,5,0.000,0.000,0.0150,0.000,0.000,0.0150,0.0000,0
15.780,5,0.000,-0.000,0.0150,0.000,-0.000,0.0150,0.0000,0
15.800,5,0.000,0.000,0.0150,0.000,0.000,0.0150,0.0000,0
15.820,5,-0.000,0.000,0.0150,-0.000,0.000,0.0150,0.0000,0
15.840,5,-0.002,0.010,0.0150,-0.002,0.010,0.0150,0.0000,0
15.860,5,-0.025,-0.049,0.0150,-0.025,-0.049,0.0150,0.0000,0
15.880,5,-0.010,-0.159,0.0151,-0.010,-0.159,0.0151,0.0000,0
15.900,5,0.073,-0.194,0.0152,0.073,-0.194,0.0152,0.0000,0
15.920,5,0.152,-0.168,0.0152,0.152,-0.168,0.0152,0.0000,0
15.940,5,0.218,-0.142,0.0152,0.218,-0.142,0.0152,0.0000,0
15.960,5,2.380,-4.057,0.0157,2.380,-4.057,0.0157,0.0000,0
15.980,5,-99.079,-63.334,0.1233,-99.079,-63.334,0.1233,0.0000,0
