time,cmd_roll,true_roll,eskf_roll,error,altitude
0.5750,0.000,-1.511,-0.022,-1.511,0.6471
0.5800,0.000,-1.553,-0.021,-1.553,0.6472
0.5850,0.000,-1.590,0.007,-1.590,0.6473
0.5900,0.000,-1.666,0.016,-1.666,0.6473
0.5950,0.000,-1.706,-0.017,-1.706,0.6473
0.6000,0.000,-1.656,-0.020,-1.656,0.6472
0.6050,0.000,-1.580,-0.011,-1.580,0.6471
0.6100,0.000,-1.485,0.020,-1.485,0.6470
0.6150,0.000,-1.430,0.026,-1.430,0.6469
0.6200,0.000,-1.368,0.043,-1.368,0.6466
0.6250,0.000,-1.321,-0.098,-1.321,0.6464
0.6300,0.000,-1.222,-0.104,-1.222,0.6461
0.6350,0.000,-1.085,-0.049,-1.085,0.6458
0.6400,0.000,-1.010,0.049,-1.010,0.6454
0.6450,0.000,-1.017,0.108,-1.017,0.6450
0.6500,0.000,-1.046,-0.044,-1.046,0.6445
0.6550,0.000,-1.099,-0.002,-1.099,0.6440
0.6600,0.000,-1.194,-0.010,-1.194,0.6435
0.6650,0.000,-1.268,-0.044,-1.268,0.6430
0.6700,0.000,-1.298,-0.131,-1.298,0.6425
0.6750,0.000,-1.241,-0.198,-1.241,0.6421
0.6800,0.000,-1.117,-0.227,-1.117,0.6417
0.6850,0.000,-1.005,-0.015,-1.005,0.6413
0.6900,0.000,-0.952,0.065,-0.952,0.6409
0.6950,0.000,-0.929,0.101,-0.929,0.6406
0.7000,0.000,-0.883,0.120,-0.883,0.6403
0.7050,0.000,-0.827,0.162,-0.827,0.6400
0.7100,0.000,-0.795,0.221,-0.795,0.6396
0.7150,0.000,-0.724,0.155,-0.724,0.6393
0.7200,0.000,-0.579,0.098,-0.579,0.6389
0.7250,0.000,-0.473,0.167,-0.473,0.6385
0.7300,0.000,-0.423,0.155,-0.423,0.6381
0.7350,0.000,-0.371,0.147,-0.371,0.6377
0.7400,0.000,-0.328,0.146,-0.328,0.6373
0.7450,0.000,-0.311,0.135,-0.311,0.6370
0.7500,0.000,-0.348,0.257,-0.348,0.6366
0.7550,0.000,-0.425,0.169,-0.425,0.6362
0.7600,0.000,-0.370,-0.019,-0.370,0.6359
0.7650,0.000,-0.325,-0.145,-0.325,0.6355
0.7700,0.000,-0.278,-0.294,-0.278,0.6351
0.7750,0.000,-0.276,-0.287,-0.276,0.6346
0.7800,0.000,-0.275,-0.229,-0.275,0.6341
0.7850,0.000,-0.280,-0.218,-0.280,0.6336
0.7900,0.000,-0.289,-0.157,-0.289,0.6330
0.7950,0.000,-0.358,-0.130,-0.358,0.6324
0.8000,0.000,-0.394,-0.166,-0.394,0.6317
0.8050,0.000,-0.324,-0.201,-0.324,0.6310
0.8100,0.000,-0.202,-0.154,-0.202,0.6302
0.8150,0.000,-0.165,-0.231,-0.165,0.6294
0.8200,0.000,-0.233,-0.207,-0.233,0.6285
0.8250,0.000,-0.318,-0.215,-0.318,0.6276
0.8300,0.000,-0.389,-0.252,-0.389,0.6267
0.8350,0.000,-0.450,-0.236,-0.450,0.6258
0.8400,0.000,-0.566,-0.214,-0.566,0.6250
0.8450,0.000,-0.714,-0.265,-0.714,0.6241
0.8500,0.000,-0.788,-0.394,-0.788,0.6233
0.8550,0.000,-0.736,-0.437,-0.736,0.6224
0.8600,0.000,-0.659,-0.431,-0.659,0.6216
0.8650,0.000,-0.583,-0.383,-0.583,0.6208
0.8700,0.000,-0.563,-0.358,-0.563,0.6200
0.8750,0.000,-0.524,-0.456,-0.524,0.6193
0.8800,0.000,-0.428,-0.396,-0.428,0.6185
0.8850,0.000,-0.380,-0.381,-0.380,0.6177
0.8900,0.000,-0.429,-0.349,-0.429,0.6169
0.8950,0.000,-0.445,-0.364,-0.445,0.6161
0.9000,0.000,-0.408,-0.308,-0.408,0.6152
0.9050,0.000,-0.420,-0.297,-0.420,0.6143
0.9100,0.000,-0.387,-0.394,-0.387,0.6133
0.9150,0.000,-0.290,-0.373,-0.290,0.6122
0.9200,0.000,-0.188,-0.321,-0.188,0.6111
0.9250,0.000,-0.105,-0.273,-0.105,0.6100
0.9300,0.000,-0.028,-0.214,-0.028,0.6088
0.9350,0.000,0.035,-0.187,0.035,0.6076
0.9400,0.000,0.109,-0.151,0.109,0.6063
0.9450,0.000,0.182,-0.121,0.182,0.6051
0.9500,0.000,0.274,-0.096,0.274,0.6038
0.9550,0.000,0.381,-0.077,0.381,0.6025
0.9600,0.000,0.486,0.009,0.486,0.6011
0.9650,0.000,0.543,0.177,0.543,0.5998
0.9700,0.000,0.562,0.238,0.562,0.5985
0.9750,0.000,0.566,0.405,0.566,0.5971
0.9800,0.000,0.593,0.412,0.593,0.5958
0.9850,0.000,0.604,0.416,0.604,0.5944
0.9900,0.000,0.645,0.395,0.645,0.5932
0.9950,0.000,0.712,0.368,0.712,0.5919
1.0000,0.000,0.786,0.421,0.786,0.5907
1.0050,0.942,0.790,0.497,-0.152,0.5896
1.0100,1.880,0.806,0.548,-1.074,0.5885
1.0150,2.811,0.823,0.495,-1.988,0.5874
1.0200,3.731,0.887,0.438,-2.843,0.5864
1.0250,4.636,0.999,0.395,-3.637,0.5854
1.0300,5.522,1.180,0.438,-4.342,0.5845
1.0350,6.387,1.428,0.569,-4.959,0.5837
1.0400,7.227,1.742,0.633,-5.485,0.5829
1.0450,8.038,2.104,0.880,-5.934,0.5822
1.0500,8.817,2.540,1.159,-6.277,0.5814
1.0550,9.562,3.098,1.508,-6.464,0.5807
1.0600,10.269,3.714,1.875,-6.555,0.5800
1.0650,10.935,4.387,2.273,-6.549,0.5793
1.0700,11.559,5.185,2.818,-6.373,0.5785
1.0750,12.136,6.044,3.449,-6.092,0.5777
1.0800,12.666,6.798,4.186,-5.868,0.5768
1.0850,13.146,7.449,4.856,-5.697,0.5759
1.0900,13.573,8.115,5.507,-5.459,0.5749
1.0950,13.948,8.744,6.143,-5.204,0.5739
1.1000,14.267,9.340,6.732,-4.926,0.5728
1.1050,14.530,9.930,7.460,-4.599,0.5718
1.1100,14.735,10.457,8.062,-4.279,0.5706
1.1150,14.883,10.876,8.578,-4.007,0.5694
1.1200,14.972,11.274,9.093,-3.698,0.5682
1.1250,15.001,11.625,9.514,-3.376,0.5670
1.1300,14.972,12.055,9.973,-2.917,0.5656
1.1350,14.883,12.473,10.380,-2.410,0.5643
1.1400,14.735,12.914,10.215,-1.821,0.5628
1.1450,14.530,13.367,10.648,-1.163,0.5613
1.1500,14.267,13.809,11.064,-0.458,0.5598
1.1550,13.948,14.208,11.459,0.260,0.5583
1.1600,13.573,14.540,11.834,0.967,0.5567
1.1650,13.146,14.832,12.132,1.687,0.5551
1.1700,12.666,15.058,12.606,2.392,0.5535
1.1750,12.136,15.118,12.900,2.982,0.5518
1.1800,11.559,15.036,12.804,3.477,0.5502
1.1850,10.935,14.904,12.786,3.968,0.5485
1.1900,10.269,14.887,12.469,4.618,0.5469
1.1950,9.562,14.851,12.252,5.288,0.5452
1.2000,8.817,14.731,12.185,5.914,0.5435
1.2050,8.038,14.524,11.305,6.486,0.5418
1.2100,7.227,14.278,11.143,7.051,0.5401
1.2150,6.387,14.022,10.972,7.635,0.5384
1.2200,5.522,13.731,10.753,8.209,0.5367
1.2250,4.636,13.399,10.479,8.764,0.5350
1.2300,3.731,12.995,10.106,9.265,0.5334
1.2350,2.811,12.523,11.043,9.712,0.5319
1.2400,1.880,12.023,10.352,10.142,0.5303
1.2450,0.942,11.463,9.808,10.522,0.5288
1.2500,-0.000,10.815,9.242,10.815,0.5274
1.2550,-0.942,10.150,8.658,11.092,0.5259
1.2600,-1.880,9.481,8.002,11.361,0.5244
1.2650,-2.811,8.881,7.270,11.692,0.5229
1.2700,-3.731,8.350,6.547,12.081,0.5215
1.2750,-4.636,7.798,5.680,12.433,0.5200
1.2800,-5.522,7.236,4.862,12.758,0.5185
1.2850,-6.387,6.635,4.250,13.022,0.5169
1.2900,-7.227,5.877,3.646,13.104,0.5154
1.2950,-8.038,4.976,2.938,13.014,0.5138
1.3000,-8.817,4.050,1.929,12.867,0.5123
1.3050,-9.562,3.173,1.057,12.735,0.5107
1.3100,-10.269,2.446,0.170,12.715,0.5092
1.3150,-10.935,1.751,-0.597,12.686,0.5076
1.3200,-11.559,0.982,-1.278,12.540,0.5060
1.3250,-12.136,0.210,-2.019,12.347,0.5045
1.3300,-12.666,-0.576,-2.781,12.090,0.5030
1.3350,-13.146,-1.334,-3.545,11.812,0.5015
1.3400,-13.573,-2.067,-4.210,11.506,0.5000
1.3450,-13.948,-2.778,-4.916,11.169,0.4986
1.3500,-14.267,-3.417,-5.619,10.850,0.4972
1.3550,-14.530,-3.984,-6.249,10.546,0.4958
1.3600,-14.735,-4.560,-6.742,10.176,0.4944
1.3650,-14.883,-5.105,-7.361,9.777,0.4931
1.3700,-14.972,-5.667,-7.963,9.304,0.4918
1.3750,-15.001,-6.237,-8.511,8.764,0.4905
1.3800,-14.972,-6.720,-9.071,8.251,0.4892
1.3850,-14.883,-7.097,-9.543,7.786,0.4879
1.3900,-14.735,-7.435,-9.668,7.300,0.4867
1.3950,-14.530,-7.778,-10.076,6.752,0.4856
1.4000,-14.267,-8.122,-10.078,6.145,0.4844
1.4050,-13.948,-8.474,-10.429,5.474,0.4833
1.4100,-13.573,-8.824,-10.786,4.749,0.4823
1.4150,-13.146,-9.127,-11.155,4.019,0.4813
1.4200,-12.666,-9.349,-11.447,3.316,0.4804
1.4250,-12.136,-9.539,-11.589,2.597,0.4796
1.4300,-11.559,-9.734,-13.014,1.825,0.4788
1.4350,-10.935,-9.901,-13.114,1.035,0.4781
1.4400,-10.269,-9.918,-13.251,0.351,0.4774
1.4450,-9.562,-9.658,-13.282,-0.096,0.4768
1.4500,-8.817,-9.203,-13.210,-0.386,0.4761
1.4550,-8.038,-8.733,-12.946,-0.695,0.4754
1.4600,-7.227,-8.265,-12.336,-1.039,0.4747
1.4650,-6.387,-7.860,-11.004,-1.473,0.4739
1.4700,-5.522,-7.563,-10.655,-2.041,0.4731
1.4750,-4.636,-7.317,-10.097,-2.681,0.4723
1.4800,-3.731,-7.022,-9.620,-3.292,0.4715
1.4850,-2.811,-6.661,-9.331,-3.850,0.4708
1.4900,-1.880,-6.186,-8.701,-4.306,0.4700
1.4950,-0.942,-5.620,-8.827,-4.678,0.4692
1.5000,0.000,-5.035,-8.163,-5.035,0.4685
1.5050,0.942,-4.385,-7.558,-5.327,0.4678
1.5100,1.880,-3.688,-7.016,-5.568,0.4670
1.5150,2.811,-3.015,-6.456,-5.826,0.4663
1.5200,3.731,-2.305,-5.847,-6.035,0.4655
1.5250,4.636,-1.611,-5.161,-6.247,0.4648
1.5300,5.522,-1.004,-3.894,-6.526,0.4640
1.5350,6.387,-0.417,-3.288,-6.805,0.4633
1.5400,7.227,0.206,-2.652,-7.021,0.4626
1.5450,8.038,0.876,-2.068,-7.162,0.4618
1.5500,8.817,1.636,-1.407,-7.181,0.4612
1.5550,9.562,2.418,-0.777,-7.144,0.4606
1.5600,10.269,3.294,-0.621,-6.975,0.4600
1.5650,10.935,4.342,0.059,-6.594,0.4595
1.5700,11.559,5.486,0.835,-6.073,0.4590
1.5750,12.136,6.637,1.641,-5.500,0.4585
1.5800,12.666,7.704,2.544,-4.962,0.4580
1.5850,13.146,8.578,3.364,-4.567,0.4575
1.5900,13.573,9.432,4.120,-4.141,0.4570
1.5950,13.948,10.302,4.874,-3.645,0.4565
1.6000,14.267,11.029,5.724,-3.238,0.4560
1.6050,14.530,11.549,6.432,-2.981,0.4554
1.6100,14.735,12.120,7.035,-2.615,0.4549
1.6150,14.883,12.770,7.599,-2.113,0.4542
1.6200,14.972,13.426,8.193,-1.546,0.4536
1.6250,15.001,13.979,8.635,-1.022,0.4529
1.6300,14.972,14.470,9.164,-0.502,0.4521
1.6350,14.883,14.933,9.710,0.050,0.4514
1.6400,14.735,15.329,10.051,0.594,0.4506
1.6450,14.530,15.717,10.491,1.187,0.4498
1.6500,14.267,16.074,10.872,1.807,0.4490
1.6550,13.948,16.405,11.242,2.458,0.4482
1.6600,13.573,16.720,11.337,3.146,0.4475
1.6650,13.146,17.075,11.532,3.929,0.4467
1.6700,12.666,17.443,11.773,4.777,0.4460
1.6750,12.136,17.718,12.010,5.582,0.4453
1.6800,11.559,17.856,12.100,6.298,0.4447
1.6850,10.935,17.820,12.281,6.884,0.4440
1.6900,10.269,17.676,12.723,7.407,0.4434
1.6950,9.562,17.464,12.686,7.902,0.4428
1.7000,8.817,17.230,12.558,8.412,0.4423
1.7050,8.038,17.029,12.279,8.991,0.4418
1.7100,7.227,16.941,12.070,9.714,0.4413
1.7150,6.387,16.782,11.920,10.395,0.4408
1.7200,5.522,16.473,11.755,10.951,0.4403
1.7250,4.636,16.032,11.703,11.397,0.4399
1.7300,3.731,15.508,11.239,11.777,0.4395
1.7350,2.811,14.982,10.758,12.171,0.4390
1.7400,1.880,14.484,10.148,12.604,0.4386
1.7450,0.942,13.914,9.662,12.972,0.4381
1.7500,-0.000,13.321,9.119,13.321,0.4377
1.7550,-0.942,12.668,7.741,13.610,0.4373
1.7600,-1.880,11.943,7.110,13.823,0.4368
1.7650,-2.811,11.234,6.429,14.045,0.4364
1.7700,-3.731,10.550,5.707,14.280,0.4360
1.7750,-4.636,9.813,4.963,14.448,0.4356
1.7800,-5.522,9.049,4.293,14.571,0.4353
1.7850,-6.387,8.276,3.632,14.663,0.4350
1.7900,-7.227,7.472,3.941,14.699,0.4348
1.7950,-8.038,6.598,3.191,14.636,0.4346
1.8000,-8.817,5.704,2.424,14.521,0.4344
1.8050,-9.562,4.767,1.544,14.329,0.4342
1.8100,-10.269,3.797,0.657,14.066,0.4340
1.8150,-10.935,2.925,-0.267,13.861,0.4337
1.8200,-11.559,2.162,-2.001,13.720,0.4335
1.8250,-12.136,1.486,-2.759,13.622,0.4332
1.8300,-12.666,0.839,-3.463,13.505,0.4330
1.8350,-13.146,0.220,-4.099,13.366,0.4327
1.8400,-13.573,-0.410,-4.712,13.164,0.4325
1.8450,-13.948,-1.019,-5.430,12.928,0.4324
1.8500,-14.267,-1.553,-6.102,12.714,0.4323
1.8550,-14.530,-2.037,-6.818,12.493,0.4323
1.8600,-14.735,-2.497,-7.381,12.238,0.4324
1.8650,-14.883,-2.988,-7.882,11.895,0.4325
1.8700,-14.972,-3.507,-8.235,11.464,0.4327
1.8750,-15.001,-4.055,-8.732,10.946,0.4329
1.8800,-14.972,-4.565,-9.290,10.407,0.4332
1.8850,-14.883,-4.996,-10.039,9.886,0.4335
1.8900,-14.735,-5.261,-10.516,9.474,0.4339
1.8950,-14.530,-5.421,-10.863,9.109,0.4343
1.9000,-14.267,-5.552,-11.115,8.715,0.4347
1.9050,-13.948,-5.744,-11.358,8.204,0.4352
1.9100,-13.573,-5.957,-11.546,7.617,0.4357
1.9150,-13.146,-6.153,-11.788,6.992,0.4362
1.9200,-12.666,-6.253,-11.998,6.413,0.4367
1.9250,-12.136,-6.228,-12.193,5.909,0.4373
1.9300,-11.559,-6.108,-12.317,5.450,0.4378
1.9350,-10.935,-5.937,-12.325,4.998,0.4384
1.9400,-10.269,-5.811,-12.115,4.458,0.4390
1.9450,-9.562,-5.625,-11.900,3.937,0.4395
1.9500,-8.817,-5.430,-11.258,3.387,0.4400
1.9550,-8.038,-5.305,-10.958,2.733,0.4406
1.9600,-7.227,-5.211,-10.675,2.016,0.4411
1.9650,-6.387,-5.084,-10.573,1.303,0.4416
1.9700,-5.522,-4.862,-10.390,0.660,0.4422
1.9750,-4.636,-4.582,-10.150,0.054,0.4427
1.9800,-3.731,-4.238,-9.899,-0.507,0.4433
1.9850,-2.811,-3.843,-10.110,-1.033,0.4439
1.9900,-1.880,-3.414,-9.718,-1.534,0.4446
1.9950,-0.942,-2.861,-9.323,-1.920,0.4452
2.0000,0.000,-2.196,-8.763,-2.196,0.4458
2.0050,0.942,-1.527,-7.975,-2.469,0.4464
2.0100,1.880,-0.892,-7.284,-2.772,0.4469
2.0150,2.811,-0.215,-5.939,-3.026,0.4474
2.0200,3.731,0.484,-5.237,-3.246,0.4478
2.0250,4.636,1.177,-4.556,-3.458,0.4482
2.0300,5.522,1.957,-3.849,-3.566,0.4486
2.0350,6.387,2.707,-3.105,-3.680,0.4490
2.0400,7.227,3.410,-2.371,-3.817,0.4494
2.0450,8.038,4.072,-1.661,-3.966,0.4498
2.0500,8.817,4.778,-1.114,-4.039,0.4502
2.0550,9.562,5.550,-0.450,-4.012,0.4506
2.0600,10.269,6.368,0.249,-3.901,0.4511
2.0650,10.935,7.189,0.974,-3.746,0.4515
2.0700,11.559,7.954,1.664,-3.604,0.4519
2.0750,12.136,8.640,2.353,-3.496,0.4524
2.0800,12.666,9.358,2.972,-3.307,0.4528
2.0850,13.146,10.041,3.674,-3.105,0.4533
2.0900,13.573,10.718,4.344,-2.856,0.4537
2.0950,13.948,11.397,5.048,-2.551,0.4541
2.1000,14.267,11.985,5.736,-2.282,0.4545
2.1050,14.530,12.515,6.403,-2.015,0.4548
2.1100,14.735,12.993,6.954,-1.742,0.4551
2.1150,14.883,13.479,7.549,-1.404,0.4553
2.1200,14.972,13.977,8.035,-0.995,0.4556
2.1250,15.001,14.529,8.545,-0.472,0.4558
2.1300,14.972,15.078,8.811,0.106,0.4559
2.1350,14.883,15.607,9.138,0.725,0.4561
2.1400,14.735,16.023,9.566,1.288,0.4561
2.1450,14.530,16.412,9.601,1.883,0.4562
2.1500,14.267,16.815,9.824,2.549,0.4563
2.1550,13.948,17.215,9.790,3.267,0.4563
2.1600,13.573,17.592,10.184,4.019,0.4564
2.1650,13.146,17.892,10.526,4.746,0.4564
2.1700,12.666,18.149,10.739,5.484,0.4565
2.1750,12.136,18.421,10.911,6.284,0.4567
2.1800,11.559,18.635,11.668,7.076,0.4568
2.1850,10.935,18.730,11.855,7.795,0.4569
2.1900,10.269,18.732,11.989,8.463,0.4571
2.1950,9.562,18.663,11.960,9.101,0.4572
2.2000,8.817,18.668,11.689,9.850,0.4574
2.2050,8.038,18.625,11.423,10.587,0.4575
2.2100,7.227,18.441,11.204,11.214,0.4576
2.2150,6.387,18.140,10.996,11.753,0.4576
2.2200,5.522,17.811,10.734,12.289,0.4576
2.2250,4.636,17.418,10.335,12.782,0.4576
2.2300,3.731,16.917,9.946,13.186,0.4575
2.2350,2.811,16.432,9.528,13.621,0.4574
2.2400,1.880,15.959,9.101,14.079,0.4573
2.2450,0.942,15.483,8.298,14.541,0.4571
2.2500,0.000,14.989,7.829,14.989,0.4568
2.2550,-0.942,14.518,7.278,15.459,0.4566
2.2600,-1.880,14.108,6.770,15.988,0.4563
2.2650,-2.811,13.639,6.274,16.450,0.4560
2.2700,-3.731,13.100,5.740,16.831,0.4558
2.2750,-4.636,12.514,5.247,17.150,0.4555
2.2800,-5.522,11.830,4.642,17.352,0.4553
2.2850,-6.387,11.139,3.973,17.526,0.4550
2.2900,-7.227,10.470,3.321,17.696,0.4548
2.2950,-8.038,9.784,2.630,17.822,0.4546
2.3000,-8.817,9.087,1.941,17.905,0.4543
2.3050,-9.562,8.373,1.256,17.935,0.4541
2.3100,-10.269,7.635,0.415,17.904,0.4539
2.3150,-10.935,6.938,-0.393,17.873,0.4537
2.3200,-11.559,6.266,-1.128,17.824,0.4536
2.3250,-12.136,5.539,-1.874,17.675,0.4535
2.3300,-12.666,4.776,-2.472,17.442,0.4534
2.3350,-13.146,3.873,-3.146,17.019,0.4533
2.3400,-13.573,2.947,-3.847,16.520,0.4533
2.3450,-13.948,2.039,-4.604,15.986,0.4533
2.3500,-14.267,1.205,-5.361,15.472,0.4533
2.3550,-14.530,0.443,-6.104,14.973,0.4534
2.3600,-14.735,-0.199,-6.862,14.536,0.4535
2.3650,-14.883,-0.689,-7.451,14.194,0.4536
2.3700,-14.972,-1.196,-7.979,13.775,0.4536
2.3750,-15.001,-1.704,-8.238,13.297,0.4538
2.3800,-14.972,-2.216,-8.662,12.755,0.4539
2.3850,-14.883,-2.736,-9.109,12.147,0.4541
2.3900,-14.735,-3.208,-9.378,11.527,0.4543
2.3950,-14.530,-3.616,-9.844,10.914,0.4545
2.4000,-14.267,-3.959,-10.249,10.308,0.4548
2.4050,-13.948,-4.227,-10.967,9.721,0.4552
2.4100,-13.573,-4.478,-11.280,9.096,0.4556
2.4150,-13.146,-4.623,-11.609,8.522,0.4561
2.4200,-12.666,-4.632,-11.715,8.033,0.4567
2.4250,-12.136,-4.581,-11.677,7.555,0.4572
2.4300,-11.559,-4.528,-11.590,7.030,0.4578
2.4350,-10.935,-4.494,-11.427,6.441,0.4585
2.4400,-10.269,-4.469,-12.023,5.800,0.4592
2.4450,-9.562,-4.422,-11.874,5.140,0.4598
2.4500,-8.817,-4.289,-11.749,4.528,0.4605
2.4550,-8.038,-4.003,-11.581,4.035,0.4611
2.4600,-7.227,-3.641,-11.327,3.585,0.4617
2.4650,-6.387,-3.354,-11.050,3.033,0.4622
2.4700,-5.522,-3.084,-8.568,2.438,0.4627
2.4750,-4.636,-2.768,-8.307,1.868,0.4631
2.4800,-3.731,-2.430,-8.004,1.301,0.4635
2.4850,-2.811,-2.077,-7.649,0.734,0.4640
2.4900,-1.880,-1.711,-7.295,0.169,0.4644
2.4950,-0.942,-1.358,-6.915,-0.416,0.4649
2.5000,0.000,-1.039,-6.584,-1.039,0.4654
