time,cmd_roll,true_roll,eskf_roll,error,altitude
0.5400,0.000,-3.173,-0.193,-3.173,0.4249
0.5450,0.000,-3.146,-0.257,-3.146,0.4242
0.5500,0.000,-3.053,-0.281,-3.053,0.4235
0.5550,0.000,-2.934,-0.212,-2.934,0.4229
0.5600,0.000,-2.855,-0.130,-2.855,0.4222
0.5650,0.000,-2.853,0.122,-2.853,0.4216
0.5700,0.000,-2.922,0.301,-2.922,0.4209
0.5750,0.000,-3.006,0.308,-3.006,0.4203
0.5800,0.000,-3.065,0.285,-3.065,0.4197
0.5850,0.000,-3.113,0.221,-3.113,0.4191
0.5900,0.000,-3.204,0.213,-3.204,0.4185
0.5950,0.000,-3.255,0.167,-3.255,0.4179
0.6000,0.000,-3.200,0.155,-3.200,0.4173
0.6050,0.000,-3.115,0.105,-3.115,0.4167
0.6100,0.000,-3.005,0.132,-3.005,0.4161
0.6150,0.000,-2.910,0.139,-2.910,0.4156
0.6200,0.000,-2.802,0.184,-2.802,0.4150
0.6250,0.000,-2.722,0.203,-2.722,0.4144
0.6300,0.000,-2.597,0.218,-2.597,0.4139
0.6350,0.000,-2.441,0.296,-2.441,0.4133
0.6400,0.000,-2.368,0.410,-2.368,0.4128
0.6450,0.000,-2.403,0.468,-2.403,0.4123
0.6500,0.000,-2.474,0.271,-2.474,0.4117
0.6550,0.000,-2.569,0.292,-2.569,0.4112
0.6600,0.000,-2.705,0.207,-2.705,0.4107
0.6650,0.000,-2.818,0.003,-2.818,0.4102
0.6700,0.000,-2.877,-0.115,-2.877,0.4098
0.6750,0.000,-2.838,-0.218,-2.838,0.4094
0.6800,0.000,-2.719,-0.241,-2.719,0.4090
0.6850,0.000,-2.603,-0.024,-2.603,0.4088
0.6900,0.000,-2.545,0.066,-2.545,0.4085
0.6950,0.000,-2.514,0.099,-2.514,0.4083
0.7000,0.000,-2.462,0.117,-2.462,0.4082
0.7050,0.000,-2.397,0.161,-2.397,0.4080
0.7100,0.000,-2.336,0.172,-2.336,0.4079
0.7150,0.000,-2.224,0.066,-2.224,0.4078
0.7200,0.000,-2.034,0.101,-2.034,0.4077
0.7250,0.000,-1.879,0.189,-1.879,0.4076
0.7300,0.000,-1.788,0.189,-1.788,0.4076
0.7350,0.000,-1.707,0.211,-1.707,0.4075
0.7400,0.000,-1.646,0.234,-1.646,0.4075
0.7450,0.000,-1.631,0.270,-1.631,0.4075
0.7500,0.000,-1.684,0.422,-1.684,0.4075
0.7550,0.000,-1.783,0.346,-1.783,0.4076
0.7600,0.000,-1.748,0.297,-1.748,0.4077
0.7650,0.000,-1.721,0.257,-1.721,0.4077
0.7700,0.000,-1.700,0.262,-1.700,0.4078
0.7750,0.000,-1.745,0.235,-1.745,0.4079
0.7800,0.000,-1.801,0.268,-1.801,0.4080
0.7850,0.000,-1.865,0.235,-1.865,0.4080
0.7900,0.000,-1.931,0.257,-1.931,0.4081
0.7950,0.000,-2.064,0.233,-2.064,0.4081
0.8000,0.000,-2.155,0.135,-2.155,0.4081
0.8050,0.000,-2.119,0.046,-2.119,0.4081
0.8100,0.000,-2.016,0.056,-2.016,0.4081
0.8150,0.000,-2.004,-0.104,-2.004,0.4081
0.8200,0.000,-2.103,-0.167,-2.103,0.4080
0.8250,0.000,-2.209,-0.203,-2.209,0.4080
0.8300,0.000,-2.288,-0.263,-2.288,0.4079
0.8350,0.000,-2.348,-0.252,-2.348,0.4079
0.8400,0.000,-2.465,-0.231,-2.465,0.4079
0.8450,0.000,-2.609,-0.268,-2.609,0.4079
0.8500,0.000,-2.680,-0.390,-2.680,0.4080
0.8550,0.000,-2.621,-0.450,-2.621,0.4081
0.8600,0.000,-2.538,-0.458,-2.538,0.4082
0.8650,0.000,-2.465,-0.401,-2.465,0.4084
0.8700,0.000,-2.457,-0.378,-2.457,0.4085
0.8750,0.000,-2.440,-0.445,-2.440,0.4087
0.8800,0.000,-2.376,-0.372,-2.376,0.4089
0.8850,0.000,-2.367,-0.337,-2.367,0.4091
0.8900,0.000,-2.460,-0.356,-2.460,0.4093
0.8950,0.000,-2.519,-0.415,-2.519,0.4094
0.9000,0.000,-2.516,-0.391,-2.516,0.4096
0.9050,0.000,-2.558,-0.411,-2.558,0.4096
0.9100,0.000,-2.546,-0.539,-2.546,0.4097
0.9150,0.000,-2.454,-0.537,-2.454,0.4097
0.9200,0.000,-2.346,-0.495,-2.346,0.4097
0.9250,0.000,-2.249,-0.450,-2.249,0.4096
0.9300,0.000,-2.154,-0.388,-2.154,0.4095
0.9350,0.000,-2.077,-0.357,-2.077,0.4094
0.9400,0.000,-1.994,-0.316,-1.994,0.4093
0.9450,0.000,-1.918,-0.275,-1.918,0.4092
0.9500,0.000,-1.825,-0.240,-1.825,0.4090
0.9550,0.000,-1.716,-0.209,-1.716,0.4089
0.9600,0.000,-1.607,-0.005,-1.607,0.4087
0.9650,0.000,-1.548,0.098,-1.548,0.4086
0.9700,0.000,-1.525,0.152,-1.525,0.4084
0.9750,0.000,-1.515,0.218,-1.515,0.4082
0.9800,0.000,-1.474,0.247,-1.474,0.4081
0.9850,0.000,-1.450,0.259,-1.450,0.4079
0.9900,0.000,-1.395,0.248,-1.395,0.4079
0.9950,0.000,-1.316,0.232,-1.316,0.4078
1.0000,0.000,-1.233,0.295,-1.233,0.4078
1.0050,1.412,-1.228,0.372,-2.640,0.4078
1.0100,2.811,-1.204,0.433,-4.015,0.4079
1.0150,4.185,-1.162,0.395,-5.347,0.4080
1.0200,5.522,-1.047,0.366,-6.569,0.4082
1.0250,6.810,-0.854,0.368,-7.665,0.4084
1.0300,8.038,-0.559,0.479,-8.597,0.4087
1.0350,9.194,-0.166,0.707,-9.361,0.4090
1.0400,10.269,0.316,0.951,-9.953,0.4094
1.0450,11.252,0.867,1.344,-10.385,0.4098
1.0500,12.136,1.499,1.789,-10.637,0.4102
1.0550,12.912,2.259,2.314,-10.653,0.4107
1.0600,13.573,3.079,2.898,-10.494,0.4111
1.0650,14.114,3.933,3.498,-10.181,0.4116
1.0700,14.530,4.870,4.202,-9.660,0.4120
1.0750,14.816,5.832,4.986,-8.985,0.4123
1.0800,14.972,6.657,5.840,-8.315,0.4126
1.0850,14.994,7.349,6.598,-7.645,0.4129
1.0900,14.883,8.022,7.309,-6.861,0.4132
1.0950,14.640,8.623,7.973,-6.016,0.4134
1.1000,14.267,9.153,8.553,-5.114,0.4136
1.1050,13.767,9.629,9.246,-4.139,0.4137
1.1100,13.146,9.987,9.755,-3.158,0.4138
1.1150,12.407,10.185,10.128,-2.222,0.4139
1.1200,11.559,10.302,10.456,-1.257,0.4139
1.1250,10.607,10.314,10.635,-0.294,0.4138
1.1300,9.562,10.355,10.782,0.793,0.4138
1.1350,8.432,10.337,10.814,1.905,0.4136
1.1400,7.227,10.296,10.259,3.069,0.4135
1.1450,5.958,10.223,10.245,4.265,0.4132
1.1500,4.636,10.091,10.162,5.455,0.4130
1.1550,3.272,9.865,10.021,6.593,0.4127
1.1600,1.880,9.523,9.808,7.643,0.4123
1.1650,0.471,9.099,9.485,8.628,0.4120
1.1700,-0.942,8.581,9.316,9.523,0.4116
1.1750,-2.347,7.875,8.920,10.222,0.4112
1.1800,-3.731,7.011,8.353,10.741,0.4108
1.1850,-5.081,6.088,7.596,11.170,0.4104
1.1900,-6.387,5.282,6.757,11.669,0.4100
1.1950,-7.636,4.481,5.930,12.117,0.4095
1.2000,-8.817,3.616,5.123,12.433,0.4091
1.2050,-9.920,2.696,3.757,12.616,0.4086
1.2100,-10.935,1.776,2.848,12.711,0.4081
1.2150,-11.853,0.894,1.987,12.748,0.4076
1.2200,-12.666,0.030,1.130,12.696,0.4071
1.2250,-13.366,-0.822,0.258,12.544,0.4067
1.2300,-13.948,-1.678,-0.662,12.270,0.4063
1.2350,-14.405,-2.537,-1.027,11.868,0.4059
1.2400,-14.735,-3.366,-1.943,11.370,0.4056
1.2450,-14.935,-4.199,-2.803,10.736,0.4053
1.2500,-15.001,-5.080,-3.697,9.921,0.4050
1.2550,-14.935,-5.933,-4.556,9.001,0.4047
1.2600,-14.735,-6.725,-5.430,8.010,0.4044
1.2650,-14.405,-7.359,-6.310,7.047,0.4041
1.2700,-13.948,-7.821,-7.045,6.127,0.4038
1.2750,-13.366,-8.196,-7.623,5.171,0.4035
1.2800,-12.666,-8.472,-7.985,4.193,0.4032
1.2850,-11.853,-8.697,-8.391,3.156,0.4029
1.2900,-10.935,-8.996,-8.701,1.939,0.4025
1.2950,-9.920,-9.345,-9.007,0.576,0.4021
1.3000,-8.817,-9.626,-8.958,-0.809,0.4018
1.3050,-7.636,-9.776,-9.166,-2.140,0.4014
1.3100,-6.387,-9.698,-9.383,-3.311,0.4009
1.3150,-5.081,-9.492,-9.373,-4.410,0.4005
1.3200,-3.731,-9.258,-8.966,-5.527,0.4001
1.3250,-2.347,-8.936,-8.607,-6.589,0.3997
1.3300,-0.942,-8.556,-8.353,-7.614,0.3994
1.3350,0.471,-8.086,-8.110,-8.557,0.3990
1.3400,1.880,-7.522,-7.634,-9.402,0.3987
1.3450,3.272,-6.877,-7.008,-10.149,0.3984
1.3500,4.636,-6.125,-6.366,-10.760,0.3980
1.3550,5.958,-5.278,-5.600,-11.236,0.3977
1.3600,7.227,-4.413,-4.853,-11.640,0.3975
1.3650,8.432,-3.485,-4.090,-11.917,0.3972
1.3700,9.562,-2.560,-3.255,-12.122,0.3969
1.3750,10.607,-1.681,-2.415,-12.289,0.3967
1.3800,11.559,-0.770,-1.601,-12.329,0.3965
1.3850,12.407,0.186,-0.727,-12.221,0.3963
1.3900,13.146,1.111,0.182,-12.034,0.3961
1.3950,13.767,1.977,1.070,-11.791,0.3960
1.4000,14.267,2.795,2.083,-11.472,0.3958
1.4050,14.640,3.578,2.937,-11.062,0.3958
1.4100,14.883,4.326,3.745,-10.557,0.3957
1.4150,14.994,5.063,4.496,-9.931,0.3957
1.4200,14.972,5.808,5.266,-9.164,0.3958
1.4250,14.816,6.487,6.112,-8.329,0.3959
1.4300,14.530,7.050,7.412,-7.479,0.3961
1.4350,14.114,7.489,8.088,-6.625,0.3963
1.4400,13.573,7.893,8.531,-5.680,0.3966
1.4450,12.912,8.412,8.947,-4.500,0.3968
1.4500,12.136,8.978,9.377,-3.158,0.3971
1.4550,11.253,9.431,9.539,-1.822,0.3973
1.4600,10.269,9.755,9.858,-0.514,0.3975
1.4650,9.194,9.894,9.548,0.700,0.3976
1.4700,8.038,9.841,9.742,1.803,0.3977
1.4750,6.810,9.646,9.668,2.835,0.3977
1.4800,5.522,9.394,9.558,3.872,0.3978
1.4850,4.185,9.109,9.376,4.924,0.3979
1.4900,2.811,8.840,9.076,6.029,0.3979
1.4950,1.412,8.560,8.832,7.149,0.3980
1.5000,-0.000,8.149,8.425,8.149,0.3981
1.5050,-1.412,7.633,7.841,9.045,0.3981
1.5100,-2.811,7.026,7.321,9.837,0.3982
1.5150,-4.185,6.306,6.703,10.491,0.3983
1.5200,-5.522,5.564,6.026,11.086,0.3983
1.5250,-6.810,4.751,5.347,11.561,0.3983
1.5300,-8.038,3.800,4.235,11.838,0.3983
1.5350,-9.194,2.809,3.346,12.004,0.3984
1.5400,-10.269,1.861,2.374,12.130,0.3984
1.5450,-11.252,0.974,1.324,12.227,0.3985
1.5500,-12.136,0.181,0.409,12.317,0.3986
1.5550,-12.912,-0.593,-0.503,12.319,0.3987
1.5600,-13.573,-1.277,-1.241,12.296,0.3989
1.5650,-14.114,-1.831,-2.130,12.283,0.3992
1.5700,-14.530,-2.317,-2.945,12.213,0.3994
1.5750,-14.816,-2.789,-3.710,12.028,0.3997
1.5800,-14.972,-3.305,-4.389,11.666,0.4000
1.5850,-14.994,-3.958,-5.100,11.035,0.4003
1.5900,-14.883,-4.570,-5.863,10.313,0.4006
1.5950,-14.640,-5.084,-6.580,9.556,0.4009
1.6000,-14.267,-5.642,-7.141,8.625,0.4011
1.6050,-13.767,-6.297,-7.762,7.471,0.4014
1.6100,-13.146,-6.790,-8.394,6.356,0.4016
1.6150,-12.407,-7.086,-8.936,5.322,0.4018
1.6200,-11.559,-7.247,-9.329,4.312,0.4020
1.6250,-10.607,-7.390,-9.369,3.217,0.4021
1.6300,-9.562,-7.475,-9.622,2.087,0.4022
1.6350,-8.432,-7.454,-9.736,0.977,0.4023
1.6400,-7.227,-7.371,-9.479,-0.144,0.4024
1.6450,-5.958,-7.181,-9.355,-1.224,0.4025
1.6500,-4.636,-6.915,-9.161,-2.279,0.4026
1.6550,-3.272,-6.558,-8.974,-3.285,0.4027
1.6600,-1.880,-6.091,-8.585,-4.211,0.4028
1.6650,-0.471,-5.461,-8.308,-4.990,0.4030
1.6700,0.942,-4.697,-7.883,-5.639,0.4032
1.6750,2.347,-3.922,-7.265,-6.269,0.4034
1.6800,3.731,-3.184,-6.415,-6.915,0.4037
1.6850,5.081,-2.527,-5.705,-7.609,0.4040
1.6900,6.387,-1.886,-5.347,-8.273,0.4043
1.6950,7.636,-1.209,-4.676,-8.845,0.4047
1.7000,8.817,-0.431,-3.984,-9.248,0.4051
1.7050,9.920,0.487,-3.328,-9.434,0.4055
1.7100,10.935,1.594,-2.509,-9.341,0.4059
1.7150,11.853,2.671,-1.559,-9.182,0.4064
1.7200,12.666,3.641,-0.562,-9.025,0.4068
1.7250,13.366,4.518,0.248,-8.848,0.4073
1.7300,13.948,5.354,1.154,-8.594,0.4077
1.7350,14.405,6.223,1.995,-8.182,0.4082
1.7400,14.735,7.153,2.896,-7.582,0.4086
1.7450,14.935,8.023,3.796,-6.911,0.4091
1.7500,15.001,8.856,4.675,-6.146,0.4095
1.7550,14.935,9.596,5.358,-5.339,0.4099
1.7600,14.735,10.222,6.080,-4.514,0.4102
1.7650,14.405,10.810,6.542,-3.595,0.4106
1.7700,13.948,11.368,7.213,-2.580,0.4110
1.7750,13.366,11.814,7.835,-1.552,0.4113
1.7800,12.666,12.156,8.220,-0.510,0.4117
1.7850,11.853,12.432,8.690,0.579,0.4122
1.7900,10.935,12.629,9.731,1.694,0.4127
1.7950,9.920,12.703,10.018,2.782,0.4131
1.8000,8.817,12.664,10.193,3.846,0.4136
1.8050,7.636,12.480,10.234,4.843,0.4141
1.8100,6.387,12.154,9.887,5.767,0.4145
1.8150,5.081,11.821,9.627,6.739,0.4149
1.8200,3.731,11.497,7.979,7.766,0.4153
1.8250,2.347,11.166,7.723,8.820,0.4157
1.8300,0.942,10.787,7.412,9.845,0.4160
1.8350,-0.471,10.361,7.114,10.832,0.4164
1.8400,-1.880,9.848,6.758,11.728,0.4168
1.8450,-3.272,9.284,6.223,12.557,0.4172
1.8500,-4.636,8.727,5.662,13.363,0.4177
1.8550,-5.958,8.145,5.691,14.103,0.4182
1.8600,-7.227,7.472,4.779,14.699,0.4188
1.8650,-8.432,6.679,4.014,15.111,0.4195
1.8700,-9.562,5.789,3.198,15.351,0.4201
1.8750,-10.607,4.843,2.321,15.450,0.4208
1.8800,-11.559,3.917,1.400,15.476,0.4216
1.8850,-12.407,3.035,0.553,15.442,0.4223
1.8900,-13.146,2.268,-0.391,15.414,0.4231
1.8950,-13.767,1.555,-1.302,15.322,0.4239
1.9000,-14.267,0.807,-2.100,15.074,0.4248
1.9050,-14.640,-0.048,-2.916,14.592,0.4256
1.9100,-14.883,-0.943,-3.749,13.939,0.4265
1.9150,-14.994,-1.806,-4.615,13.187,0.4273
1.9200,-14.972,-2.557,-5.364,12.414,0.4282
1.9250,-14.816,-3.176,-6.184,11.641,0.4291
1.9300,-14.530,-3.690,-6.925,10.840,0.4300
1.9350,-14.114,-4.147,-7.559,9.967,0.4309
1.9400,-13.573,-4.626,-8.060,8.948,0.4318
1.9450,-12.912,-5.019,-8.467,7.893,0.4326
1.9500,-12.136,-5.365,-8.704,6.771,0.4334
1.9550,-11.253,-5.726,-8.930,5.527,0.4342
1.9600,-10.269,-6.049,-9.271,4.220,0.4350
1.9650,-9.194,-6.274,-9.631,2.920,0.4358
1.9700,-8.038,-6.347,-9.888,1.691,0.4366
1.9750,-6.810,-6.308,-9.932,0.503,0.4374
1.9800,-5.522,-6.163,-9.960,-0.641,0.4383
1.9850,-4.185,-5.918,-10.194,-1.733,0.4391
1.9900,-2.811,-5.589,-9.883,-2.779,0.4400
1.9950,-1.412,-5.097,-9.626,-3.685,0.4408
2.0000,0.000,-4.457,-9.144,-4.457,0.4417
2.0050,1.412,-3.772,-8.490,-5.184,0.4425
2.0100,2.811,-3.077,-7.824,-5.888,0.4433
2.0150,4.185,-2.301,-6.665,-6.486,0.4440
2.0200,5.522,-1.470,-5.907,-6.993,0.4446
2.0250,6.810,-0.614,-5.108,-7.424,0.4453
2.0300,8.038,0.357,-4.267,-7.681,0.4459
2.0350,9.194,1.319,-3.360,-7.876,0.4465
2.0400,10.269,2.241,-2.445,-8.028,0.4472
2.0450,11.252,3.121,-1.547,-8.132,0.4478
2.0500,12.136,4.032,-0.761,-8.104,0.4484
2.0550,12.912,4.982,0.095,-7.931,0.4490
2.0600,13.573,5.953,0.972,-7.620,0.4497
2.0650,14.114,6.912,1.854,-7.203,0.4503
2.0700,14.530,7.811,2.720,-6.719,0.4510
2.0750,14.816,8.638,3.545,-6.178,0.4517
2.0800,14.972,9.496,4.358,-5.475,0.4523
2.0850,14.994,10.296,5.193,-4.697,0.4530
2.0900,14.883,11.045,5.975,-3.838,0.4536
2.0950,14.640,11.736,6.754,-2.903,0.4542
2.1000,14.267,12.274,7.472,-1.993,0.4548
2.1050,13.767,12.694,8.111,-1.073,0.4553
2.1100,13.146,13.007,8.533,-0.139,0.4558
2.1150,12.407,13.269,8.985,0.862,0.4563
2.1200,11.559,13.494,9.264,1.936,0.4567
2.1250,10.607,13.723,9.547,3.116,0.4571
2.1300,9.562,13.895,9.495,4.333,0.4574
2.1350,8.432,13.994,9.568,5.562,0.4578
2.1400,7.227,13.922,9.556,6.695,0.4581
2.1450,5.958,13.772,9.011,7.815,0.4583
2.1500,4.636,13.593,8.707,8.958,0.4586
2.1550,3.272,13.374,8.347,10.102,0.4588
2.1600,1.880,13.094,8.152,11.214,0.4591
2.1650,0.471,12.697,7.866,12.226,0.4593
2.1700,-0.942,12.228,7.415,13.170,0.4596
2.1750,-2.347,11.750,6.896,14.097,0.4599
2.1800,-3.731,11.196,6.918,14.927,0.4603
2.1850,-5.081,10.509,6.363,15.590,0.4606
2.1900,-6.387,9.729,5.740,16.117,0.4610
2.1950,-7.636,8.901,4.956,16.538,0.4613
2.2000,-8.817,8.179,4.095,16.997,0.4617
2.2050,-9.920,7.449,3.306,17.369,0.4620
2.2100,-10.935,6.619,2.554,17.554,0.4623
2.2150,-11.853,5.721,1.660,17.574,0.4625
2.2200,-12.666,4.842,0.849,17.508,0.4627
2.2250,-13.366,3.934,0.018,17.300,0.4629
2.2300,-13.948,2.959,-0.866,16.907,0.4630
2.2350,-14.405,2.036,-1.785,16.442,0.4631
2.2400,-14.735,1.159,-2.681,15.894,0.4631
2.2450,-14.935,0.329,-3.630,15.263,0.4631
2.2500,-15.001,-0.452,-4.477,14.549,0.4630
2.2550,-14.935,-1.137,-5.343,13.797,0.4630
2.2600,-14.735,-1.675,-6.099,13.060,0.4629
2.2650,-14.405,-2.174,-6.764,12.231,0.4628
2.2700,-13.948,-2.640,-7.361,11.307,0.4627
2.2750,-13.366,-3.050,-7.898,10.316,0.4627
2.2800,-12.666,-3.449,-8.367,9.217,0.4626
2.2850,-11.853,-3.746,-8.676,8.107,0.4626
2.2900,-10.935,-3.931,-8.960,7.004,0.4626
2.2950,-9.920,-4.046,-9.090,5.874,0.4626
2.3000,-8.817,-4.080,-9.264,4.738,0.4626
2.3050,-7.636,-4.036,-9.350,3.600,0.4627
2.3100,-6.387,-3.921,-9.362,2.466,0.4627
2.3150,-5.081,-3.674,-9.394,1.407,0.4628
2.3200,-3.731,-3.317,-9.261,0.413,0.4629
2.3250,-2.347,-2.934,-9.053,-0.588,0.4631
2.3300,-0.942,-2.515,-8.615,-1.573,0.4633
2.3350,0.471,-2.176,-8.177,-2.648,0.4635
2.3400,1.880,-1.808,-7.917,-3.688,0.4637
2.3450,3.272,-1.340,-7.424,-4.613,0.4640
2.3500,4.636,-0.718,-6.858,-5.354,0.4643
2.3550,5.958,0.016,-6.216,-5.942,0.4646
2.3600,7.227,0.856,-5.530,-6.370,0.4650
2.3650,8.432,1.808,-4.691,-6.623,0.4653
2.3700,9.562,2.702,-3.803,-6.860,0.4656
2.3750,10.607,3.553,-2.654,-7.055,0.4659
2.3800,11.559,4.360,-1.746,-7.199,0.4662
2.3850,12.407,5.127,-0.919,-7.280,0.4666
2.3900,13.146,5.919,-0.103,-7.226,0.4669
2.3950,13.767,6.758,0.721,-7.009,0.4673
2.4000,14.267,7.638,1.575,-6.628,0.4677
2.4050,14.640,8.562,2.358,-6.078,0.4682
2.4100,14.883,9.460,3.250,-5.423,0.4687
2.4150,14.994,10.407,4.091,-4.587,0.4692
2.4200,14.972,11.382,4.962,-3.589,0.4697
2.4250,14.816,12.280,5.821,-2.537,0.4702
2.4300,14.530,13.040,6.657,-1.489,0.4707
2.4350,14.114,13.656,7.479,-0.458,0.4713
2.4400,13.573,14.129,7.938,0.555,0.4718
2.4450,12.912,14.458,8.518,1.546,0.4723
2.4500,12.136,14.715,8.908,2.579,0.4727
2.4550,11.253,14.979,9.287,3.726,0.4731
2.4600,10.269,15.200,9.636,4.931,0.4734
2.4650,9.194,15.252,9.887,6.057,0.4736
2.4700,8.038,15.175,8.700,7.137,0.4738
2.4750,6.810,15.041,8.711,8.231,0.4738
2.4800,5.522,14.861,8.666,9.339,0.4739
2.4850,4.185,14.622,8.557,10.437,0.4739
2.4900,2.811,14.353,8.366,11.542,0.4739
