time,phase,true_roll,true_pitch,true_alt,est_roll,est_pitch,est_alt,thrust,gust
2.560,2,0.731,3.964,0.1432,-0.043,-0.479,0.1650,0.3836,1
2.580,2,0.566,4.320,0.1502,-0.067,-0.462,0.1697,0.4198,1
2.600,2,0.751,4.704,0.1571,-0.442,1.352,0.1590,0.5322,1
2.620,2,1.298,5.184,0.1640,0.057,1.646,0.1560,0.5283,1
2.640,2,1.821,5.067,0.1713,0.527,1.258,0.1801,0.3836,1
2.660,2,1.809,4.597,0.1790,0.818,1.216,0.1919,0.3801,1
2.680,2,0.985,4.460,0.1867,0.405,1.000,0.2027,0.3885,1
2.700,2,0.777,4.307,0.1941,-0.021,0.653,0.2260,0.3184,1
2.720,2,0.719,4.273,0.2013,-0.072,0.485,0.2430,0.3174,1
2.740,2,0.540,3.967,0.2078,-0.143,0.374,0.2442,0.4001,1
2.760,2,0.984,3.980,0.2139,-0.096,0.171,0.2524,0.4024,1
2.780,2,1.135,4.168,0.2199,0.085,0.573,0.2581,0.4108,1
2.800,2,0.945,3.979,0.2258,0.018,0.922,0.2528,0.4778,0
2.820,2,0.347,3.821,0.2317,-0.121,0.906,0.2537,0.4735,0
2.840,2,0.213,3.643,0.2380,-0.681,0.666,0.2755,0.3694,0
2.860,2,0.049,3.671,0.2442,-1.153,0.402,0.2689,0.4802,0
2.880,2,0.917,3.883,0.2501,-0.767,0.503,0.2691,0.4817,0
2.900,2,1.294,4.280,0.2560,-0.389,0.781,0.2895,0.3729,0
2.920,2,1.334,4.075,0.2620,-0.296,0.805,0.3006,0.3658,0
2.940,2,1.524,4.201,0.2679,-0.155,0.821,0.2962,0.4367,0
2.960,2,1.413,4.005,0.2738,-0.123,0.644,0.2929,0.4777,0
2.980,2,1.565,3.557,0.2798,-0.168,0.412,0.2935,0.4742,0
3.000,2,1.445,3.556,0.2863,-0.115,0.150,0.2989,0.4460,0
3.020,2,1.673,3.621,0.2934,-0.037,-0.059,0.3029,0.4392,0
3.040,2,1.643,3.590,0.3008,-0.005,-0.176,0.2995,0.4692,0
3.060,2,1.660,3.607,0.3087,-0.143,-0.194,0.3270,0.3167,0
3.080,2,2.111,3.595,0.3167,-0.126,-0.334,0.3437,0.3037,0
3.100,2,1.657,3.682,0.3240,0.018,-0.374,0.3481,0.3701,0
3.120,2,1.167,3.419,0.3306,0.015,-0.249,0.3498,0.4279,0
3.140,2,0.862,2.939,0.3369,0.104,-0.574,0.3540,0.4308,0
3.160,2,0.612,3.113,0.3428,0.031,-0.876,0.3605,0.4176,0
3.180,2,0.739,3.453,0.3488,-0.209,-0.768,0.3658,0.4133,0
3.200,2,0.609,3.684,0.3549,-0.069,-0.379,0.3738,0.3993,0
3.220,2,0.127,3.574,0.3609,-0.414,-0.096,0.3861,0.3668,0
3.240,2,0.003,3.344,0.3668,-0.502,-0.154,0.3960,0.3591,0
3.260,2,0.675,3.201,0.3724,-0.436,-0.281,0.4038,0.3714,0
3.280,2,0.580,3.182,0.3776,-0.237,-0.332,0.4124,0.3729,0
3.300,2,0.667,3.289,0.3826,-0.392,-0.224,0.3945,0.4845,0
3.320,2,0.884,3.349,0.3878,-0.422,-0.277,0.3914,0.4817,0
3.340,2,1.350,3.455,0.3934,-0.209,-0.196,0.3900,0.4766,0
3.360,2,1.862,3.452,0.3993,-0.291,0.149,0.4419,0.2233,0
3.380,2,2.248,3.111,0.4044,0.365,0.011,0.4229,0.4961,0
3.400,2,1.761,3.125,0.4086,0.284,0.032,0.4182,0.5079,0
3.420,2,1.623,3.299,0.4128,-0.061,-0.155,0.4379,0.3784,0
3.440,2,1.643,2.678,0.4172,0.022,-0.153,0.4454,0.3729,0
3.460,2,1.459,2.829,0.4216,0.038,-0.102,0.4415,0.4225,0
3.480,2,1.229,2.422,0.4260,-0.304,0.020,0.4428,0.4306,0
3.500,3,0.902,1.969,0.4305,-0.196,-0.035,0.4451,0.4264,0
3.520,3,0.232,1.797,0.4350,-0.293,-0.014,0.4417,0.4540,0
3.540,3,0.677,1.842,0.4399,-0.345,-0.166,0.4416,0.4579,0
3.560,3,0.499,1.499,0.4450,-0.315,-0.165,0.4718,0.3327,0
3.580,3,0.738,1.465,0.4498,-0.205,-0.270,0.4593,0.4674,0
3.600,3,0.591,1.404,0.4542,-0.313,-0.168,0.4574,0.4696,0
3.620,3,0.640,1.525,0.4589,-0.479,-0.007,0.4702,0.3965,0
3.640,3,1.246,1.677,0.4638,-0.321,-0.069,0.5029,0.2202,0
3.660,3,1.514,1.808,0.4683,-0.063,0.309,0.5248,0.2129,0
3.680,3,1.518,1.765,0.4717,0.109,0.642,0.5037,0.4458,0
3.700,3,1.518,1.708,0.4741,0.050,0.612,0.5020,0.4550,0
3.720,3,1.234,1.039,0.4764,0.122,0.278,0.4566,0.6130,0
3.740,3,1.130,0.785,0.4797,-0.151,0.035,0.4903,0.3223,0
3.760,3,0.708,0.733,0.4838,-0.387,0.176,0.5033,0.3064,0
3.780,3,0.799,0.597,0.4876,-0.569,-0.021,0.4964,0.4115,0
3.800,3,1.055,0.337,0.4911,-0.279,0.068,0.4991,0.4171,0
3.820,3,1.059,-0.160,0.4944,-0.360,-0.155,0.4947,0.4455,0
3.840,3,1.228,-0.531,0.4978,-0.175,-0.370,0.5223,0.2885,0
3.860,3,1.359,0.014,0.5009,-0.176,-0.058,0.5371,0.2820,0
3.880,3,1.716,-0.276,0.5029,-0.079,-0.059,0.5525,0.2868,0
3.900,3,1.814,-0.245,0.5037,-0.198,0.600,0.5189,0.5942,0
3.920,3,2.452,-0.478,0.5037,0.251,0.565,0.5021,0.6110,0
3.940,3,2.226,-0.826,0.5041,0.483,0.031,0.5467,0.2783,0
3.960,3,1.904,-0.684,0.5045,0.251,0.316,0.5619,0.2701,0
3.980,3,1.850,-1.249,0.5041,0.286,0.431,0.5379,0.4512,0
4.000,3,1.611,-1.435,0.5033,0.181,0.205,0.5449,0.3952,1
4.020,3,1.802,-1.904,0.5024,0.297,-0.088,0.5480,0.3958,1
4.040,3,1.662,-1.720,0.5016,0.528,-0.096,0.5163,0.5626,1
4.060,3,1.483,-1.580,0.5012,0.281,-0.230,0.5040,0.5567,1
4.080,3,0.988,-1.078,0.5017,0.123,0.012,0.5298,0.3863,1
4.100,3,0.942,-0.667,0.5023,-0.151,0.322,0.5343,0.3893,1
4.120,3,0.846,-0.837,0.5028,0.068,0.766,0.5387,0.3883,1
4.140,3,0.854,-0.791,0.5031,0.045,0.871,0.5190,0.5026,1
4.160,3,1.305,-0.873,0.5038,0.276,0.635,0.5211,0.4431,1
4.180,3,1.544,-1.299,0.5049,0.451,0.396,0.5208,0.4409,1
4.200,3,1.160,-1.211,0.5065,0.381,0.288,0.5142,0.4713,1
4.220,3,0.893,-1.193,0.5084,0.089,0.303,0.5117,0.4643,1
4.240,3,1.454,-1.156,0.5106,0.637,0.394,0.5459,0.3050,1
4.260,3,1.064,-1.463,0.5126,0.904,0.810,0.5135,0.5741,1
4.280,3,1.049,-1.757,0.5143,0.914,0.754,0.5000,0.5812,1
4.300,3,0.656,-1.963,0.5166,0.743,0.634,0.4993,0.5091,1
4.320,3,0.553,-2.000,0.5197,0.544,0.580,0.4937,0.5017,1
4.340,3,0.850,-2.219,0.5234,0.378,0.104,0.5405,0.2804,1
4.360,3,0.922,-2.511,0.5268,0.754,-0.507,0.5393,0.3803,1
4.380,3,0.688,-2.382,0.5293,0.396,-0.552,0.5448,0.3822,1
4.400,3,0.767,-1.931,0.5314,0.415,-0.233,0.5453,0.4044,1
4.420,3,0.920,-1.736,0.5331,0.326,-0.155,0.5537,0.3708,1
4.440,3,0.830,-1.511,0.5344,0.023,0.064,0.5598,0.3695,1
4.460,3,0.839,-1.384,0.5355,0.094,0.141,0.5600,0.4014,1
4.480,3,0.595,-1.898,0.5362,0.189,-0.287,0.5626,0.4046,1
4.500,3,-0.060,-1.564,0.5367,-0.120,-0.150,0.5519,0.4632,0
4.520,3,-0.260,-1.796,0.5372,-0.111,-0.343,0.5636,0.3756,0
4.540,3,-0.718,-1.198,0.5378,-0.477,-0.377,0.5690,0.3726,0
4.560,3,-0.504,-1.516,0.5382,-0.698,-0.234,0.5529,0.4796,0
4.580,3,-0.343,-1.742,0.5386,-0.686,-0.375,0.5480,0.4823,0
4.600,3,-0.514,-1.913,0.5394,-0.598,-0.511,0.5328,0.5207,0
4.620,3,-0.797,-1.558,0.5408,-0.736,-0.384,0.5607,0.3157,0
4.640,3,-0.606,-1.672,0.5425,-0.483,-0.206,0.5727,0.3065,0
4.660,3,-0.677,-1.385,0.5438,-0.261,-0.224,0.5615,0.4153,0
4.680,3,-0.779,-1.335,0.5448,-0.302,-0.102,0.5998,0.1879,0
4.700,3,-0.740,-1.680,0.5455,-0.360,-0.298,0.6227,0.1868,0
4.720,3,-0.375,-1.426,0.5449,-0.107,-0.411,0.5778,0.5511,0
4.740,3,-0.605,-1.025,0.5436,-0.021,-0.130,0.5643,0.5627,0
4.760,3,-0.918,-1.211,0.5426,-0.220,-0.236,0.5877,0.3918,0
4.780,3,-1.056,-1.503,0.5417,-0.235,-0.669,0.5754,0.4810,0
4.800,3,-1.089,-1.561,0.5409,-0.481,-0.732,0.5696,0.4843,0
4.820,3,-1.291,-1.111,0.5407,-0.439,-0.559,0.5632,0.4801,0
4.840,3,-0.942,-0.891,0.5409,-0.493,-0.201,0.5583,0.4778,0
4.860,3,-0.684,-0.796,0.5417,-0.080,-0.120,0.5360,0.5462,0
4.880,3,-1.616,-0.590,0.5433,-0.040,-0.570,0.5847,0.2063,0
4.900,3,-1.399,-0.196,0.5448,-0.194,-0.373,0.6070,0.1966,0
4.920,3,-1.195,-0.145,0.5448,-0.168,-0.135,0.5951,0.3700,0
4.940,3,-1.290,-0.208,0.5436,-0.264,0.068,0.5674,0.5840,0
4.960,3,-0.896,-0.486,0.5420,-0.338,-0.223,0.5512,0.5919,0
4.980,3,-0.613,-0.573,0.5410,0.364,-0.601,0.5513,0.4968,0
5.000,3,-0.380,-0.290,0.5409,0.376,-0.683,0.5455,0.4909,0
5.020,3,-1.071,-0.523,0.5414,0.140,-0.630,0.5709,0.3468,0
5.040,3,-1.352,0.216,0.5418,0.258,-0.097,0.5518,0.5149,0
5.060,3,-2.383,0.841,0.5419,-0.341,0.511,0.5434,0.5260,0
5.080,3,-2.334,1.122,0.5422,-0.787,0.571,0.5633,0.3853,0
5.100,3,-2.116,0.625,0.5428,-0.453,0.383,0.5680,0.3851,0
5.120,3,-1.951,0.360,0.5434,-0.285,0.059,0.5862,0.3273,0
5.140,3,-1.529,0.715,0.5435,0.036,0.302,0.5495,0.5904,0
5.160,3,-1.393,0.390,0.5437,0.152,0.302,0.5340,0.5930,0
5.180,3,-1.158,-0.020,0.5447,0.317,-0.025,0.5643,0.3711,0
5.200,3,-1.093,0.091,0.5461,0.373,-0.182,0.5544,0.4739,0
5.220,3,-1.424,0.165,0.5477,0.062,0.450,0.5507,0.4735,0
5.240,3,-1.604,-0.278,0.5496,0.095,0.385,0.5796,0.3008,0
5.260,3,-2.223,-0.330,0.5515,-0.111,0.061,0.5927,0.2914,0
5.280,3,-2.950,-0.885,0.5527,-0.651,-0.674,0.5608,0.4952,0
5.300,3,-2.758,-0.937,0.5539,-1.201,-1.019,0.5559,0.4806,0
5.320,3,-1.877,-0.597,0.5555,-0.806,-0.836,0.5519,0.4709,0
5.340,3,-2.048,-0.516,0.5577,-0.415,-0.251,0.5972,0.2243,0
5.360,3,-2.242,-0.700,0.5595,-0.298,-0.286,0.6171,0.2209,0
5.380,3,-2.339,-0.445,0.5600,-0.395,-0.531,0.5848,0.4510,0
5.400,3,-1.977,-0.141,0.5601,-0.089,-0.410,0.5736,0.4963,0
5.420,3,-1.919,0.085,0.5604,-0.013,-0.101,0.5670,0.4886,0
5.440,3,-1.852,0.262,0.5611,0.096,-0.188,0.5926,0.3333,0
5.460,3,-2.254,0.221,0.5617,0.043,-0.098,0.5829,0.4511,0
5.480,3,-2.262,0.396,0.5619,0.188,0.018,0.5800,0.4545,0
5.500,3,-2.379,0.404,0.5623,0.139,-0.142,0.5838,0.4158,0
5.520,3,-2.403,0.323,0.5628,-0.107,-0.088,0.5847,0.4138,0
5.540,3,-2.328,-0.235,0.5635,-0.113,-0.190,0.5503,0.5676,0
5.560,3,-2.591,-0.262,0.5650,-0.068,-0.176,0.5571,0.4374,0
5.580,3,-2.910,-0.202,0.5673,-0.230,-0.154,0.5575,0.4228,0
5.600,3,-3.076,-0.054,0.5699,-0.508,0.064,0.5853,0.2867,0
5.620,3,-2.455,-0.330,0.5722,-0.245,-0.132,0.5992,0.2844,0
5.640,3,-2.103,-0.349,0.5736,0.075,-0.119,0.5974,0.3573,0
5.660,3,-2.227,-0.451,0.5745,0.220,-0.114,0.5950,0.4104,0
5.680,3,-2.447,-0.353,0.5750,0.045,-0.021,0.5956,0.4145,0
5.700,3,-1.659,-0.450,0.5754,-0.011,0.133,0.5877,0.4527,0
5.720,3,-1.683,-0.059,0.5760,0.219,0.147,0.6008,0.3457,0
5.740,3,-1.637,-0.088,0.5767,0.301,0.496,0.6082,0.3391,0
5.760,3,-2.095,-0.182,0.5770,0.439,0.530,0.6067,0.3872,0
5.780,3,-2.061,-0.288,0.5770,0.388,0.519,0.6092,0.3888,0
5.800,3,-2.240,-0.275,0.5766,0.230,0.386,0.6124,0.3859,0
5.820,3,-2.176,-0.535,0.5759,0.124,0.145,0.6090,0.4224,0
5.840,3,-1.848,-0.859,0.5750,0.070,-0.047,0.6074,0.4329,0
5.860,3,-1.497,-1.220,0.5740,0.327,-0.171,0.6012,0.4487,0
5.880,3,-1.375,-1.301,0.5732,0.208,-0.270,0.5978,0.4494,0
5.900,3,-0.734,-1.507,0.5725,0.203,-0.323,0.5951,0.4453,0
5.920,3,-0.698,-1.529,0.5721,0.364,-0.227,0.5953,0.4245,0
5.940,3,-0.902,-1.361,0.5720,0.322,0.064,0.5945,0.4262,0
5.960,3,-1.207,-1.051,0.5721,0.241,0.198,0.5948,0.4226,0
5.980,3,-1.175,-0.851,0.5726,0.102,0.094,0.5916,0.4389,0
6.000,3,-1.240,-0.611,0.5732,-0.225,0.084,0.5895,0.4394,0
6.020,3,-0.677,-0.279,0.5742,0.042,0.298,0.6223,0.2581,0
6.040,3,-0.492,-0.068,0.5748,0.348,0.203,0.6372,0.2586,0
6.060,3,-0.663,-0.067,0.5746,0.301,0.243,0.6011,0.4950,0
6.080,3,-0.368,-0.392,0.5743,0.348,-0.101,0.6005,0.4469,0
6.100,3,-0.574,0.155,0.5745,0.491,-0.129,0.5973,0.4432,0
6.120,3,-0.624,0.390,0.5751,0.212,-0.276,0.5859,0.4830,0
6.140,3,-0.401,0.643,0.5762,0.223,-0.177,0.5796,0.4802,0
6.160,3,-0.278,0.870,0.5777,0.295,0.340,0.6243,0.2655,0
6.180,3,-0.421,0.700,0.5785,0.237,0.400,0.5785,0.6056,0
6.200,3,-0.347,1.156,0.5789,0.331,0.343,0.5594,0.6130,0
6.220,3,-0.509,1.475,0.5799,0.399,0.644,0.5781,0.4334,0
6.240,3,-1.161,1.402,0.5812,0.053,0.579,0.5840,0.3859,0
6.260,3,-1.181,1.175,0.5827,-0.196,0.285,0.5877,0.3787,0
6.280,3,-1.352,0.680,0.5841,-0.406,-0.082,0.5819,0.4321,0
6.300,3,-1.516,0.892,0.5852,-0.678,-0.289,0.5805,0.4345,0
6.320,3,-1.104,1.023,0.5864,-0.575,-0.459,0.5720,0.4674,0
6.340,3,-0.550,1.465,0.5878,-0.200,-0.400,0.5737,0.4306,0
6.360,3,-0.698,1.839,0.5896,0.155,-0.154,0.5731,0.4254,0
6.380,3,-1.136,1.593,0.5916,0.059,0.195,0.6061,0.2620,0
6.400,3,-1.106,1.503,0.5930,-0.005,0.089,0.6209,0.2608,0
6.420,3,-0.882,1.827,0.5935,0.057,0.282,0.6108,0.3754,0
6.440,3,-0.136,1.197,0.5932,0.203,0.176,0.6317,0.2841,0
6.460,3,-0.198,1.024,0.5924,0.352,-0.031,0.6430,0.2878,0
6.480,3,-0.276,1.011,0.5906,0.221,-0.052,0.6200,0.4501,0
6.500,3,-0.255,1.149,0.5884,0.228,-0.142,0.6234,0.3940,1
6.520,3,-0.648,1.186,0.5864,0.372,0.258,0.6242,0.3871,1
6.540,3,-1.414,0.855,0.5845,0.150,0.111,0.6271,0.3740,1
6.560,3,-1.545,0.974,0.5826,0.127,-0.214,0.6295,0.3745,1
6.580,3,-1.911,1.178,0.5807,0.040,-0.290,0.5992,0.5239,1
6.600,3,-2.919,0.949,0.5794,-0.344,-0.280,0.6039,0.4234,1
6.620,3,-3.176,0.828,0.5785,-0.782,-0.445,0.6021,0.4267,1
6.640,3,-2.784,0.754,0.5778,-0.457,-0.202,0.5784,0.5336,1
6.660,3,-2.580,0.726,0.5776,-0.231,-0.133,0.5665,0.5346,1
6.680,3,-2.853,0.752,0.5781,-0.405,-0.248,0.5833,0.4066,1
6.700,3,-2.843,1.190,0.5789,-0.569,-0.235,0.6044,0.2935,0
6.720,3,-2.571,1.058,0.5796,-0.614,-0.308,0.6159,0.2898,0
6.740,3,-2.535,1.423,0.5796,-0.535,-0.062,0.5922,0.4595,0
6.760,3,-2.679,1.575,0.5793,-0.479,0.116,0.5819,0.4908,0
6.780,3,-2.620,1.517,0.5790,-0.411,0.028,0.5743,0.4851,0
6.800,3,-2.484,1.410,0.5791,-0.331,0.621,0.6251,0.1812,0
6.820,3,-2.650,1.242,0.5788,-0.176,0.517,0.6470,0.1735,0
6.840,3,-2.754,1.239,0.5770,0.022,0.175,0.6138,0.4282,0
6.860,3,-2.811,1.320,0.5745,-0.025,-0.148,0.5875,0.5690,0
6.880,3,-2.507,1.517,0.5722,-0.125,-0.085,0.5710,0.5782,0
6.900,3,-3.248,1.290,0.5706,-0.034,-0.057,0.5739,0.4788,0
6.920,3,-3.813,1.236,0.5697,-0.908,-0.054,0.5677,0.4775,0
6.940,3,-3.353,0.667,0.5692,-0.920,-0.173,0.5633,0.4701,0
6.960,3,-2.924,0.780,0.5694,-0.390,-0.280,0.5695,0.4046,0
6.980,3,-2.551,0.537,0.5699,-0.301,-0.326,0.5712,0.3953,0
7.000,3,-2.186,0.626,0.5705,-0.130,-0.438,0.5881,0.3250,0
7.020,3,-2.200,0.563,0.5707,-0.084,-0.848,0.5875,0.3873,0
7.040,3,-2.368,0.904,0.5702,0.117,-0.582,0.5896,0.3887,0
7.060,3,-2.605,0.940,0.5693,-0.025,-0.465,0.5778,0.4596,0
7.080,3,-2.449,1.156,0.5684,-0.048,-0.401,0.5730,0.4598,0
7.100,3,-2.175,1.267,0.5676,0.242,-0.274,0.5905,0.3628,0
7.120,3,-2.316,1.153,0.5667,0.339,-0.095,0.5992,0.3422,0
7.140,3,-2.145,1.054,0.5652,0.286,-0.204,0.6051,0.3459,0
7.160,3,-2.213,0.944,0.5634,0.067,-0.076,0.5575,0.6090,0
7.180,3,-2.684,1.282,0.5618,-0.388,0.195,0.5382,0.6103,0
7.200,3,-2.347,1.350,0.5610,-0.341,0.353,0.5536,0.4543,0
7.220,3,-1.760,1.064,0.5606,0.426,0.370,0.5851,0.2580,0
7.240,3,-1.893,1.015,0.5601,0.387,0.374,0.6002,0.2580,0
7.260,3,-1.871,1.228,0.5586,0.167,0.480,0.5913,0.3800,0
7.280,3,-1.754,1.183,0.5564,0.242,0.444,0.5951,0.3772,0
7.300,3,-1.520,0.936,0.5538,0.237,0.419,0.5975,0.3834,0
7.320,3,-1.569,0.813,0.5510,0.457,0.598,0.5601,0.5912,0
7.340,3,-1.547,0.717,0.5485,0.413,0.594,0.5423,0.5964,0
7.360,3,-1.695,0.455,0.5468,0.674,0.288,0.5990,0.2608,0
7.380,3,-1.685,0.565,0.5449,0.858,0.177,0.5843,0.4397,0
7.400,3,-2.138,0.660,0.5422,0.579,-0.020,0.5805,0.4477,0
7.420,3,-2.246,1.262,0.5395,0.415,0.298,0.5629,0.5134,0
7.440,3,-1.348,1.077,0.5372,0.913,0.622,0.5529,0.5133,0
7.460,3,-0.986,0.545,0.5356,1.308,0.118,0.5386,0.5285,0
7.480,3,-1.501,0.487,0.5348,1.432,0.107,0.5660,0.3131,0
7.500,3,-2.194,0.611,0.5345,0.997,0.022,0.5764,0.3088,0
7.520,3,-2.279,0.543,0.5339,0.544,0.019,0.5713,0.3883,0
7.540,3,-2.498,0.161,0.5330,0.258,-0.257,0.5449,0.5718,0
7.560,3,-2.313,0.254,0.5321,0.032,-0.305,0.5296,0.5753,0
7.580,3,-1.791,0.612,0.5321,0.167,-0.155,0.5551,0.3588,0
7.600,3,-1.633,0.280,0.5325,0.357,-0.417,0.5614,0.3526,0
7.620,3,-1.398,0.395,0.5329,0.256,-0.620,0.5498,0.4349,0
7.640,3,-1.232,0.520,0.5331,0.323,-0.583,0.5521,0.4134,0
7.660,3,-1.067,0.869,0.5334,-0.035,-0.291,0.5526,0.4137,0
7.680,3,-0.485,0.816,0.5335,0.293,-0.141,0.5323,0.5174,0
7.700,3,-0.903,0.939,0.5339,0.315,-0.149,0.5234,0.5111,0
7.720,3,-1.317,1.014,0.5349,0.037,-0.132,0.5360,0.4135,0
7.740,3,-1.285,1.111,0.5361,0.070,0.068,0.5440,0.3744,0
7.760,3,-1.405,0.979,0.5376,-0.051,0.094,0.5490,0.3686,0
7.780,3,-1.347,1.095,0.5388,-0.196,0.007,0.5834,0.2343,0
7.800,3,-1.108,0.996,0.5392,-0.240,0.309,0.5584,0.5103,0
7.820,3,-0.742,0.971,0.5386,-0.211,0.283,0.5481,0.5243,0
7.840,3,-0.255,0.738,0.5381,0.198,-0.083,0.5433,0.4909,0
7.860,3,-0.693,1.102,0.5381,0.289,-0.344,0.5364,0.4860,0
7.880,3,-1.211,1.169,0.5388,0.224,0.042,0.5514,0.3839,0
7.900,3,-1.106,1.076,0.5397,0.063,-0.036,0.5554,0.3797,0
7.920,3,-0.923,1.334,0.5406,-0.106,0.090,0.5590,0.3782,0
7.940,3,-0.855,1.162,0.5413,-0.236,0.075,0.5589,0.4001,0
7.960,3,-0.379,1.138,0.5418,-0.321,0.052,0.5600,0.4043,0
7.980,3,0.170,1.284,0.5422,-0.178,0.095,0.5586,0.4182,0
8.000,3,0.549,1.153,0.5424,0.335,-0.033,0.5564,0.4286,0
8.020,3,0.995,1.634,0.5426,0.319,0.191,0.5549,0.4284,0
8.040,3,1.072,2.085,0.5429,0.484,0.696,0.5671,0.3634,0
8.060,3,0.459,1.973,0.5429,-0.028,0.744,0.5580,0.4525,0
8.080,3,0.430,1.932,0.5427,-0.372,0.793,0.5538,0.4564,0
8.100,3,0.924,2.132,0.5427,-0.251,0.724,0.5612,0.3938,0
8.120,3,1.109,1.827,0.5428,-0.062,0.560,0.5633,0.3873,0
8.140,3,1.344,1.709,0.5430,-0.234,0.622,0.5356,0.5224,0
8.160,3,1.781,1.860,0.5437,-0.100,0.653,0.5526,0.3569,0
8.180,3,2.171,1.604,0.5450,-0.180,0.586,0.5586,0.3526,0
8.200,3,2.395,1.229,0.5463,-0.246,0.287,0.5479,0.4378,0
8.220,3,2.597,0.735,0.5476,0.015,0.122,0.5456,0.4363,0
8.240,3,2.290,0.598,0.5490,0.006,-0.052,0.5668,0.3370,0
8.260,3,1.924,0.601,0.5501,0.131,-0.280,0.5742,0.3399,0
8.280,3,1.881,0.736,0.5506,0.126,-0.419,0.5806,0.3419,0
8.300,3,1.726,0.958,0.5505,0.413,-0.308,0.5887,0.3388,0
8.320,3,1.601,0.832,0.5497,0.187,-0.287,0.5589,0.5694,0
8.340,3,2.143,0.262,0.5485,0.520,-0.751,0.5424,0.5800,0
8.360,3,2.364,0.105,0.5478,1.237,-0.507,0.5659,0.3624,0
8.380,3,1.958,0.428,0.5475,1.426,-0.272,0.5707,0.3552,0
8.400,3,1.839,0.975,0.5471,0.908,-0.165,0.5407,0.5097,0
8.420,3,1.764,1.030,0.5468,1.080,0.177,0.5702,0.2812,0
8.440,3,1.129,1.042,0.5466,0.725,0.027,0.5828,0.2781,0
8.460,3,1.060,0.859,0.5457,0.360,-0.158,0.5722,0.4012,0
8.480,3,0.616,0.857,0.5442,0.092,-0.031,0.5723,0.4015,0
8.500,3,0.994,1.105,0.5425,-0.210,0.060,0.5595,0.4525,1
8.520,3,1.113,1.125,0.5410,-0.208,0.033,0.5576,0.4362,1
8.540,3,1.106,0.714,0.5395,0.099,0.098,0.5547,0.4377,1
8.560,3,0.968,0.762,0.5383,0.183,-0.211,0.5339,0.5233,1
8.580,3,0.705,1.002,0.5377,0.043,-0.253,0.5533,0.3305,1
8.600,3,0.421,0.620,0.5377,-0.196,-0.187,0.5615,0.3291,1
8.620,3,0.407,0.636,0.5374,-0.338,-0.189,0.5563,0.4050,1
8.640,3,0.939,0.837,0.5368,-0.287,-0.207,0.5564,0.4099,1
8.660,3,1.006,0.861,0.5359,-0.093,-0.268,0.5482,0.4432,1
8.680,3,0.686,0.640,0.5350,-0.216,-0.170,0.5493,0.4166,1
8.700,3,1.334,0.747,0.5340,-0.039,-0.196,0.5487,0.4180,1
8.720,3,1.727,1.069,0.5329,0.688,-0.175,0.5572,0.3777,1
8.740,3,1.418,1.239,0.5316,0.542,0.086,0.5599,0.3828,1
8.760,3,1.303,1.317,0.5299,0.187,0.143,0.5569,0.4070,1
8.780,3,0.990,1.584,0.5281,0.102,-0.028,0.5914,0.2157,1
