time,phase,true_roll,true_pitch,true_alt,est_roll,est_pitch,est_alt,thrust,gust
8.800,3,0.923,1.412,0.5257,0.039,-0.016,0.6094,0.2146,1
8.820,3,0.769,1.101,0.5219,0.091,0.002,0.5412,0.6130,1
8.840,3,0.521,1.116,0.5180,0.112,0.078,0.5439,0.4599,1
8.860,3,0.145,1.301,0.5148,0.220,-0.017,0.5395,0.4512,1
8.880,3,0.049,1.499,0.5122,0.246,0.162,0.5392,0.4286,1
8.900,3,-0.147,1.811,0.5100,0.124,0.320,0.5379,0.4248,1
8.920,3,-0.069,1.227,0.5081,0.004,0.100,0.5147,0.5234,1
8.940,3,-0.360,0.696,0.5070,0.151,-0.268,0.5376,0.3262,1
8.960,3,-0.590,0.948,0.5063,0.194,-0.410,0.5467,0.3221,1
8.980,3,-0.608,1.077,0.5055,-0.061,-0.243,0.5127,0.5387,1
9.000,3,-0.463,0.964,0.5049,0.045,0.035,0.5010,0.5424,1
9.020,3,-0.363,0.578,0.5049,-0.029,0.071,0.5314,0.3630,1
9.040,3,-0.190,0.294,0.5052,0.115,0.226,0.5167,0.4749,1
9.060,3,-0.296,0.440,0.5056,0.075,0.181,0.5115,0.4707,1
9.080,3,-0.396,0.481,0.5065,-0.041,0.092,0.5146,0.4274,1
9.100,3,-0.434,0.060,0.5078,-0.232,0.003,0.5089,0.4596,1
9.120,3,-0.349,0.189,0.5093,-0.163,0.075,0.5053,0.4624,1
9.140,3,-0.210,0.607,0.5110,-0.267,0.347,0.5367,0.2790,1
9.160,3,-0.374,0.630,0.5126,-0.343,0.376,0.5503,0.2790,1
9.180,3,-0.452,1.005,0.5135,-0.313,0.211,0.5190,0.4850,1
9.200,3,-0.224,1.389,0.5142,-0.087,0.553,0.5318,0.3720,1
9.220,3,-0.117,0.824,0.5152,-0.021,0.644,0.5363,0.3713,1
9.240,3,0.068,0.810,0.5159,0.042,0.149,0.5228,0.4603,1
9.260,3,-0.062,0.585,0.5165,0.308,0.161,0.5189,0.4557,1
9.280,3,-0.190,0.465,0.5174,0.110,-0.007,0.5200,0.4328,1
9.300,3,-0.294,0.758,0.5185,-0.069,0.157,0.5114,0.4715,1
9.320,3,-0.196,0.587,0.5199,0.039,0.167,0.5066,0.4703,1
9.340,3,-0.490,0.325,0.5216,-0.157,0.071,0.5393,0.2913,1
9.360,3,-0.205,0.513,0.5230,-0.212,0.178,0.5463,0.3310,1
9.380,3,-0.023,0.509,0.5235,0.050,0.182,0.5541,0.3322,1
9.400,3,-0.362,0.658,0.5234,0.067,0.294,0.5436,0.4302,1
9.420,3,-0.459,0.801,0.5229,-0.013,0.249,0.5413,0.4342,1
9.440,3,0.121,0.989,0.5225,0.042,0.306,0.5313,0.4640,1
9.460,3,0.276,0.870,0.5223,0.252,0.193,0.5426,0.3628,1
9.480,3,0.262,0.601,0.5223,0.130,0.172,0.5475,0.3620,1
9.500,3,0.248,0.422,0.5220,-0.030,0.048,0.5530,0.3599,1
9.520,3,-0.136,0.379,0.5213,-0.256,-0.012,0.5575,0.3591,1
9.540,3,-0.136,0.420,0.5201,-0.448,0.027,0.5295,0.5008,1
9.560,3,0.282,0.395,0.5189,-0.492,0.131,0.5291,0.4536,1
9.580,3,0.513,0.485,0.5181,-0.403,0.019,0.5253,0.4501,1
9.600,3,0.533,0.511,0.5176,-0.372,-0.200,0.5143,0.4832,1
9.620,3,0.763,0.685,0.5175,-0.319,0.100,0.5266,0.3625,1
9.640,3,0.757,0.551,0.5178,-0.131,-0.014,0.5322,0.3576,1
9.660,3,0.674,0.513,0.5178,-0.331,-0.126,0.5179,0.4666,1
9.680,3,1.056,0.450,0.5177,-0.332,-0.197,0.5132,0.4640,1
9.700,3,1.507,0.580,0.5177,-0.322,-0.052,0.5346,0.3471,1
9.720,3,1.346,0.464,0.5176,-0.358,-0.054,0.5424,0.3418,1
9.740,3,1.702,0.332,0.5170,-0.186,-0.053,0.5490,0.3458,1
9.760,3,1.755,0.075,0.5158,-0.151,-0.091,0.5476,0.3885,1
9.780,3,1.891,0.403,0.5142,-0.151,-0.035,0.5491,0.3937,1
9.800,3,1.865,0.797,0.5124,-0.191,0.319,0.5560,0.3691,1
9.820,3,1.697,0.990,0.5103,-0.060,0.503,0.5324,0.5208,1
9.840,3,1.152,0.988,0.5082,-0.070,0.749,0.5211,0.5259,1
9.860,3,0.764,0.324,0.5065,-0.614,0.421,0.5278,0.4374,1
9.880,3,0.617,0.742,0.5053,-0.994,0.457,0.5141,0.5065,1
9.900,3,0.884,0.953,0.5045,-0.654,0.837,0.5052,0.5068,1
9.920,3,1.366,1.263,0.5040,-0.802,0.648,0.5418,0.2670,1
9.940,3,1.452,1.210,0.5033,-0.279,0.566,0.5562,0.2624,1
9.960,3,1.132,0.895,0.5017,0.032,0.545,0.5207,0.4923,1
9.980,3,1.371,0.727,0.5000,-0.002,0.114,0.5185,0.4564,1
10.000,3,1.300,1.181,0.4987,-0.351,-0.015,0.5148,0.4496,0
10.020,3,1.429,1.087,0.4976,-0.632,0.073,0.5064,0.4711,0
10.040,3,1.315,1.266,0.4969,-0.754,-0.082,0.5013,0.4733,0
10.060,3,1.735,1.288,0.4964,-0.408,-0.209,0.5047,0.4408,0
10.080,3,1.815,1.054,0.4964,-0.238,-0.240,0.5244,0.3198,0
10.100,3,1.913,1.754,0.4964,-0.318,0.017,0.5341,0.3159,0
10.120,3,2.193,1.485,0.4958,-0.262,0.416,0.5116,0.4727,0
10.140,3,2.434,1.034,0.4952,-0.146,0.286,0.5163,0.4033,0
10.160,3,2.696,1.056,0.4949,-0.116,0.120,0.5181,0.3959,0
10.180,3,3.126,0.725,0.4947,0.100,-0.190,0.5306,0.3379,0
10.200,3,2.898,0.816,0.4944,0.095,-0.311,0.5381,0.3363,0
10.220,3,2.439,0.874,0.4936,0.004,-0.110,0.5189,0.4583,0
10.240,3,2.956,0.948,0.4930,0.028,-0.129,0.5169,0.4399,0
10.260,3,3.484,1.591,0.4927,0.222,0.093,0.5147,0.4341,0
10.280,3,3.364,1.214,0.4928,0.547,0.023,0.5425,0.2840,0
10.300,3,3.336,1.070,0.4926,0.521,-0.116,0.5549,0.2826,0
10.320,3,3.480,1.329,0.4915,0.274,0.039,0.5406,0.4002,0
10.340,3,3.242,0.937,0.4900,0.025,0.287,0.5044,0.6051,0
10.360,3,2.844,0.615,0.4886,-0.545,0.233,0.4855,0.6114,0
10.380,3,2.779,0.830,0.4880,-0.611,0.027,0.4827,0.5289,0
10.400,3,3.547,1.271,0.4883,-0.184,0.718,0.4955,0.3748,0
10.420,3,4.184,0.935,0.4891,0.472,0.387,0.5012,0.3638,0
10.440,3,3.614,0.488,0.4896,0.523,-0.152,0.5057,0.3719,0
10.460,3,3.121,0.510,0.4896,-0.034,-0.566,0.5107,0.3701,0
10.480,3,3.124,0.350,0.4891,-0.145,-0.618,0.5059,0.4174,0
10.500,3,3.223,0.625,0.4883,-0.413,-0.526,0.4812,0.5641,1
10.520,3,3.390,0.454,0.4877,-0.429,-0.321,0.4675,0.5666,1
10.540,3,3.366,-0.063,0.4876,-0.180,-0.445,0.5338,0.1734,1
10.560,3,2.821,0.065,0.4868,-0.252,-0.396,0.5578,0.1694,1
10.580,3,2.982,-0.465,0.4845,0.350,0.326,0.4630,0.6130,1
10.600,3,3.404,-0.667,0.4821,0.563,-0.563,0.4846,0.4164,1
10.620,3,3.988,-0.131,0.4800,0.775,-0.136,0.4861,0.4151,1
10.640,3,3.850,-0.122,0.4782,0.881,0.111,0.4967,0.3710,1
10.660,3,3.734,-0.139,0.4763,0.440,0.159,0.4855,0.4808,0
10.680,3,3.807,-0.687,0.4743,0.279,-0.006,0.4803,0.4804,0
10.700,3,3.905,-0.893,0.4727,0.274,-0.141,0.4729,0.4920,0
10.720,3,4.213,-0.570,0.4717,0.217,-0.158,0.4673,0.4901,0
10.740,3,4.338,-0.217,0.4715,0.215,0.001,0.4616,0.4863,0
10.760,3,4.120,-0.549,0.4720,0.050,-0.306,0.4877,0.3006,0
10.780,3,4.040,-0.558,0.4729,-0.011,-0.327,0.5012,0.2921,0
10.800,3,4.211,-0.737,0.4733,0.139,-0.228,0.4856,0.4409,0
10.820,3,4.420,-0.688,0.4736,0.177,-0.374,0.4845,0.4423,0
10.840,3,4.732,-0.610,0.4739,0.119,-0.259,0.5059,0.3485,0
10.860,3,5.072,-0.986,0.4738,0.237,-0.430,0.4760,0.5606,0
10.880,3,5.054,-1.101,0.4737,0.408,-0.376,0.4631,0.5644,0
10.900,3,4.790,-1.048,0.4741,0.009,-0.259,0.4648,0.4927,0
10.920,3,4.858,-0.824,0.4752,0.038,-0.196,0.5011,0.2244,0
10.940,3,4.574,-0.785,0.4766,-0.496,0.018,0.5217,0.2190,0
10.960,3,4.511,-0.658,0.4770,-0.221,0.096,0.4878,0.5099,0
10.980,3,3.875,-0.030,0.4767,-0.607,0.549,0.4795,0.5173,0
11.000,4,3.756,0.037,0.4764,-0.834,0.643,0.4871,0.4431,0
11.020,4,4.411,0.253,0.4766,-0.556,0.588,0.4832,0.4540,0
11.040,4,4.889,0.048,0.4771,0.073,0.697,0.4810,0.4517,0
11.060,4,4.956,-0.506,0.4777,0.505,0.359,0.4913,0.3867,0
11.080,4,4.892,-0.889,0.4784,0.577,0.078,0.4957,0.3778,0
11.100,4,4.799,-0.820,0.4790,0.394,-0.050,0.5221,0.2872,0
11.120,4,4.867,-0.719,0.4790,0.220,0.043,0.5127,0.4147,0
11.140,4,4.652,-0.805,0.4783,0.064,-0.081,0.5121,0.4231,0
11.160,4,4.421,-0.657,0.4774,0.006,-0.047,0.4946,0.5014,0
11.180,4,4.055,-0.848,0.4769,-0.015,0.053,0.4877,0.4841,0
11.200,4,3.916,-1.269,0.4770,-0.084,-0.324,0.4811,0.4824,0
11.220,4,3.616,-1.038,0.4779,-0.361,-0.426,0.5103,0.2919,0
11.240,4,3.591,-1.016,0.4789,-0.388,-0.364,0.5221,0.2875,0
11.260,4,3.863,-0.864,0.4793,-0.229,-0.263,0.4964,0.4566,0
11.280,4,3.952,-0.942,0.4794,-0.289,-0.099,0.4988,0.4092,0
11.300,4,4.142,-1.040,0.4796,-0.153,-0.136,0.4988,0.4051,0
11.320,4,3.767,-1.244,0.4798,-0.301,-0.367,0.4867,0.4616,0
11.340,4,4.353,-1.603,0.4802,-0.278,-0.729,0.4817,0.4567,0
11.360,4,4.991,-1.332,0.4809,-0.013,-0.787,0.4827,0.4252,0
11.380,4,4.878,-1.030,0.4819,-0.413,-0.371,0.5127,0.2430,0
11.400,4,4.735,-0.695,0.4826,-0.241,-0.311,0.5281,0.2361,0
11.420,4,5.030,-0.755,0.4821,-0.033,-0.347,0.5139,0.3808,0
11.440,4,5.112,-0.766,0.4809,0.276,-0.297,0.5089,0.4200,0
11.460,4,4.419,-1.076,0.4791,0.023,-0.483,0.5056,0.4224,0
11.480,4,4.286,-1.092,0.4771,-0.492,-0.335,0.4624,0.6130,0
11.500,4,4.888,-0.737,0.4759,-0.389,-0.158,0.4407,0.6130,0
11.520,4,5.326,-0.662,0.4756,-0.508,0.467,0.5126,0.1962,0
11.540,4,5.606,-1.146,0.4746,0.045,0.077,0.4940,0.4237,0
11.560,4,5.669,-1.070,0.4724,-0.146,0.063,0.4897,0.4319,0
11.580,4,6.054,-0.927,0.4698,0.008,0.232,0.4871,0.4205,0
11.600,4,6.164,-1.382,0.4670,0.030,-0.254,0.4834,0.4201,0
11.620,4,6.310,-1.137,0.4642,0.079,-0.511,0.4734,0.4456,0
11.640,4,5.774,-0.988,0.4617,0.098,-0.143,0.4874,0.3337,0
11.660,4,5.846,-1.411,0.4591,0.049,-0.252,0.4919,0.3335,0
11.680,4,5.557,-1.161,0.4561,0.020,-0.187,0.4799,0.4113,0
11.700,4,5.553,-1.000,0.4528,-0.047,0.133,0.4648,0.4869,0
11.720,4,5.517,-1.075,0.4496,-0.157,0.266,0.4539,0.4907,0
11.740,4,5.408,-1.328,0.4467,-0.595,0.106,0.4670,0.3619,0
11.760,4,5.377,-1.242,0.4438,-0.352,-0.008,0.4686,0.3605,0
11.780,4,5.113,-1.090,0.4406,-0.415,0.134,0.4848,0.2968,0
11.800,4,5.275,-1.426,0.4367,-0.258,0.086,0.4697,0.4338,0
11.820,4,5.668,-1.328,0.4321,0.025,0.020,0.4627,0.4426,0
11.840,4,5.432,-1.393,0.4273,0.016,0.129,0.4522,0.4589,0
11.860,4,5.227,-1.191,0.4228,0.086,0.240,0.4434,0.4585,0
11.880,4,4.897,-0.518,0.4184,0.028,0.329,0.4608,0.3442,0
11.900,4,4.982,-0.966,0.4137,0.149,0.188,0.4574,0.3760,0
11.920,4,4.925,-0.750,0.4084,0.269,-0.218,0.4560,0.3759,0
11.940,4,4.755,-0.601,0.4029,0.205,-0.448,0.4351,0.4652,0
11.960,4,4.123,-0.323,0.3972,-0.069,-0.086,0.4350,0.3999,0
11.980,4,3.946,-0.389,0.3916,-0.249,0.011,0.4318,0.3905,0
12.000,4,4.312,-0.279,0.3859,0.167,0.184,0.4002,0.5408,0
12.020,4,3.920,-0.740,0.3804,0.226,0.104,0.3833,0.5423,0
12.040,4,3.906,-0.651,0.3752,-0.282,-0.245,0.4073,0.3534,0
12.060,4,3.888,-0.380,0.3698,-0.217,-0.150,0.3876,0.4804,0
12.080,4,4.075,-0.513,0.3644,-0.302,-0.367,0.3768,0.4793,0
12.100,4,4.830,-0.374,0.3591,0.246,-0.078,0.3795,0.4059,0
12.120,4,3.864,0.743,0.3538,0.110,0.506,0.3761,0.4064,0
12.140,4,3.057,0.921,0.3484,-0.026,0.728,0.3416,0.5414,0
12.160,4,2.985,0.453,0.3432,-0.449,0.486,0.3435,0.4390,0
12.180,4,3.599,0.180,0.3385,-0.318,-0.031,0.3378,0.4350,0
12.200,4,3.927,0.205,0.3340,0.011,0.021,0.3243,0.4716,0
12.220,4,3.747,0.128,0.3297,0.067,0.141,0.3372,0.3334,0
12.240,4,3.659,0.272,0.3256,0.036,0.188,0.3419,0.3284,0
12.260,4,3.509,0.040,0.3211,0.112,0.237,0.3425,0.3558,0
12.280,4,3.774,-0.050,0.3159,0.255,0.091,0.3439,0.3587,0
12.300,4,3.322,-0.107,0.3100,0.241,0.113,0.3454,0.3623,0
12.320,4,3.448,0.078,0.3037,0.057,-0.125,0.3247,0.4910,0
12.340,4,3.593,0.210,0.2971,0.128,0.031,0.3123,0.4946,0
12.360,4,3.607,0.962,0.2907,-0.198,0.150,0.3168,0.4082,0
12.380,4,3.609,1.493,0.2845,-0.236,0.707,0.3130,0.4057,0
12.400,4,3.478,0.436,0.2781,-0.142,0.551,0.3098,0.4055,0
12.420,4,2.986,0.548,0.2715,-0.287,0.240,0.2804,0.5493,0
12.440,4,3.182,0.566,0.2649,-0.379,0.452,0.2630,0.5530,0
12.460,4,3.098,0.201,0.2587,-0.514,0.329,0.2741,0.4120,0
12.480,4,3.421,-0.539,0.2530,-0.522,-0.131,0.2893,0.2898,0
12.500,4,3.644,-0.531,0.2472,-0.208,-0.223,0.2976,0.2813,0
12.520,4,3.663,-0.302,0.2406,0.195,-0.022,0.2632,0.5102,0
12.540,4,3.627,-0.400,0.2337,0.735,0.120,0.2490,0.5177,0
12.560,4,3.315,-0.318,0.2274,0.611,0.048,0.2378,0.4980,0
12.580,4,2.970,-0.310,0.2219,0.504,0.204,0.2100,0.5812,0
12.600,4,3.004,-0.351,0.2173,0.152,0.306,0.1910,0.5752,0
12.620,4,3.496,-0.353,0.2138,0.536,0.496,0.2336,0.2707,0
12.640,4,3.815,-0.355,0.2104,0.852,0.417,0.2444,0.2664,0
12.660,4,3.773,-0.271,0.2063,0.625,0.481,0.2166,0.4349,0
12.680,4,4.065,-0.322,0.2019,0.735,0.257,0.2303,0.3304,0
12.700,4,3.919,-0.106,0.1972,0.646,0.169,0.2340,0.3360,0
12.720,4,4.128,0.028,0.1921,0.674,-0.116,0.2056,0.4864,0
12.740,4,4.131,0.227,0.1870,0.720,-0.338,0.1900,0.5105,0
12.760,4,3.890,0.253,0.1826,0.783,-0.386,0.1769,0.5067,0
12.780,4,3.831,0.312,0.1789,0.832,-0.290,0.1852,0.3902,0
12.800,4,3.414,0.359,0.1757,0.633,-0.306,0.1845,0.3798,0
12.820,4,3.415,0.199,0.1725,0.802,-0.498,0.1812,0.3917,0
12.840,4,3.144,0.157,0.1692,0.487,-0.514,0.1854,0.3592,0
12.860,4,3.551,-0.212,0.1656,0.483,-0.523,0.1865,0.3622,0
12.880,4,3.916,-0.313,0.1617,0.464,-0.723,0.1986,0.3085,0
12.900,4,3.874,-0.233,0.1572,0.478,-0.708,0.2037,0.3108,0
12.920,4,3.813,-0.304,0.1521,0.603,-0.488,0.1777,0.4462,0
12.940,4,3.514,-0.437,0.1470,0.441,-0.389,0.1677,0.4548,0
12.960,4,3.371,-0.130,0.1423,0.350,-0.385,0.1589,0.4507,0
12.980,4,2.645,-0.777,0.1379,0.078,-0.599,0.1546,0.4310,0
13.000,4,2.042,-0.317,0.1339,-0.152,-0.644,0.1478,0.4315,0
13.020,4,2.214,-0.225,0.1302,-0.088,-0.284,0.1415,0.4278,0
13.040,4,2.109,-0.538,0.1268,-0.105,-0.480,0.1447,0.3761,0
13.060,4,2.253,-0.638,0.1235,-0.180,-0.400,0.1439,0.3710,0
13.080,4,2.367,-0.528,0.1199,-0.126,-0.129,0.1422,0.3793,0
13.100,4,3.025,-0.436,0.1161,0.166,-0.039,0.1389,0.3950,0
13.120,4,2.808,-0.149,0.1122,0.174,0.055,0.1355,0.4038,0
13.140,4,2.733,-0.263,0.1082,0.061,0.030,0.1236,0.4460,0
13.160,4,2.540,-0.608,0.1044,0.192,-0.347,0.1157,0.4530,0
13.180,4,2.901,-0.473,0.1007,0.276,-0.710,0.1237,0.3853,0
13.200,4,3.074,0.107,0.0969,0.574,-0.451,0.1114,0.4470,0
13.220,4,2.602,0.398,0.0928,0.479,-0.183,0.1037,0.4481,0
13.240,4,2.522,0.287,0.0887,0.164,-0.187,0.1166,0.3511,0
13.260,4,2.621,0.653,0.0844,0.193,-0.362,0.1014,0.4578,0
13.280,4,3.419,0.731,0.0798,0.534,-0.230,0.0927,0.4623,0
13.300,4,3.173,0.820,0.0754,0.587,-0.329,0.0971,0.3889,0
13.320,4,2.936,0.830,0.0712,0.412,-0.278,0.0959,0.3814,0
13.340,4,3.154,1.078,0.0670,0.471,-0.404,0.0822,0.4415,0
13.360,4,2.752,0.821,0.0627,0.397,-0.185,0.0819,0.4037,0
13.380,4,2.666,0.941,0.0586,-0.107,-0.434,0.0793,0.3994,0
13.400,4,3.505,1.439,0.0544,0.131,-0.313,0.0833,0.3680,0
13.420,4,3.881,1.508,0.0500,0.444,0.162,0.0840,0.3685,0
13.440,4,4.127,1.124,0.0454,0.771,0.144,0.0671,0.4479,0
13.460,4,3.438,1.192,0.0408,0.633,0.087,0.0474,0.5193,0
13.480,4,3.758,1.552,0.0367,0.256,0.499,0.0339,0.5223,0
13.500,4,3.849,1.412,0.0335,0.384,0.756,0.0399,0.4267,0
13.520,4,4.022,0.762,0.0308,0.516,0.356,0.0602,0.2725,0
13.540,1,4.058,1.385,0.0282,0.548,0.447,0.0282,0.4165,0
13.560,1,3.987,1.028,0.0255,0.617,0.481,0.0255,0.4177,0
13.580,1,4.403,0.985,0.0228,0.600,0.281,0.0228,0.4175,0
13.600,1,4.120,1.258,0.0202,0.496,0.345,0.0202,0.4185,0
13.620,5,1.939,0.004,0.0169,-0.913,-0.272,0.0169,0.0000,0
13.640,5,-0.001,0.007,0.0155,-3.661,-0.551,0.0155,0.0000,0
13.660,5,-0.001,0.007,0.0155,-4.134,-0.559,0.0155,0.0000,0
13.680,5,-0.001,0.007,0.0154,-4.220,-0.526,0.0154,0.0000,0
13.700,5,-0.001,0.007,0.0154,-4.221,-0.486,0.0154,0.0000,0
13.720,5,-0.001,0.007,0.0154,-4.276,-0.445,0.0154,0.0000,0
13.740,5,-0.001,0.007,0.0154,-4.281,-0.403,0.0154,0.0000,0
13.760,5,-0.001,0.007,0.0153,-4.287,-0.362,0.0153,0.0000,0
13.780,5,-0.001,0.007,0.0153,-4.234,-0.321,0.0153,0.0000,0
13.800,5,-0.001,0.007,0.0153,-4.238,-0.280,0.0153,0.0000,0
13.820,5,-0.001,0.007,0.0153,-4.320,-0.236,0.0153,0.0000,0
13.840,5,-0.001,0.007,0.0152,-4.119,-0.203,0.0152,0.0000,0
13.860,5,-0.000,0.007,0.0152,-2.663,-0.217,0.0152,0.0000,0
13.880,5,-0.000,0.007,0.0152,-1.984,-0.188,0.0152,0.0000,0
13.900,5,-0.000,0.007,0.0151,-1.658,-0.151,0.0151,0.0000,0
13.920,5,-0.000,0.007,0.0151,-1.443,-0.120,0.0151,0.0000,0
13.940,5,-0.000,0.007,0.0151,-1.273,-0.095,0.0151,0.0000,0
13.960,5,-0.000,0.007,0.0151,-1.137,-0.077,0.0151,0.0000,0
13.980,5,-0.000,0.007,0.0150,-1.022,-0.058,0.0150,0.0000,0
14.000,5,0.000,0.007,0.0150,-0.926,-0.043,0.0150,0.0000,0
14.020,5,0.000,0.000,0.0150,-0.849,-0.035,0.0150,0.0000,0
14.040,5,-0.000,0.000,0.0150,-0.782,-0.028,0.0150,0.0000,0
14.060,5,-0.000,-0.000,0.0150,-0.718,-0.021,0.0150,0.0000,0
14.080,5,-0.000,0.000,0.0150,-0.660,-0.014,0.0150,0.0000,0
14.100,5,-0.000,0.000,0.0150,-0.610,-0.007,0.0150,0.0000,0
14.120,5,-0.000,0.000,0.0150,-0.565,-0.000,0.0150,0.0000,0
14.140,5,-0.000,0.000,0.0150,-0.524,0.006,0.0150,0.0000,0
14.160,5,-0.000,0.000,0.0150,-0.484,0.011,0.0150,0.0000,0
14.180,5,-0.000,0.000,0.0150,-0.448,0.013,0.0150,0.0000,0
14.200,5,-0.000,0.000,0.0150,-0.418,0.015,0.0150,0.0000,0
14.220,5,0.000,-0.000,0.0150,-0.390,0.016,0.0150,0.0000,0
14.240,5,-0.000,-0.000,0.0150,-0.363,0.021,0.0150,0.0000,0
14.260,5,-0.000,0.000,0.0150,-0.340,0.024,0.0150,0.0000,0
14.280,5,-0.000,0.000,0.0150,-0.319,0.027,0.0150,0.0000,0
14.300,5,0.000,-0.000,0.0150,-0.299,0.030,0.0150,0.0000,0
14.320,5,-0.000,0.000,0.0150,-0.280,0.034,0.0150,0.0000,0
14.340,5,-0.000,-0.000,0.0150,-0.262,0.036,0.0150,0.0000,0
14.360,5,-0.000,0.000,0.0150,-0.246,0.036,0.0150,0.0000,0
14.380,5,-0.000,0.000,0.0150,-0.228,0.035,0.0150,0.0000,0
14.400,5,-0.000,0.000,0.0150,-0.214,0.035,0.0150,0.0000,0
14.420,5,-0.000,0.000,0.0150,-0.201,0.035,0.0150,0.0000,0
14.440,5,-0.000,0.000,0.0150,-0.188,0.033,0.0150,0.0000,0
14.460,5,0.000,-0.000,0.0150,-0.178,0.032,0.0150,0.0000,0
14.480,5,0.000,0.000,0.0150,-0.168,0.030,0.0150,0.0000,0
14.500,5,-0.000,-0.000,0.0150,-0.157,0.030,0.0150,0.0000,0
14.520,5,0.000,-0.000,0.0150,-0.148,0.029,0.0150,0.0000,0
14.540,5,-0.000,0.000,0.0150,-0.138,0.030,0.0150,0.0000,0
14.560,5,-0.000,0.000,0.0150,-0.129,0.029,0.0150,0.0000,0
14.580,5,0.000,0.000,0.0150,-0.120,0.028,0.0150,0.0000,0
14.600,5,-0.000,0.000,0.0150,-0.112,0.027,0.0150,0.0000,0
14.620,5,-0.000,0.000,0.0150,-0.105,0.024,0.0150,0.0000,0
14.640,5,-0.000,0.000,0.0150,-0.097,0.021,0.0150,0.0000,0
14.660,5,-0.000,-0.000,0.0150,-0.091,0.021,0.0150,0.0000,0
14.680,5,0.000,-0.000,0.0150,-0.085,0.021,0.0150,0.0000,0
14.700,5,0.000,0.000,0.0150,-0.078,0.020,0.0150,0.0000,0
14.720,5,0.000,-0.000,0.0150,-0.072,0.018,0.0150,0.0000,0
14.740,5,0.000,-0.000,0.0150,-0.066,0.017,0.0150,0.0000,0
14.760,5,0.000,-0.000,0.0150,-0.061,0.017,0.0150,0.0000,0
14.780,5,-0.000,0.000,0.0150,-0.057,0.016,0.0150,0.0000,0
14.800,5,-0.000,0.000,0.0150,-0.055,0.016,0.0150,0.0000,0
14.820,5,-0.000,0.000,0.0150,-0.053,0.017,0.0150,0.0000,0
14.840,5,-0.000,0.000,0.0150,-0.051,0.016,0.0150,0.0000,0
14.860,5,0.000,-0.000,0.0150,-0.048,0.015,0.0150,0.0000,0
14.880,5,-0.000,0.000,0.0150,-0.045,0.012,0.0150,0.0000,0
14.900,5,0.000,0.000,0.0150,-0.042,0.009,0.0150,0.0000,0
14.920,5,0.000,-0.000,0.0150,-0.039,0.007,0.0150,0.0000,0
14.940,5,-0.000,0.000,0.0150,-0.035,0.006,0.0150,0.0000,0
14.960,5,-0.000,-0.000,0.0150,-0.034,0.007,0.0150,0.0000,0
14.980,5,0.000,-0.000,0.0150,-0.033,0.006,0.0150,0.0000,0
15.000,5,-0.000,0.000,0.0150,-0.030,0.009,0.0150,0.0000,0
15.020,5,0.000,-0.000,0.0150,-0.029,0.008,0.0150,0.0000,0
15.040,5,-0.000,-0.000,0.0150,-0.026,0.006,0.0150,0.0000,0
15.060,5,0.000,-0.000,0.0150,-0.023,0.005,0.0150,0.0000,0
15.080,5,0.000,0.000,0.0150,-0.020,0.006,0.0150,0.0000,0
15.100,5,0.000,-0.000,0.0150,-0.019,0.003,0.0150,0.0000,0
15.120,5,0.000,0.000,0.0150,-0.017,0.002,0.0150,0.0000,0
15.140,5,-0.000,0.000,0.0150,-0.016,0.001,0.0150,0.0000,0
15.160,5,-0.000,0.000,0.0150,-0.015,-0.000,0.0150,0.0000,0
15.180,5,0.000,0.000,0.0150,-0.015,-0.001,0.0150,0.0000,0
15.200,5,0.000,0.000,0.0150,-0.014,-0.002,0.0150,0.0000,0
15.220,5,-0.000,-0.000,0.0150,-0.013,-0.001,0.0150,0.0000,0
15.240,5,0.000,0.000,0.0150,-0.011,-0.000,0.0150,0.0000,0
15.260,5,0.000,0.000,0.0150,-0.007,-0.003,0.0150,0.0000,0
15.280,5,-0.000,0.000,0.0150,-0.004,-0.005,0.0150,0.0000,0
15.300,5,0.000,-0.000,0.0150,-0.003,-0.006,0.0150,0.0000,0
15.320,5,0.000,-0.000,0.0150,-0.001,-0.005,0.0150,0.0000,0
15.340,5,-0.000,-0.000,0.0150,-0.002,-0.004,0.0150,0.0000,0
15.360,5,-0.000,0.000,0.0150,-0.000,-0.006,0.0150,0.0000,0
15.380,5,-0.000,0.000,0.0150,0.002,-0.007,0.0150,0.0000,0
15.400,5,-0.000,0.000,0.0150,0.004,-0.006,0.0150,0.0000,0
15.420,5,-0.000,0.000,0.0150,0.005,-0.004,0.0150,0.0000,0
15.440,5,0.000,0.000,0.0150,0.005,-0.004,0.0150,0.0000,0
15.460,5,-0.000,0.000,0.0150,0.005,-0.001,0.0150,0.0000,0
15.480,5,0.000,-0.000,0.0150,0.004,0.001,0.0150,0.0000,0
15.500,5,0.000,0.000,0.0150,0.005,0.001,0.0150,0.0000,0
15.520,5,-0.000,0.000,0.0150,0.005,0.003,0.0150,0.0000,0
15.540,5,-0.000,-0.000,0.0150,0.004,0.005,0.0150,0.0000,0
15.560,5,-0.000,-0.000,0.0150,0.004,0.005,0.0150,0.0000,0
15.580,5,0.000,-0.000,0.0150,0.004,0.004,0.0150,0.0000,0
15.600,5,0.000,-0.000,0.0150,0.004,0.004,0.0150,0.0000,0
15.620,5,0.000,-0.000,0.0150,0.006,0.005,0.0150,0.0000,0
