=== StampFly SIL Simulation ===
Duration: 10.0s at 400Hz (4000 steps)
Target alt: 0.50m, Hover thrust: 0.3630N

Calibrating (100 samples)...
Gyro bias:  [0.0000 0.0000 0.0000] rad/s
Accel avg:  [0.0000 0.0000 19.2933] m/s²
Accel bias: [0.0000 0.0000 29.1033] m/s² (avg - [0,0,-g])
[INFO] ESKF_CORE: ESKF core initialized (15-state)
time,true_x,true_y,true_z,true_vz,roll,pitch,yaw,eskf_x,eskf_y,eskf_z,eskf_vz,eskf_roll,eskf_pitch,eskf_yaw,thrust,m1,m2,m3,m4,accel_z,gyro_x
3.6600,0.0000,0.0000,-0.5661,-1.1710,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5795,-1.2774,0.0000,0.0000,0.0000,0.3712,0.743,0.743,0.743,0.743,9.9267,0.0000
3.6800,0.0000,0.0000,-0.5895,-1.1679,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6030,-1.2748,0.0000,0.0000,0.0000,0.3691,0.741,0.741,0.741,0.741,9.9885,0.0000
3.7000,0.0000,0.0000,-0.6128,-1.1637,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6264,-1.2710,0.0000,0.0000,0.0t=3.8 true_z=-0.6677 eskf_z=-0.6844 T=0.362 d=0.734
t=4.0 true_z=-0.9386 eskf_z=-0.9560 T=0.347 d=0.718
000,0.3670,0.739,0.739,0.739,0.739,10.0468,0.0000
3.7200,0.0000,0.0000,-0.6360,-1.1584,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6497,-1.2660,0.0000,0.0000,0.0000,0.3650,0.737,0.737,0.737,0.737,10.1017,0.0000
3.7400,0.0000,0.0000,-0.6591,-1.1520,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6729,-1.2600,0.0000,0.0000,0.0000,0.3632,0.735,0.735,0.735,0.735,10.1533,0.0000
3.7600,0.0000,0.0000,-0.6821,-1.1447,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6960,-1.2530,0.0000,0.0000,0.0000,0.3614,0.733,0.733,0.733,0.733,10.2019,0.0000
3.7800,0.0000,0.0000,-0.7049,-1.1364,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7189,-1.2450,0.0000,0.0000,0.0000,0.3598,0.732,0.732,0.732,0.732,10.2475,0.0000
3.8000,0.0000,0.0000,-0.7275,-1.1272,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7416,-1.2361,0.0000,0.0000,0.0000,0.3582,0.730,0.730,0.730,0.730,10.2902,0.0000
3.8200,0.0000,0.0000,-0.7500,-1.1172,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7641,-1.2264,0.0000,0.0000,0.0000,0.3567,0.729,0.729,0.729,0.729,10.3303,0.0000
3.8400,0.0000,0.0000,-0.7722,-1.1064,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7865,-1.2159,0.0000,0.0000,0.0000,0.3553,0.727,0.727,0.727,0.727,10.3678,0.0000
3.8600,0.0000,0.0000,-0.7942,-1.0950,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8086,-1.2047,0.0000,0.0000,0.0000,0.3540,0.726,0.726,0.726,0.726,10.4028,0.0000
3.8800,0.0000,0.0000,-0.8160,-1.0828,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8304,-1.1927,0.0000,0.0000,0.0000,0.3528,0.725,0.725,0.725,0.725,10.4354,0.0000
3.9000,0.0000,0.0000,-0.8375,-1.0701,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8521,-1.1802,0.0000,0.0000,0.0000,0.3516,0.723,0.723,0.723,0.723,10.4657,0.0000
3.9200,0.0000,0.0000,-0.8588,-1.0567,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8734,-1.1670,0.0000,0.0000,0.0000,0.3505,0.722,0.722,0.722,0.722,10.4939,0.0000
3.9400,0.0000,0.0000,-0.8798,-1.0429,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8945,-1.1533,0.0000,0.0000,0.0000,0.3495,0.721,0.721,0.721,0.721,10.5200,0.0000
3.9600,0.0000,0.0000,-0.9005,-1.0285,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9153,-1.1391,0.0000,0.0000,0.0000,0.3485,0.720,0.720,0.720,0.720,10.5441,0.0000
3.9800,0.0000,0.0000,-0.9209,-1.0137,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9358,-1.1244,0.0000,0.0000,0.0000,0.3476,0.719,0.719,0.719,0.719,10.5663,0.0000
4.0000,0.0000,0.0000,-0.9411,-0.9984,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9560,-1.1093,0.0000,0.0000,0.0000,0.3468,0.718,0.718,0.718,0.718,10.5867,0.0000
4.0200,0.0000,0.0000,-0.9609,-0.9828,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9759,-1.0938,0.0000,0.0000,0.0000,0.3460,0.718,0.718,0.718,0.718,10.6054,0.0000
4.0400,0.0000,0.0000,-0.9804,-0.9668,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9955,-1.0779,0.0000,0.0000,0.0000,0.3453,0.717,0.717,0.717,0.717,10.6224,0.0000
4.0600,0.0000,0.0000,-0.9995,-0.9505,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0148,-1.0617,0.0000,0.0000,0.0000,0.3446,0.716,0.716,0.716,0.716,10.6379,0.0000
4.0800,0.0000,0.0000,-1.0184,-0.9339,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0337,-1.0452,0.0000,0.0000,0.0000,0.3440,0.715,0.715,0.715,0.715,10.6519,0.0000
4.1000,0.0000,0.0000,-1.0369,-0.9171,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0523,-1.0284,0.0000,0.0000,0.0000,0.3434,0.715,0.715,0.715,0.715,10.6645,0.0000
4.1200,0.0000,0.0000,-1.0551,-0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0705,-1.0114,0.0000,0.0000,0.0000,0.3429,0.714,0.714,0.714,0.714,10.6757,0.0000
4.1400,0.0000,0.0000,-1.0729,-0.8827,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0884,-0.9942,0.0000,0.0000,0.0000,0.3424,0.714,0.714,0.714,0.714,10.6856,0.0000
4.1600,0.0000,0.0000,-1.0904,-0.8653,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1060,-0.9768,0.0000,0.0000,0.0000,0.3419,0.713,0.713,0.713,0.713,10.6943,0.0000
4.1800,0.0000,0.0000,-1.1075,-0.8476,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1232,-0.9592,0.0000,0.0000,0.0000,0.3415,0.713,0.713,0.713,0.713,10.7018,0.0000
4.2000,0.0000,0.0000,-1.1243,-0.8299,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1400,-0.9415,0.0000,0.0000,0.0000,0.3412,0.713,0.713,0.713,0.713,10.7082,0.0000
4.2200,0.0000,0.0000,-1.1407,-0.8120,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1565,-0.9236,0.0000,0.0000,0.0000,0.3408,0.712,0.712,0.712,0.712,10.7135,0.0000
4.2400,0.0000,0.t=4.2 true_z=-1.1627 eskf_z=-1.1806 T=0.340 d=0.712
t=4.5 true_z=-1.3312 eskf_z=-1.3493 T=0.339 d=0.710
t=4.8 true_z=-1.4450 eskf_z=-1.4630 T=0.344 d=0.715
0000,-1.1568,-0.7940,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1727,-0.9057,0.0000,0.0000,0.0000,0.3405,0.712,0.712,0.712,0.712,10.7178,0.0000
4.2600,0.0000,0.0000,-1.1725,-0.7760,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1884,-0.8876,0.0000,0.0000,0.0000,0.3403,0.712,0.712,0.712,0.712,10.7212,0.0000
4.2800,0.0000,0.0000,-1.1878,-0.7579,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2038,-0.8695,0.0000,0.0000,0.0000,0.3400,0.711,0.711,0.711,0.711,10.7236,0.0000
4.3000,0.0000,0.0000,-1.2028,-0.7398,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2189,-0.8514,0.0000,0.0000,0.0000,0.3398,0.711,0.711,0.711,0.711,10.7252,0.0000
4.3200,0.0000,0.0000,-1.2174,-0.7216,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2335,-0.8332,0.0000,0.0000,0.0000,0.3396,0.711,0.711,0.711,0.711,10.7260,0.0000
4.3400,0.0000,0.0000,-1.2316,-0.7035,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2479,-0.8151,0.0000,0.0000,0.0000,0.3395,0.711,0.711,0.711,0.711,10.7260,0.0000
4.3600,0.0000,0.0000,-1.2455,-0.6853,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2618,-0.7969,0.0000,0.0000,0.0000,0.3394,0.711,0.711,0.711,0.711,10.7253,0.0000
4.3800,0.0000,0.0000,-1.2590,-0.6672,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2754,-0.7788,0.0000,0.0000,0.0000,0.3393,0.711,0.711,0.711,0.711,10.7239,0.0000
4.4000,0.0000,0.0000,-1.2722,-0.6491,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2886,-0.7606,0.0000,0.0000,0.0000,0.3392,0.710,0.710,0.710,0.710,10.7218,0.0000
4.4200,0.0000,0.0000,-1.2850,-0.6311,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3015,-0.7426,0.0000,0.0000,0.0000,0.3391,0.710,0.710,0.710,0.710,10.7191,0.0000
4.4400,0.0000,0.0000,-1.2975,-0.6131,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3140,-0.7246,0.0000,0.0000,0.0000,0.3391,0.710,0.710,0.710,0.710,10.7158,0.0000
4.4600,0.0000,0.0000,-1.3095,-0.5952,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3261,-0.7066,0.0000,0.0000,0.0000,0.3391,0.710,0.710,0.710,0.710,10.7120,0.0000
4.4800,0.0000,0.0000,-1.3213,-0.5774,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3379,-0.6888,0.0000,0.0000,0.0000,0.3391,0.710,0.710,0.710,0.710,10.7076,0.0000
4.5000,0.0000,0.0000,-1.3326,-0.5597,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3493,-0.6710,0.0000,0.0000,0.0000,0.3391,0.710,0.710,0.710,0.710,10.7028,0.0000
4.5200,0.0000,0.0000,-1.3437,-0.5420,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3604,-0.6533,0.0000,0.0000,0.0000,0.3391,0.710,0.710,0.710,0.710,10.6974,0.0000
4.5400,0.0000,0.0000,-1.3543,-0.5245,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3711,-0.6358,0.0000,0.0000,0.0000,0.3392,0.710,0.710,0.710,0.710,10.6917,0.0000
4.5600,0.0000,0.0000,-1.3646,-0.5072,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3814,-0.6183,0.0000,0.0000,0.0000,0.3393,0.711,0.711,0.711,0.711,10.6856,0.0000
4.5800,0.0000,0.0000,-1.3746,-0.4899,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3914,-0.6010,0.0000,0.0000,0.0000,0.3394,0.711,0.711,0.711,0.711,10.6790,0.0000
4.6000,0.0000,0.0000,-1.3842,-0.4728,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4011,-0.5838,0.0000,0.0000,0.0000,0.3395,0.711,0.711,0.711,0.711,10.6722,0.0000
4.6200,0.0000,0.0000,-1.3935,-0.4558,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4104,-0.5668,0.0000,0.0000,0.0000,0.3396,0.711,0.711,0.711,0.711,10.6650,0.0000
4.6400,0.0000,0.0000,-1.4025,-0.4390,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4194,-0.5499,0.0000,0.0000,0.0000,0.3398,0.711,0.711,0.711,0.711,10.6572,0.0000
4.6600,0.0000,0.0000,-1.4111,-0.4224,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4281,-0.5332,0.0000,0.0000,0.0000,0.3406,0.712,0.712,0.712,0.712,10.6413,0.0000
4.6800,0.0000,0.0000,-1.4194,-0.4062,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4364,-0.5169,0.0000,0.0000,0.0000,0.3414,0.713,0.713,0.713,0.713,10.6193,0.0000
4.7000,0.0000,0.0000,-1.4273,-0.3905,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4444,-0.5010,0.0000,0.0000,0.0000,0.3422,0.714,0.714,0.714,0.714,10.5955,0.0000
4.7200,0.0000,0.0000,-1.4350,-0.3753,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4521,-0.4856,0.0000,0.0000,0.0000,0.3429,0.714,0.714,0.714,0.714,10.5715,0.0000
4.7400,0.0000,0.0000,-1.4423,-0.3606,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4595,-0.4707,0.0000,0.0000,0.0000,0.3436,0.715,0.715,0.715,0.715,10.5482,0.0000
4.7600,0.0000,0.0000,-1.4494,-0.3463,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4666,-0t=5.0 true_z=-1.5139 eskf_z=-1.5318 T=0.350 d=0.722
t=5.2 true_z=-1.5508 eskf_z=-1.5684 T=0.353 d=0.725
.4562,0.0000,0.0000,0.0000,0.3442,0.716,0.716,0.716,0.716,10.5258,0.0000
4.7800,0.0000,0.0000,-1.4562,-0.3324,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4734,-0.4422,0.0000,0.0000,0.0000,0.3448,0.716,0.716,0.716,0.716,10.5043,0.0000
4.8000,0.0000,0.0000,-1.4627,-0.3190,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4799,-0.4286,0.0000,0.0000,0.0000,0.3454,0.717,0.717,0.717,0.717,10.4839,0.0000
4.8200,0.0000,0.0000,-1.4690,-0.3059,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4862,-0.4154,0.0000,0.0000,0.0000,0.3460,0.718,0.718,0.718,0.718,10.4643,0.0000
4.8400,0.0000,0.0000,-1.4750,-0.2933,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4922,-0.4025,0.0000,0.0000,0.0000,0.3465,0.718,0.718,0.718,0.718,10.4457,0.0000
4.8600,0.0000,0.0000,-1.4807,-0.2810,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4979,-0.3901,0.0000,0.0000,0.0000,0.3470,0.719,0.719,0.719,0.719,10.4279,0.0000
4.8800,0.0000,0.0000,-1.4862,-0.2690,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5034,-0.3780,0.0000,0.0000,0.0000,0.3475,0.719,0.719,0.719,0.719,10.4109,0.0000
4.9000,0.0000,0.0000,-1.4915,-0.2574,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5087,-0.3663,0.0000,0.0000,0.0000,0.3479,0.720,0.720,0.720,0.720,10.3948,0.0000
4.9200,0.0000,0.0000,-1.4965,-0.2461,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5138,-0.3548,0.0000,0.0000,0.0000,0.3484,0.720,0.720,0.720,0.720,10.3793,0.0000
4.9400,0.0000,0.0000,-1.5013,-0.2350,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5186,-0.3437,0.0000,0.0000,0.0000,0.3488,0.720,0.720,0.720,0.720,10.3646,0.0000
4.9600,0.0000,0.0000,-1.5059,-0.2243,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5232,-0.3329,0.0000,0.0000,0.0000,0.3492,0.721,0.721,0.721,0.721,10.3506,0.0000
4.9800,0.0000,0.0000,-1.5103,-0.2139,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5276,-0.3223,0.0000,0.0000,0.0000,0.3495,0.721,0.721,0.721,0.721,10.3371,0.0000
5.0000,0.0000,0.0000,-1.5145,-0.2037,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5318,-0.3120,0.0000,0.0000,0.0000,0.3499,0.722,0.722,0.722,0.722,10.3243,0.0000
5.0200,0.0000,0.0000,-1.5184,-0.1937,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5357,-0.3019,0.0000,0.0000,0.0000,0.3502,0.722,0.722,0.722,0.722,10.3120,0.0000
5.0400,0.0000,0.0000,-1.5222,-0.1840,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5395,-0.2921,0.0000,0.0000,0.0000,0.3506,0.722,0.722,0.722,0.722,10.3002,0.0000
5.0600,0.0000,0.0000,-1.5258,-0.1745,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5431,-0.2826,0.0000,0.0000,0.0000,0.3509,0.723,0.723,0.723,0.723,10.2890,0.0000
5.0800,0.0000,0.0000,-1.5292,-0.1652,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5465,-0.2732,0.0000,0.0000,0.0000,0.3511,0.723,0.723,0.723,0.723,10.2782,0.0000
5.1000,0.0000,0.0000,-1.5324,-0.1562,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5497,-0.2641,0.0000,0.0000,0.0000,0.3514,0.723,0.723,0.723,0.723,10.2679,0.0000
5.1200,0.0000,0.0000,-1.5354,-0.1473,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5528,-0.2551,0.0000,0.0000,0.0000,0.3517,0.723,0.723,0.723,0.723,10.2580,0.0000
5.1400,0.0000,0.0000,-1.5383,-0.1387,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5556,-0.2464,0.0000,0.0000,0.0000,0.3519,0.724,0.724,0.724,0.724,10.2485,0.0000
5.1600,0.0000,0.0000,-1.5410,-0.1302,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5583,-0.2378,0.0000,0.0000,0.0000,0.3522,0.724,0.724,0.724,0.724,10.2395,0.0000
5.1800,0.0000,0.0000,-1.5435,-0.1219,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5609,-0.2295,0.0000,0.0000,0.0000,0.3524,0.724,0.724,0.724,0.724,10.2307,0.0000
5.2000,0.0000,0.0000,-1.5459,-0.1138,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5632,-0.2213,0.0000,0.0000,0.0000,0.3526,0.724,0.724,0.724,0.724,10.2224,0.0000
5.2200,0.0000,0.0000,-1.5481,-0.1058,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5654,-0.2132,0.0000,0.0000,0.0000,0.3528,0.725,0.725,0.725,0.725,10.2144,0.0000
5.2400,0.0000,0.0000,-1.5501,-0.0980,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5675,-0.2053,0.0000,0.0000,0.0000,0.3530,0.725,0.725,0.725,0.725,10.2067,0.0000
5.2600,0.0000,0.0000,-1.5520,-0.0903,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5694,-0.1976,0.0000,0.0000,0.0000,0.3532,0.725,0.725,0.725,0.725,10.1993,0.0000
5.2800,0.0000,0.0000,-1.5537,-0.0828,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5711,-0.1900,0.0000,0.0000,0.0000,0.3534,0.725,0.725,0.725,0.725,10.1921,t=5.5 true_z=-1.5634 eskf_z=-1.5809 T=0.355 d=0.727
t=5.8 true_z=-1.5565 eskf_z=-1.5739 T=0.356 d=0.728
0.0000
5.3000,0.0000,0.0000,-1.5553,-0.0754,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5727,-0.1826,0.0000,0.0000,0.0000,0.3535,0.725,0.725,0.725,0.725,10.1853,0.0000
5.3200,0.0000,0.0000,-1.5567,-0.0681,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5741,-0.1753,0.0000,0.0000,0.0000,0.3537,0.725,0.725,0.725,0.725,10.1787,0.0000
5.3400,0.0000,0.0000,-1.5580,-0.0610,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5754,-0.1681,0.0000,0.0000,0.0000,0.3539,0.726,0.726,0.726,0.726,10.1723,0.0000
5.3600,0.0000,0.0000,-1.5592,-0.0540,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5766,-0.1611,0.0000,0.0000,0.0000,0.3540,0.726,0.726,0.726,0.726,10.1662,0.0000
5.3800,0.0000,0.0000,-1.5602,-0.0472,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5776,-0.1541,0.0000,0.0000,0.0000,0.3541,0.726,0.726,0.726,0.726,10.1603,0.0000
5.4000,0.0000,0.0000,-1.5611,-0.0404,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5785,-0.1473,0.0000,0.0000,0.0000,0.3543,0.726,0.726,0.726,0.726,10.1546,0.0000
5.4200,0.0000,0.0000,-1.5618,-0.0337,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5792,-0.1406,0.0000,0.0000,0.0000,0.3544,0.726,0.726,0.726,0.726,10.1491,0.0000
5.4400,0.0000,0.0000,-1.5624,-0.0272,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5798,-0.1340,0.0000,0.0000,0.0000,0.3545,0.726,0.726,0.726,0.726,10.1438,0.0000
5.4600,0.0000,0.0000,-1.5629,-0.0208,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5803,-0.1275,0.0000,0.0000,0.0000,0.3547,0.726,0.726,0.726,0.726,10.1386,0.0000
5.4800,0.0000,0.0000,-1.5632,-0.0144,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5807,-0.1211,0.0000,0.0000,0.0000,0.3548,0.727,0.727,0.727,0.727,10.1337,0.0000
5.5000,0.0000,0.0000,-1.5635,-0.0082,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5809,-0.1149,0.0000,0.0000,0.0000,0.3549,0.727,0.727,0.727,0.727,10.1289,0.0000
5.5200,0.0000,0.0000,-1.5636,-0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5810,-0.1087,0.0000,0.0000,0.0000,0.3550,0.727,0.727,0.727,0.727,10.1242,0.0000
5.5400,0.0000,0.0000,-1.5635,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5810,-0.1026,0.0000,0.0000,0.0000,0.3551,0.727,0.727,0.727,0.727,10.1198,0.0000
5.5600,0.0000,0.0000,-1.5634,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5809,-0.0966,0.0000,0.0000,0.0000,0.3552,0.727,0.727,0.727,0.727,10.1154,0.0000
5.5800,0.0000,0.0000,-1.5631,0.0159,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5806,-0.0907,0.0000,0.0000,0.0000,0.3553,0.727,0.727,0.727,0.727,10.1112,0.0000
5.6000,0.0000,0.0000,-1.5628,0.0217,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5803,-0.0848,0.0000,0.0000,0.0000,0.3554,0.727,0.727,0.727,0.727,10.1071,0.0000
5.6200,0.0000,0.0000,-1.5623,0.0274,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5798,-0.0790,0.0000,0.0000,0.0000,0.3554,0.727,0.727,0.727,0.727,10.1031,0.0000
5.6400,0.0000,0.0000,-1.5617,0.0330,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5792,-0.0734,0.0000,0.0000,0.0000,0.3555,0.727,0.727,0.727,0.727,10.0992,0.0000
5.6600,0.0000,0.0000,-1.5610,0.0386,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5785,-0.0678,0.0000,0.0000,0.0000,0.3556,0.727,0.727,0.727,0.727,10.0955,0.0000
5.6800,0.0000,0.0000,-1.5601,0.0441,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5777,-0.0622,0.0000,0.0000,0.0000,0.3557,0.728,0.728,0.728,0.728,10.0919,0.0000
5.7000,0.0000,0.0000,-1.5592,0.0495,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5767,-0.0568,0.0000,0.0000,0.0000,0.3558,0.728,0.728,0.728,0.728,10.0883,0.0000
5.7200,0.0000,0.0000,-1.5581,0.0549,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5757,-0.0514,0.0000,0.0000,0.0000,0.3558,0.728,0.728,0.728,0.728,10.0849,0.0000
5.7400,0.0000,0.0000,-1.5570,0.0602,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5745,-0.0461,0.0000,0.0000,0.0000,0.3559,0.728,0.728,0.728,0.728,10.0815,0.0000
5.7600,0.0000,0.0000,-1.5557,0.0654,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5733,-0.0408,0.0000,0.0000,0.0000,0.3560,0.728,0.728,0.728,0.728,10.0782,0.0000
5.7800,0.0000,0.0000,-1.5544,0.0705,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5719,-0.0356,0.0000,0.0000,0.0000,0.3560,0.728,0.728,0.728,0.728,10.0751,0.0000
5.8000,0.0000,0.0000,-1.5529,0.0756,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5705,-0.0305,0.0000,0.0000,0.0000,0.3561,0.728,0.728,0.728,0.728,10.0720,0.0000
5.8200,0.0000,0.0000,-1.5514,0.0807,0.0000,0.0000,0.0000,0.0000,0.0000,-1t=6.0 true_z=-1.5332 eskf_z=-1.5506 T=0.357 d=0.728
t=6.2 true_z=-1.4958 eskf_z=-1.5130 T=0.357 d=0.729
.5689,-0.0254,0.0000,0.0000,0.0000,0.3561,0.728,0.728,0.728,0.728,10.0689,0.0000
5.8400,0.0000,0.0000,-1.5497,0.0856,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5673,-0.0204,0.0000,0.0000,0.0000,0.3562,0.728,0.728,0.728,0.728,10.0660,0.0000
5.8600,0.0000,0.0000,-1.5479,0.0905,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5655,-0.0155,0.0000,0.0000,0.0000,0.3563,0.728,0.728,0.728,0.728,10.0631,0.0000
5.8800,0.0000,0.0000,-1.5461,0.0954,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5637,-0.0106,0.0000,0.0000,0.0000,0.3563,0.728,0.728,0.728,0.728,10.0603,0.0000
5.9000,0.0000,0.0000,-1.5441,0.1002,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5617,-0.0058,0.0000,0.0000,0.0000,0.3564,0.728,0.728,0.728,0.728,10.0575,0.0000
5.9200,0.0000,0.0000,-1.5421,0.1050,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5597,-0.0010,0.0000,0.0000,0.0000,0.3564,0.728,0.728,0.728,0.728,10.0548,0.0000
5.9400,0.0000,0.0000,-1.5399,0.1096,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5575,0.0037,0.0000,0.0000,0.0000,0.3565,0.728,0.728,0.728,0.728,10.0522,0.0000
5.9600,0.0000,0.0000,-1.5377,0.1143,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5553,0.0084,0.0000,0.0000,0.0000,0.3565,0.728,0.728,0.728,0.728,10.0496,0.0000
5.9800,0.0000,0.0000,-1.5354,0.1189,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5530,0.0130,0.0000,0.0000,0.0000,0.3565,0.728,0.728,0.728,0.728,10.0471,0.0000
6.0000,0.0000,0.0000,-1.5329,0.1234,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5506,0.0176,0.0000,0.0000,0.0000,0.3566,0.728,0.728,0.728,0.728,10.0446,0.0000
6.0200,0.0000,0.0000,-1.5304,0.1279,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5481,0.0221,0.0000,0.0000,0.0000,0.3566,0.728,0.728,0.728,0.728,10.0422,0.0000
6.0400,0.0000,0.0000,-1.5278,0.1324,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5455,0.0266,0.0000,0.0000,0.0000,0.3567,0.729,0.729,0.729,0.729,10.0398,0.0000
