time,cmd_roll,true_roll,eskf_roll,est_error,altitude
0.0000,0.000,0.000,0.017,-0.017,0.5000
0.0050,0.000,0.011,-0.031,0.042,0.5000
0.0100,0.000,0.036,-0.032,0.067,0.5000
0.0150,0.000,0.038,-0.046,0.085,0.4999
0.0200,0.000,0.081,-0.047,0.128,0.4998
0.0250,0.000,0.154,-0.036,0.190,0.4996
0.0300,0.000,0.209,-0.029,0.238,0.4994
0.0350,0.000,0.261,0.538,-0.277,0.4992
0.0400,0.000,0.263,0.528,-0.265,0.4988
0.0450,0.000,0.239,0.512,-0.273,0.4985
0.0500,0.000,0.200,0.438,-0.239,0.4981
0.0550,0.000,0.202,0.379,-0.177,0.4977
0.0600,0.000,0.227,0.355,-0.128,0.4972
0.0650,0.000,0.219,0.437,-0.218,0.4968
0.0700,0.000,0.182,0.441,-0.259,0.4964
0.0750,0.000,0.142,0.392,-0.249,0.4959
0.0800,0.000,0.151,0.364,-0.213,0.4955
0.0850,0.000,0.133,0.389,-0.256,0.4951
0.0900,0.000,0.029,0.370,-0.341,0.4946
0.0950,0.000,-0.073,0.382,-0.455,0.4942
0.1000,0.000,-0.235,1.521,-1.756,0.4938
0.1050,0.000,-0.434,1.452,-1.886,0.4934
0.1100,0.000,-0.582,1.322,-1.905,0.4929
0.1150,0.000,-0.628,1.203,-1.830,0.4924
0.1200,0.000,-0.631,1.139,-1.770,0.4918
0.1250,0.000,-0.655,1.076,-1.731,0.4912
0.1300,0.000,-0.697,0.736,-1.433,0.4905
0.1350,0.000,-0.781,0.717,-1.498,0.4898
0.1400,0.000,-0.906,0.653,-1.559,0.4890
0.1450,0.000,-1.006,0.578,-1.585,0.4882
0.1500,0.000,-1.071,0.497,-1.569,0.4873
0.1550,0.000,-1.096,0.406,-1.503,0.4865
0.1600,0.000,-1.040,0.364,-1.404,0.4856
0.1650,0.000,-0.970,0.566,-1.536,0.4848
0.1700,0.000,-0.900,0.569,-1.469,0.4840
0.1750,0.000,-0.894,0.619,-1.514,0.4831
0.1800,0.000,-1.018,0.599,-1.616,0.4822
0.1850,0.000,-1.104,0.489,-1.593,0.4812
0.1900,0.000,-1.100,0.450,-1.550,0.4802
0.1950,0.000,-1.160,0.934,-2.094,0.4792
0.2000,0.000,-1.244,0.872,-2.116,0.4781
0.2050,0.000,-1.357,0.854,-2.210,0.4769
0.2100,0.000,-1.517,0.797,-2.314,0.4757
0.2150,0.000,-1.645,0.811,-2.456,0.4745
0.2200,0.000,-1.772,0.741,-2.513,0.4733
0.2250,0.000,-1.905,0.657,-2.562,0.4721
0.2300,0.000,-2.043,0.193,-2.236,0.4710
0.2350,0.000,-2.153,0.096,-2.249,0.4698
0.2400,0.000,-2.245,0.057,-2.302,0.4687
0.2450,0.000,-2.384,-0.053,-2.331,0.4675
0.2500,0.000,-2.460,-0.268,-2.192,0.4664
0.2550,0.000,-2.374,-0.633,-1.741,0.4653
0.2600,0.000,-2.214,-0.635,-1.579,0.4642
0.2650,0.000,-2.085,-0.424,-1.661,0.4631
0.2700,0.000,-2.084,-0.256,-1.828,0.4620
0.2750,0.000,-2.101,-0.246,-1.854,0.4609
0.2800,0.000,-2.135,-0.234,-1.901,0.4598
0.2850,0.000,-2.190,-0.214,-1.976,0.4588
0.2900,0.000,-2.285,-0.166,-2.120,0.4577
0.2950,0.000,-2.442,-0.542,-1.900,0.4568
0.3000,0.000,-2.547,-0.651,-1.895,0.4558
0.3050,0.000,-2.538,-0.688,-1.850,0.4549
0.3100,0.000,-2.477,-0.451,-2.027,0.4540
0.3150,0.000,-2.451,-0.369,-2.082,0.4531
0.3200,0.000,-2.524,-0.284,-2.241,0.4522
0.3250,0.000,-2.683,-0.264,-2.419,0.4514
0.3300,0.000,-2.843,-0.338,-2.505,0.4506
0.3350,0.000,-2.929,-0.492,-2.437,0.4498
0.3400,0.000,-2.881,-0.639,-2.242,0.4491
0.3450,0.000,-2.747,-0.711,-2.036,0.4484
0.3500,0.000,-2.576,-0.765,-1.811,0.4477
0.3550,0.000,-2.391,-0.811,-1.580,0.4471
0.3600,0.000,-2.210,-1.219,-0.991,0.4466
0.3650,0.000,-2.101,-1.169,-0.932,0.4461
0.3700,0.000,-2.026,-1.081,-0.945,0.4455
0.3750,0.000,-2.006,-0.981,-1.025,0.4449
0.3800,0.000,-1.979,-0.871,-1.107,0.4443
0.3850,0.000,-1.995,-0.802,-1.193,0.4436
0.3900,0.000,-2.045,0.605,-2.649,0.4428
0.3950,0.000,-2.117,0.613,-2.730,0.4419
0.4000,0.000,-2.229,0.607,-2.836,0.4409
0.4050,0.000,-2.412,0.574,-2.985,0.4399
0.4100,0.000,-2.633,0.468,-3.101,0.4389
0.4150,0.000,-2.806,0.338,-3.144,0.4379
0.4200,0.000,-2.916,0.341,-3.257,0.4370
0.4250,0.000,-2.975,-0.104,-2.871,0.4360
0.4300,0.000,-3.015,-0.190,-2.825,0.4351
0.4350,0.000,-3.002,-0.246,-2.756,0.4342
0.4400,0.000,-2.950,-0.277,-2.674,0.4334
0.4450,0.000,-2.820,-0.325,-2.495,0.4325
0.4500,0.000,-2.613,-0.224,-2.389,0.4317
0.4550,0.000,-2.382,0.271,-2.653,0.4309
0.4600,0.000,-2.099,0.507,-2.606,0.4301
0.4650,0.000,-1.909,0.707,-2.616,0.4293
0.4700,0.000,-1.779,0.897,-2.676,0.4285
0.4750,0.000,-1.763,1.057,-2.820,0.4278
0.4800,0.000,-1.865,1.138,-3.003,0.4270
0.4850,0.000,-2.008,1.073,-3.081,0.4263
0.4900,0.000,-2.100,1.121,-3.221,0.4256
0.4950,0.000,-2.146,1.053,-3.200,0.4248
0.5000,0.000,-2.201,1.036,-3.237,0.4241
0.5050,0.000,-2.324,0.973,-3.297,0.4235
0.5100,0.000,-2.476,0.956,-3.432,0.4228
0.5150,0.000,-2.712,0.892,-3.603,0.4222
0.5200,0.000,-2.956,0.805,-3.762,0.4215
0.5250,0.000,-3.140,0.169,-3.309,0.4209
0.5300,0.000,-3.251,0.047,-3.299,0.4203
0.5350,0.000,-3.325,-0.162,-3.164,0.4197
0.5400,0.000,-3.333,-0.225,-3.108,0.4191
0.5450,0.000,-3.304,-0.288,-3.016,0.4185
0.5500,0.000,-3.209,-0.310,-2.899,0.4179
0.5550,0.000,-3.087,-0.234,-2.853,0.4172
0.5600,0.000,-3.006,-0.149,-2.857,0.4166
0.5650,0.000,-3.002,0.119,-3.121,0.4160
0.5700,0.000,-3.069,0.308,-3.378,0.4155
0.5750,0.000,-3.152,0.316,-3.468,0.4149
0.5800,0.000,-3.210,0.292,-3.501,0.4143
0.5850,0.000,-3.258,0.217,-3.474,0.4138
0.5900,0.000,-3.349,0.204,-3.553,0.4132
0.5950,0.000,-3.402,0.157,-3.559,0.4127
0.6000,0.000,-3.348,0.144,-3.492,0.4121
0.6050,0.000,-3.264,0.091,-3.355,0.4116
0.6100,0.000,-3.153,0.118,-3.271,0.4111
0.6150,0.000,-3.056,0.126,-3.181,0.4106
0.6200,0.000,-2.944,0.172,-3.117,0.4101
0.6250,0.000,-2.862,0.193,-3.055,0.4096
0.6300,0.000,-2.736,0.209,-2.945,0.4091
0.6350,0.000,-2.580,0.290,-2.870,0.4086
0.6400,0.000,-2.508,0.404,-2.912,0.4081
0.6450,0.000,-2.545,0.464,-3.009,0.4076
0.6500,0.000,-2.616,0.257,-2.873,0.4071
