t,px,py,pz,qw,qx,qy,qz,alt,tilt,yawrate,yawcmd,alt_est,tilt_est,m0,m1,m2,m3
0.9200,0.00001,-0.00014,0.17740,1.000000,-0.000009,-0.000000,0.000013,0.1763,0.000,0.0000,0.0000,0.1730,0.000,0.6528,0.6528,0.6528,0.6528
0.9400,0.00001,-0.00015,0.18658,1.000000,-0.000011,-0.000001,0.000013,0.1854,0.000,0.0000,0.0000,0.1822,0.000,0.6524,0.6524,0.6524,0.6524
0.9600,0.00001,-0.00016,0.19577,1.000000,-0.000014,-0.000001,0.000013,0.1946,0.000,0.0000,0.0000,0.1914,0.000,0.6522,0.6522,0.6522,0.6522
0.9800,0.00001,-0.00017,0.20497,1.000000,-0.000016,-0.000001,0.000013,0.2038,0.000,0.0000,0.0000,0.2006,0.000,0.6519,0.6519,0.6519,0.6519
1.0000,0.00001,-0.00018,0.21417,1.000000,-0.000018,-0.000001,0.000013,0.2130,0.000,0.0000,0.0000,0.2098,0.000,0.6517,0.6517,0.6517,0.6517
1.0200,0.00001,-0.00018,0.22337,1.000000,-0.000019,-0.000001,0.000013,0.2222,0.000,0.0000,0.0000,0.2190,0.000,0.6516,0.6516,0.6516,0.6516
1.0400,0.00001,-0.00019,0.23257,1.000000,-0.000021,-0.000001,0.000013,0.2314,0.000,0.0000,0.0000,0.2282,0.000,0.6515,0.6515,0.6515,0.6515
1.0600,0.00001,-0.00020,0.24178,1.000000,-0.000022,-0.000001,0.000013,0.2406,0.000,0.0000,0.0000,0.2374,0.000,0.6514,0.6514,0.6514,0.6514
1.0800,0.00001,-0.00021,0.25098,1.000000,-0.000024,-0.000001,0.000013,0.2498,0.000,0.0000,0.0000,0.2466,0.000,0.6513,0.6513,0.6513,0.6513
1.1000,0.00001,-0.00021,0.26017,1.000000,-0.000025,-0.000001,0.000013,0.2590,0.000,0.0000,0.0000,0.2558,0.000,0.6512,0.6512,0.6512,0.6512
1.1200,0.00001,-0.00022,0.26936,1.000000,-0.000026,-0.000001,0.000013,0.2682,0.000,0.0000,0.0000,0.2650,0.000,0.6512,0.6512,0.6512,0.6512
1.1400,0.00001,-0.00023,0.27855,1.000000,-0.000027,-0.000002,0.000013,0.2774,0.020,0.0000,0.0000,0.2742,0.000,0.6511,0.6511,0.6511,0.6511
1.1600,0.00001,-0.00023,0.28773,1.000000,-0.000028,-0.000002,0.000013,0.2866,0.020,0.0000,0.0000,0.2834,0.000,0.6511,0.6511,0.6511,0.6511
1.1800,0.00001,-0.00024,0.29691,1.000000,-0.000029,-0.000002,0.000013,0.2958,0.020,0.0000,0.0000,0.2926,0.000,0.6511,0.6511,0.6511,0.6511
1.2000,0.00001,-0.00025,0.30608,1.000000,-0.000030,-0.000002,0.000013,0.3049,0.020,0.0000,0.0000,0.3018,0.000,0.6510,0.6510,0.6510,0.6510
1.2200,0.00001,-0.00025,0.31525,1.000000,-0.000030,-0.000002,0.000013,0.3141,0.020,0.0000,0.0000,0.3110,0.000,0.6510,0.6510,0.6510,0.6510
1.2400,0.00002,-0.00026,0.32440,1.000000,-0.000031,-0.000002,0.000013,0.3233,0.020,0.0000,0.0000,0.3201,0.000,0.6510,0.6510,0.6510,0.6510
1.2600,0.00002,-0.00026,0.33355,1.000000,-0.000031,-0.000002,0.000013,0.3324,0.020,0.0000,0.0000,0.3293,0.000,0.6510,0.6510,0.6510,0.6510
1.2800,0.00002,-0.00027,0.34270,1.000000,-0.000032,-0.000002,0.000013,0.3416,0.000,0.0000,0.0000,0.3384,0.000,0.6510,0.6510,0.6510,0.6510
1.3000,0.00002,-0.00028,0.35183,1.000000,-0.000032,-0.000002,0.000013,0.3507,0.000,0.0000,0.0000,0.3476,0.000,0.6510,0.6510,0.6510,0.6510
1.3200,0.00002,-0.00028,0.36096,1.000000,-0.000033,-0.000002,0.000013,0.3598,0.000,0.0000,0.0000,0.3567,0.000,0.6510,0.6510,0.6510,0.6510
1.3400,0.00002,-0.00028,0.37008,1.000000,-0.000033,-0.000002,0.000013,0.3689,0.000,0.0000,0.0000,0.3659,0.000,0.6510,0.6510,0.6510,0.6510
1.3600,0.00002,-0.00029,0.37920,1.000000,-0.000033,-0.000002,0.000013,0.3781,0.000,0.0000,0.0000,0.3750,0.000,0.6510,0.6510,0.6510,0.6510
1.3800,0.00002,-0.00029,0.38831,1.000000,-0.000033,-0.000002,0.000013,0.3872,0.000,0.0000,0.0000,0.3841,0.000,0.6510,0.6510,0.6510,0.6510
1.4000,0.00002,-0.00030,0.39741,1.000000,-0.000034,-0.000002,0.000013,0.3963,0.000,0.0000,0.0000,0.3932,0.000,0.6510,0.6510,0.6510,0.6510
1.4200,0.00002,-0.00030,0.40650,1.000000,-0.000034,-0.000002,0.000013,0.4054,0.020,0.0000,0.0000,0.4023,0.000,0.6510,0.6510,0.6510,0.6510
1.4400,0.00002,-0.00030,0.41559,1.000000,-0.000034,-0.000002,0.000013,0.4145,0.020,0.0000,0.0000,0.4114,0.000,0.6510,0.6510,0.6510,0.6510
1.4600,0.00002,-0.00031,0.42467,1.000000,-0.000034,-0.000002,0.000013,0.4235,0.020,0.0000,0.0000,0.4205,0.000,0.6510,0.6510,0.6510,0.6510
1.4800,0.00002,-0.00031,0.43374,1.000000,-0.000034,-0.000002,0.000013,0.4326,0.020,0.0000,0.0000,0.4296,0.000,0.6510,0.6510,0.6510,0.6510
1.5000,0.00002,-0.00031,0.44280,1.000000,-0.000034,-0.000002,0.000013,0.4417,0.020,0.0000,0.0000,0.4386,0.000,0.6510,0.6510,0.6510,0.6510
1.5200,0.00002,-0.00031,0.45186,1.000000,-0.000034,-0.000002,0.000013,0.4507,0.020,0.0000,0.0000,0.4477,0.000,0.6510,0.6510,0.6510,0.6510
1.5400,0.00002,-0.00032,0.46091,1.000000,-0.000034,-0.000002,0.000013,0.4598,0.020,0.0000,0.0000,0.4568,0.000,0.6510,0.6510,0.6510,0.6510
1.5600,0.00002,-0.00032,0.46996,1.000000,-0.000034,-0.000002,0.000013,0.4688,0.020,0.0000,0.0000,0.4658,0.000,0.6510,0.6510,0.6510,0.6510
1.5800,0.00002,-0.00032,0.47899,1.000000,-0.000034,-0.000002,0.000013,0.4779,0.000,0.0000,0.0000,0.4749,0.000,0.6510,0.6510,0.6510,0.6510
1.6000,0.00002,-0.00032,0.48802,1.000000,-0.000034,-0.000002,0.000013,0.4869,0.000,0.0000,0.0000,0.4839,0.000,0.6510,0.6510,0.6510,0.6510
1.6200,0.00002,-0.00032,0.49684,1.000000,-0.000034,-0.000002,0.000013,0.4958,0.000,0.0000,0.0000,0.4928,0.000,0.5154,0.5154,0.5154,0.5154
1.6400,0.00002,-0.00032,0.50482,1.000000,-0.000034,-0.000002,0.000013,0.5039,0.000,0.0000,0.0000,0.5008,0.000,0.5275,0.5275,0.5275,0.5275
1.6600,0.00002,-0.00032,0.51173,1.000000,-0.000033,-0.000002,0.000013,0.5109,0.000,0.0000,0.0000,0.5079,0.000,0.5422,0.5422,0.5422,0.5422
1.6800,0.00002,-0.00032,0.51755,1.000000,-0.000033,-0.000002,0.000013,0.5169,0.000,0.0000,0.0000,0.5139,0.000,0.5567,0.5567,0.5567,0.5567
1.7000,0.00002,-0.00032,0.52237,1.000000,-0.000033,-0.000002,0.000013,0.5218,0.000,0.0000,0.0000,0.5189,0.000,0.5699,0.5699,0.5699,0.5699
1.7200,0.00002,-0.00032,0.52629,1.000000,-0.000033,-0.000002,0.000013,0.5258,0.000,0.0000,0.0000,0.5231,0.000,0.5816,0.5816,0.5816,0.5816
1.7400,0.00002,-0.00032,0.52943,1.000000,-0.000033,-0.000002,0.000012,0.5291,0.000,0.0000,0.0000,0.5264,0.000,0.5918,0.5918,0.5918,0.5918
1.7600,0.00002,-0.00032,0.53189,1.000000,-0.000033,-0.000002,0.000012,0.5316,0.000,0.0000,0.0000,0.5291,0.000,0.6007,0.6007,0.6007,0.6007
1.7800,0.00002,-0.00032,0.53377,1.000000,-0.000033,-0.000002,0.000012,0.5336,0.000,0.0000,0.0000,0.5311,0.000,0.6083,0.6083,0.6083,0.6083
1.8000,0.00002,-0.00032,0.53515,1.000000,-0.000032,-0.000002,0.000012,0.5350,0.000,0.0000,0.0000,0.5327,0.000,0.6150,0.6150,0.6150,0.6150
1.8200,0.00002,-0.00032,0.53610,1.000000,-0.000032,-0.000002,0.000012,0.5360,0.000,0.0000,0.0000,0.5338,0.000,0.6207,0.6207,0.6207,0.6207
1.8400,0.00002,-0.00032,0.53668,1.000000,-0.000032,-0.000002,0.000012,0.5366,0.000,0.0000,0.0000,0.5345,0.000,0.6256,0.6256,0.6256,0.6256
1.8600,0.00002,-0.00032,0.53696,1.000000,-0.000032,-0.000002,0.000012,0.5369,0.000,0.0000,0.0000,0.5349,0.000,0.6298,0.6298,0.6298,0.6298
1.8800,0.00002,-0.00031,0.53698,1.000000,-0.000032,-0.000002,0.000012,0.5370,0.000,0.0000,0.0000,0.5350,0.000,0.6335,0.6335,0.6335,0.6335
1.9000,0.00002,-0.00031,0.53678,1.000000,-0.000032,-0.000002,0.000012,0.5368,0.000,0.0000,0.0000,0.5349,0.000,0.6366,0.6366,0.6366,0.6366
1.9200,0.00002,-0.00031,0.53639,1.000000,-0.000032,-0.000002,0.000012,0.5364,0.000,0.0000,0.0000,0.5346,0.000,0.6393,0.6393,0.6393,0.6393
1.9400,0.00002,-0.00031,0.53586,1.000000,-0.000031,-0.000002,0.000012,0.5359,0.000,0.0000,0.0000,0.5341,0.000,0.6417,0.6417,0.6417,0.6417
1.9600,0.00002,-0.00030,0.53520,1.000000,-0.000031,-0.000002,0.000012,0.5353,0.000,0.0000,0.0000,0.5335,0.000,0.6437,0.6437,0.6437,0.6437
1.9800,0.00002,-0.00030,0.53444,1.000000,-0.000031,-0.000002,0.000012,0.5345,0.000,0.0000,0.0000,0.5328,0.000,0.6454,0.6454,0.6454,0.6454
2.0000,0.00002,-0.00030,0.53360,1.000000,-0.000031,-0.000002,0.000012,0.5337,0.000,0.0000,0.0000,0.5320,0.000,0.6469,0.6469,0.6469,0.6469
2.0200,0.00002,-0.00029,0.53269,1.000000,-0.000031,-0.000002,0.000012,0.5328,0.000,0.0000,0.0000,0.5311,0.000,0.6481,0.6481,0.6481,0.6481
2.0400,0.00002,-0.00029,0.53174,1.000000,-0.000030,-0.000002,0.000012,0.5319,0.000,0.0000,0.0000,0.5302,0.000,0.6492,0.6492,0.6492,0.6492
2.0600,0.00002,-0.00029,0.53075,1.000000,-0.000030,-0.000002,0.000012,0.5309,0.000,0.0000,0.0000,0.5292,0.000,0.6501,0.6501,0.6501,0.6501
2.0800,0.00002,-0.00028,0.52973,1.000000,-0.000030,-0.000002,0.000012,0.5299,0.000,0.0000,0.0000,0.5283,0.000,0.6509,0.6509,0.6509,0.6509
2.1000,0.00002,-0.00028,0.52870,1.000000,-0.000030,-0.000002,0.000012,0.5288,0.000,0.0000,0.0000,0.5272,0.000,0.6516,0.6516,0.6516,0.6516
2.1200,0.00002,-0.00027,0.52766,1.000000,-0.000030,-0.000002,0.000012,0.5278,0.020,0.0000,0.0000,0.5262,0.000,0.6521,0.6521,0.6521,0.6521
2.1400,0.00002,-0.00027,0.52661,1.000000,-0.000029,-0.000002,0.000012,0.5267,0.020,0.0000,0.0000,0.5252,0.000,0.6526,0.6526,0.6526,0.6526
2.1600,0.00002,-0.00026,0.52557,1.000000,-0.000029,-0.000002,0.000012,0.5257,0.020,0.0000,0.0000,0.5241,0.000,0.6529,0.6529,0.6529,0.6529
2.1800,0.00001,-0.00026,0.52453,1.000000,-0.000029,-0.000002,0.000012,0.5247,0.020,0.0000,0.0000,0.5231,0.000,0.6533,0.6533,0.6533,0.6533
2.2000,0.00001,-0.00025,0.52351,1.000000,-0.000029,-0.000002,0.000012,0.5236,0.020,0.0000,1.0000,0.5221,0.000,0.6535,0.6535,0.6535,0.6535
2.2200,0.00001,-0.00024,0.52249,0.999999,-0.000029,-0.000002,-0.001312,0.5226,0.000,0.2363,1.0000,0.5211,0.000,0.6833,0.6239,0.6833,0.6239
2.2400,0.00001,-0.00024,0.52148,0.999986,-0.000028,-0.000002,-0.005338,0.5216,0.000,0.4964,1.0000,0.5201,0.020,0.6727,0.6355,0.6727,0.6355
2.2600,0.00001,-0.00023,0.52049,0.999933,-0.000028,-0.000002,-0.011587,0.5206,0.000,0.6938,1.0000,0.5191,0.000,0.6652,0.6435,0.6652,0.6435
2.2800,0.00001,-0.00023,0.51952,0.999812,-0.000028,-0.000002,-0.019394,0.5196,0.000,0.8260,1.0000,0.5181,0.000,0.6604,0.6485,0.6604,0.6485
2.3000,0.00001,-0.00022,0.51857,0.999603,-0.000028,-0.000003,-0.028191,0.5187,0.000,0.9074,1.0000,0.5172,0.000,0.6576,0.6514,0.6576,0.6514
2.3200,0.00001,-0.00021,0.51765,0.999294,-0.000027,-0.000003,-0.037573,0.5178,0.000,0.9543,1.0000,0.5163,0.000,0.6560,0.6530,0.6560,0.6530
2.3400,0.00001,-0.00020,0.51676,0.998882,-0.000027,-0.000003,-0.047279,0.5169,0.000,0.9798,1.0000,0.5154,0.000,0.6551,0.6538,0.6551,0.6538
2.3600,0.00001,-0.00020,0.51590,0.998365,-0.000027,-0.000003,-0.057152,0.5160,0.000,0.9929,1.0000,0.5145,0.000,0.6547,0.6542,0.6547,0.6542
2.3800,0.00001,-0.00019,0.51506,0.997746,-0.000027,-0.000003,-0.067104,0.5152,0.000,0.9991,1.0000,0.5137,0.000,0.6545,0.6543,0.6545,0.6543
2.4000,0.00001,-0.00018,0.51424,0.997024,-0.000026,-0.000004,-0.077087,0.5143,0.000,1.0017,1.0000,0.5128,0.000,0.6544,0.6544,0.6544,0.6544
2.4200,0.00001,-0.00017,0.51346,0.996202,-0.000026,-0.000004,-0.087077,0.5136,0.000,1.0027,1.0000,0.5121,0.000,0.6543,0.6543,0.6543,0.6543
2.4400,0.00001,-0.00017,0.51269,0.995278,-0.000026,-0.000004,-0.097064,0.5128,0.000,1.0030,1.0000,0.5113,0.000,0.6542,0.6543,0.6542,0.6543
2.4600,0.00001,-0.00016,0.51196,0.994255,-0.000026,-0.000004,-0.107041,0.5120,0.000,1.0029,1.0000,0.5106,0.000,0.6542,0.6542,0.6542,0.6542
2.4800,0.00001,-0.00015,0.51125,0.993131,-0.000025,-0.000004,-0.117006,0.5113,0.000,1.0028,1.0000,0.5099,0.000,0.6541,0.6541,0.6541,0.6541
2.5000,0.00001,-0.00014,0.51056,0.991908,-0.000025,-0.000004,-0.126958,0.5106,0.000,1.0027,1.0000,0.5092,0.000,0.6541,0.6541,0.6541,0.6541
2.5200,0.00001,-0.00013,0.50990,0.990585,-0.000025,-0.000004,-0.136897,0.5100,0.000,1.0026,1.0000,0.5085,0.000,0.6540,0.6540,0.6540,0.6540
2.5400,0.00001,-0.00012,0.50926,0.989163,-0.000025,-0.000005,-0.146821,0.5093,0.000,1.0025,1.0000,0.5079,0.000,0.6539,0.6539,0.6539,0.6539
2.5600,0.00001,-0.00011,0.50864,0.987641,-0.000024,-0.000005,-0.156730,0.5087,0.000,1.0025,1.0000,0.5072,0.000,0.6539,0.6539,0.6539,0.6539
2.5800,0.00001,-0.00010,0.50804,0.986021,-0.000024,-0.000005,-0.166623,0.5081,0.000,1.0025,1.0000,0.5066,0.000,0.6538,0.6538,0.6538,0.6538
2.6000,0.00000,-0.00009,0.50746,0.984301,-0.000024,-0.000005,-0.176499,0.5075,0.000,1.0025,1.0000,0.5061,0.000,0.6537,0.6537,0.6537,0.6537
2.6200,0.00000,-0.00008,0.50691,0.982482,-0.000024,-0.000005,-0.186357,0.5070,0.000,1.0025,1.0000,0.5055,0.000,0.6537,0.6537,0.6537,0.6537
2.6400,0.00000,-0.00007,0.50637,0.980565,-0.000023,-0.000005,-0.196196,0.5064,0.000,1.0024,1.0000,0.5050,0.000,0.6536,0.6536,0.6536,0.6536
2.6600,0.00000,-0.00006,0.50585,0.978549,-0.000023,-0.000005,-0.206016,0.5059,0.000,1.0024,1.0000,0.5045,0.000,0.6535,0.6535,0.6535,0.6535
2.6800,0.00000,-0.00005,0.50535,0.976434,-0.000023,-0.000005,-0.215815,0.5054,0.000,1.0024,1.0000,0.5040,0.000,0.6535,0.6535,0.6535,0.6535
2.7000,0.00000,-0.00004,0.50487,0.974222,-0.000023,-0.000005,-0.225592,0.5049,0.000,1.0024,1.0000,0.5035,0.000,0.6534,0.6534,0.6534,0.6534
2.7200,0.00000,-0.00003,0.50440,0.971912,-0.000022,-0.000005,-0.235346,0.5045,0.000,1.0024,1.0000,0.5030,0.020,0.6534,0.6534,0.6534,0.6534
2.7400,0.00000,-0.00002,0.50395,0.969504,-0.000022,-0.000006,-0.245077,0.5040,0.000,1.0024,1.0000,0.5026,0.000,0.6533,0.6533,0.6533,0.6533
2.7600,0.00000,-0.00001,0.50352,0.966998,-0.000022,-0.000006,-0.254783,0.5036,0.000,1.0024,1.0000,0.5021,0.000,0.6532,0.6532,0.6532,0.6532
2.7800,-0.00000,0.00001,0.50310,0.964396,-0.000022,-0.000006,-0.264464,0.5032,0.000,1.0024,1.0000,0.5017,0.000,0.6532,0.6532,0.6532,0.6532
2.8000,-0.00000,0.00002,0.50270,0.961696,-0.000021,-0.000006,-0.274118,0.5027,0.000,1.0024,1.0000,0.5013,0.000,0.6531,0.6531,0.6531,0.6531
2.8200,-0.00000,0.00003,0.50231,0.958900,-0.000021,-0.000006,-0.283744,0.5024,0.000,1.0024,1.0000,0.5009,0.020,0.6531,0.6531,0.6531,0.6531
2.8400,-0.00000,0.00004,0.50193,0.956008,-0.000021,-0.000006,-0.293342,0.5020,0.000,1.0024,1.0000,0.5005,0.000,0.6530,0.6530,0.6530,0.6530
2.8600,-0.00000,0.00005,0.50157,0.953019,-0.000021,-0.000006,-0.302910,0.5016,0.000,1.0024,1.0000,0.5002,0.000,0.6530,0.6530,0.6530,0.6530
2.8800,-0.00000,0.00007,0.50122,0.949935,-0.000020,-0.000006,-0.312448,0.5013,0.000,1.0024,1.0000,0.4998,0.000,0.6529,0.6529,0.6529,0.6529
2.9000,-0.00000,0.00008,0.50088,0.946755,-0.000020,-0.000006,-0.321955,0.5009,0.000,1.0024,1.0000,0.4995,0.000,0.6529,0.6529,0.6529,0.6529
2.9200,-0.00000,0.00009,0.50055,0.943480,-0.000020,-0.000006,-0.331429,0.5006,0.000,1.0024,1.0000,0.4992,0.000,0.6528,0.6528,0.6528,0.6528
2.9400,-0.00000,0.00010,0.50024,0.940111,-0.000020,-0.000006,-0.340870,0.5003,0.000,1.0024,1.0000,0.4989,0.000,0.6528,0.6528,0.6528,0.6528
2.9600,-0.00001,0.00012,0.49993,0.936647,-0.000019,-0.000006,-0.350276,0.5000,0.000,1.0024,1.0000,0.4985,0.000,0.6528,0.6528,0.6528,0.6528
2.9800,-0.00001,0.00013,0.49963,0.933088,-0.000019,-0.000007,-0.359647,0.4997,0.000,1.0024,1.0000,0.4983,0.020,0.6527,0.6527,0.6527,0.6527
3.0000,-0.00001,0.00014,0.49935,0.929436,-0.000019,-0.000007,-0.368982,0.4994,0.000,1.0024,1.0000,0.4980,0.000,0.6527,0.6527,0.6527,0.6527
3.0200,-0.00001,0.00016,0.49907,0.925691,-0.000019,-0.000007,-0.378280,0.4991,0.000,1.0024,1.0000,0.4977,0.000,0.6527,0.6527,0.6527,0.6527
