t,px,py,pz,qw,qx,qy,qz,alt,tilt,yawrate,yawcmd,alt_est,tilt_est,m0,m1,m2,m3
3.0400,-0.00001,0.00017,0.49881,0.921853,-0.000018,-0.000007,-0.387540,0.4988,0.000,1.0024,1.0000,0.4974,0.000,0.6526,0.6526,0.6526,0.6526
3.0600,-0.00001,0.00019,0.49855,0.917922,-0.000018,-0.000007,-0.396761,0.4986,0.000,1.0024,1.0000,0.4972,0.000,0.6526,0.6526,0.6526,0.6526
3.0800,-0.00001,0.00020,0.49830,0.913899,-0.000018,-0.000007,-0.405942,0.4983,0.000,1.0024,1.0000,0.4969,0.020,0.6526,0.6526,0.6526,0.6526
3.1000,-0.00001,0.00021,0.49805,0.909784,-0.000018,-0.000007,-0.415083,0.4981,0.000,1.0024,1.0000,0.4967,0.000,0.6525,0.6525,0.6525,0.6525
3.1200,-0.00001,0.00023,0.49782,0.905577,-0.000017,-0.000007,-0.424181,0.4978,0.000,1.0024,1.0000,0.4965,0.000,0.6525,0.6525,0.6525,0.6525
3.1400,-0.00001,0.00024,0.49759,0.901280,-0.000017,-0.000007,-0.433237,0.4976,0.000,1.0024,1.0000,0.4962,0.000,0.6525,0.6525,0.6525,0.6525
3.1600,-0.00001,0.00026,0.49737,0.896892,-0.000017,-0.000007,-0.442250,0.4974,0.000,1.0024,1.0000,0.4960,0.000,0.6524,0.6524,0.6524,0.6524
3.1800,-0.00001,0.00027,0.49716,0.892414,-0.000017,-0.000007,-0.451218,0.4972,0.000,1.0024,1.0000,0.4958,0.000,0.6524,0.6524,0.6524,0.6524
3.2000,-0.00001,0.00029,0.49695,0.887846,-0.000016,-0.000007,-0.460140,0.4970,0.000,1.0024,1.0000,0.4956,0.000,0.6524,0.6524,0.6524,0.6524
3.2200,-0.00001,0.00030,0.49675,0.883189,-0.000016,-0.000007,-0.469016,0.4968,0.000,1.0024,1.0000,0.4954,0.000,0.6524,0.6524,0.6524,0.6524
3.2400,-0.00001,0.00032,0.49656,0.878444,-0.000016,-0.000007,-0.477846,0.4966,0.020,1.0024,1.0000,0.4952,0.000,0.6523,0.6523,0.6523,0.6523
3.2600,-0.00001,0.00033,0.49637,0.873610,-0.000016,-0.000007,-0.486627,0.4964,0.000,1.0024,1.0000,0.4950,0.000,0.6523,0.6523,0.6523,0.6523
3.2800,-0.00001,0.00035,0.49618,0.868688,-0.000015,-0.000008,-0.495359,0.4962,0.000,1.0024,1.0000,0.4948,0.000,0.6523,0.6523,0.6523,0.6523
3.3000,-0.00001,0.00036,0.49601,0.863680,-0.000015,-0.000008,-0.504041,0.4960,0.000,1.0024,1.0000,0.4947,0.000,0.6523,0.6523,0.6523,0.6523
3.3200,-0.00001,0.00038,0.49583,0.858584,-0.000015,-0.000008,-0.512673,0.4959,0.000,1.0024,1.0000,0.4945,0.000,0.6522,0.6523,0.6522,0.6523
3.3400,-0.00001,0.00039,0.49567,0.853402,-0.000015,-0.000008,-0.521253,0.4957,0.000,1.0024,1.0000,0.4943,0.000,0.6522,0.6522,0.6522,0.6522
3.3600,-0.00001,0.00041,0.49550,0.848134,-0.000014,-0.000008,-0.529781,0.4955,0.000,1.0024,1.0000,0.4942,0.000,0.6522,0.6522,0.6522,0.6522
3.3800,-0.00002,0.00043,0.49534,0.842782,-0.000014,-0.000008,-0.538256,0.4954,0.000,1.0024,1.0000,0.4940,0.000,0.6522,0.6522,0.6522,0.6522
3.4000,-0.00002,0.00044,0.49519,0.837344,-0.000014,-0.000008,-0.546676,0.4952,0.000,1.0024,0.0000,0.4939,0.020,0.6522,0.6522,0.6522,0.6522
3.4200,-0.00002,0.00046,0.49503,0.832557,-0.000014,-0.000008,-0.553939,0.4950,0.000,0.7660,0.0000,0.4937,0.000,0.6223,0.6818,0.6223,0.6818
3.4400,-0.00002,0.00048,0.49486,0.829220,-0.000013,-0.000008,-0.558922,0.4949,0.000,0.5059,0.0000,0.4936,0.020,0.6338,0.6710,0.6338,0.6710
3.4600,-0.00002,0.00049,0.49470,0.827105,-0.000013,-0.000008,-0.562047,0.4947,0.000,0.3085,0.0000,0.4934,0.000,0.6416,0.6633,0.6416,0.6633
3.4800,-0.00002,0.00051,0.49454,0.825858,-0.000013,-0.000008,-0.563878,0.4946,0.000,0.1764,0.0000,0.4932,0.020,0.6465,0.6584,0.6465,0.6584
3.5000,-0.00002,0.00053,0.49439,0.825168,-0.000013,-0.000008,-0.564888,0.4944,0.000,0.0950,0.0000,0.4931,0.000,0.6493,0.6555,0.6493,0.6555
3.5200,-0.00002,0.00054,0.49424,0.824808,-0.000013,-0.000008,-0.565413,0.4943,0.000,0.0480,0.0000,0.4929,0.000,0.6509,0.6539,0.6509,0.6539
3.5400,-0.00002,0.00056,0.49410,0.824633,-0.000013,-0.000008,-0.565668,0.4941,0.000,0.0225,0.0000,0.4928,0.000,0.6516,0.6530,0.6516,0.6530
3.5600,-0.00002,0.00058,0.49397,0.824556,-0.000012,-0.000008,-0.565780,0.4940,0.000,0.0095,0.0000,0.4927,0.000,0.6520,0.6525,0.6520,0.6525
3.5800,-0.00002,0.00059,0.49384,0.824526,-0.000012,-0.000008,-0.565824,0.4939,0.000,0.0033,0.0000,0.4926,0.000,0.6522,0.6523,0.6522,0.6523
3.6000,-0.00002,0.00061,0.49372,0.824518,-0.000012,-0.000008,-0.565835,0.4937,0.000,0.0006,0.0000,0.4924,0.000,0.6522,0.6522,0.6522,0.6522
3.6200,-0.00002,0.00063,0.49360,0.824519,-0.000012,-0.000008,-0.565835,0.4936,0.000,-0.0004,0.0000,0.4923,0.000,0.6522,0.6521,0.6522,0.6521
3.6400,-0.00002,0.00065,0.49348,0.824522,-0.000012,-0.000008,-0.565830,0.4935,0.000,-0.0006,0.0000,0.4922,0.000,0.6521,0.6521,0.6521,0.6521
3.6600,-0.00002,0.00067,0.49337,0.824526,-0.000012,-0.000008,-0.565825,0.4934,0.000,-0.0006,0.0000,0.4921,0.000,0.6521,0.6521,0.6521,0.6521
3.6800,-0.00002,0.00068,0.49326,0.824528,-0.000012,-0.000008,-0.565820,0.4933,0.000,-0.0005,0.0000,0.4920,0.000,0.6521,0.6521,0.6521,0.6521
3.7000,-0.00002,0.00070,0.49316,0.824531,-0.000011,-0.000008,-0.565817,0.4932,0.000,-0.0004,0.0000,0.4919,0.000,0.6521,0.6520,0.6521,0.6520
3.7200,-0.00002,0.00072,0.49306,0.824532,-0.000011,-0.000008,-0.565815,0.4931,0.000,-0.0003,0.0000,0.4918,0.000,0.6520,0.6520,0.6520,0.6520
3.7400,-0.00002,0.00074,0.49296,0.824534,-0.000011,-0.000008,-0.565813,0.4930,0.020,-0.0002,0.0000,0.4917,0.000,0.6520,0.6520,0.6520,0.6520
3.7600,-0.00002,0.00076,0.49286,0.824535,-0.000011,-0.000008,-0.565811,0.4929,0.000,-0.0002,0.0000,0.4916,0.000,0.6520,0.6520,0.6520,0.6520
3.7800,-0.00002,0.00077,0.49277,0.824536,-0.000011,-0.000008,-0.565810,0.4928,0.000,-0.0002,0.0000,0.4915,0.000,0.6520,0.6520,0.6520,0.6520
3.8000,-0.00002,0.00079,0.49267,0.824537,-0.000011,-0.000008,-0.565808,0.4927,0.000,-0.0002,0.0000,0.4914,0.000,0.6520,0.6520,0.6520,0.6520
3.8200,-0.00002,0.00081,0.49258,0.824538,-0.000011,-0.000008,-0.565807,0.4926,0.000,-0.0001,0.0000,0.4913,0.000,0.6520,0.6520,0.6520,0.6520
3.8400,-0.00002,0.00083,0.49250,0.824538,-0.000011,-0.000008,-0.565806,0.4925,0.000,-0.0001,0.0000,0.4913,0.020,0.6519,0.6519,0.6519,0.6519
3.8600,-0.00002,0.00085,0.49241,0.824539,-0.000010,-0.000008,-0.565805,0.4924,0.000,-0.0001,0.0000,0.4912,0.020,0.6519,0.6519,0.6519,0.6519
3.8800,-0.00002,0.00087,0.49232,0.824540,-0.000010,-0.000008,-0.565804,0.4923,0.000,-0.0001,0.0000,0.4911,0.000,0.6519,0.6519,0.6519,0.6519
3.9000,-0.00002,0.00089,0.49224,0.824541,-0.000010,-0.000008,-0.565803,0.4923,0.000,-0.0001,0.0000,0.4910,0.000,0.6519,0.6519,0.6519,0.6519
3.9200,-0.00002,0.00091,0.49216,0.824542,-0.000010,-0.000008,-0.565801,0.4922,0.000,-0.0001,0.0000,0.4909,0.000,0.6519,0.6519,0.6519,0.6519
3.9400,-0.00002,0.00093,0.49208,0.824542,-0.000010,-0.000008,-0.565800,0.4921,0.000,-0.0001,0.0000,0.4909,0.000,0.6519,0.6519,0.6519,0.6519
3.9600,-0.00003,0.00094,0.49200,0.824543,-0.000010,-0.000009,-0.565799,0.4920,0.020,-0.0001,0.0000,0.4908,0.000,0.6519,0.6519,0.6519,0.6519
3.9800,-0.00003,0.00096,0.49192,0.824544,-0.000010,-0.000009,-0.565798,0.4919,0.000,-0.0001,0.0000,0.4907,0.000,0.6519,0.6519,0.6519,0.6519
4.0000,-0.00003,0.00098,0.49185,0.824545,-0.000010,-0.000009,-0.565797,0.4919,0.000,-0.0001,0.0000,0.4906,0.020,0.6519,0.6519,0.6519,0.6519
4.0200,-0.00003,0.00100,0.49158,0.824545,-0.000010,-0.000009,-0.565796,0.4916,0.000,-0.0001,0.0000,0.4904,0.000,0.5282,0.5282,0.5282,0.5282
4.0400,-0.00003,0.00102,0.49055,0.824546,-0.000009,-0.000009,-0.565795,0.4907,0.000,-0.0001,0.0000,0.4895,0.000,0.5430,0.5430,0.5430,0.5430
4.0600,-0.00003,0.00104,0.48855,0.824547,-0.000009,-0.000009,-0.565793,0.4889,0.000,-0.0001,0.0000,0.4876,0.000,0.5594,0.5594,0.5594,0.5594
4.0800,-0.00003,0.00106,0.48561,0.824548,-0.000009,-0.000009,-0.565792,0.4860,0.000,-0.0001,0.0000,0.4848,0.000,0.5745,0.5745,0.5745,0.5745
4.1000,-0.00003,0.00108,0.48182,0.824549,-0.000009,-0.000009,-0.565791,0.4823,0.020,-0.0001,0.0000,0.4812,0.000,0.5876,0.5876,0.5876,0.5876
4.1200,-0.00003,0.00110,0.47730,0.824549,-0.000009,-0.000009,-0.565790,0.4779,0.000,-0.0001,0.0000,0.4769,0.000,0.5988,0.5988,0.5988,0.5988
4.1400,-0.00003,0.00112,0.47216,0.824550,-0.000009,-0.000009,-0.565789,0.4728,0.000,-0.0001,0.0000,0.4719,0.020,0.6080,0.6080,0.6080,0.6080
4.1600,-0.00003,0.00114,0.46650,0.824551,-0.000009,-0.000009,-0.565788,0.4672,0.000,-0.0001,0.0000,0.4664,0.000,0.6157,0.6157,0.6157,0.6157
4.1800,-0.00003,0.00116,0.46041,0.824552,-0.000009,-0.000009,-0.565786,0.4612,0.000,-0.0001,0.0000,0.4605,0.000,0.6221,0.6221,0.6221,0.6221
4.2000,-0.00003,0.00118,0.45397,0.824553,-0.000009,-0.000009,-0.565785,0.4548,0.000,-0.0001,0.0000,0.4541,0.000,0.6273,0.6273,0.6273,0.6273
4.2200,-0.00003,0.00120,0.44723,0.824553,-0.000009,-0.000009,-0.565784,0.4481,0.000,-0.0001,0.0000,0.4475,0.000,0.6316,0.6316,0.6316,0.6316
4.2400,-0.00003,0.00123,0.44024,0.824554,-0.000009,-0.000009,-0.565783,0.4411,0.000,-0.0001,0.0000,0.4406,0.000,0.6352,0.6352,0.6352,0.6352
4.2600,-0.00003,0.00125,0.43306,0.824555,-0.000008,-0.000009,-0.565782,0.4340,0.000,-0.0001,0.0000,0.4335,0.000,0.6381,0.6381,0.6381,0.6381
4.2800,-0.00003,0.00127,0.42571,0.824556,-0.000008,-0.000010,-0.565781,0.4266,0.000,-0.0001,0.0000,0.4262,0.000,0.6405,0.6405,0.6405,0.6405
4.3000,-0.00003,0.00129,0.41823,0.824557,-0.000008,-0.000010,-0.565780,0.4192,0.000,-0.0001,0.0000,0.4188,0.020,0.6425,0.6425,0.6425,0.6425
4.3200,-0.00003,0.00131,0.41063,0.824557,-0.000008,-0.000010,-0.565778,0.4116,0.000,-0.0001,0.0000,0.4113,0.020,0.6442,0.6442,0.6442,0.6442
4.3400,-0.00004,0.00133,0.40295,0.824558,-0.000008,-0.000010,-0.565777,0.4039,0.000,-0.0001,0.0000,0.4036,0.000,0.6455,0.6455,0.6455,0.6455
4.3600,-0.00004,0.00135,0.39518,0.824559,-0.000008,-0.000010,-0.565776,0.3962,0.000,-0.0001,0.0000,0.3959,0.000,0.6467,0.6467,0.6467,0.6467
4.3800,-0.00004,0.00137,0.38736,0.824560,-0.000008,-0.000010,-0.565775,0.3883,0.000,-0.0001,0.0000,0.3881,0.000,0.6476,0.6476,0.6476,0.6476
4.4000,-0.00004,0.00139,0.37948,0.824560,-0.000008,-0.000010,-0.565774,0.3805,0.000,-0.0001,0.0000,0.3803,0.000,0.6484,0.6484,0.6484,0.6484
4.4200,-0.00004,0.00141,0.37157,0.824561,-0.000008,-0.000010,-0.565773,0.3726,0.020,-0.0001,0.0000,0.3724,0.000,0.6490,0.6490,0.6490,0.6490
4.4400,-0.00004,0.00144,0.36362,0.824562,-0.000008,-0.000010,-0.565772,0.3646,0.000,-0.0001,0.0000,0.3644,0.000,0.6495,0.6495,0.6495,0.6495
4.4600,-0.00004,0.00146,0.35564,0.824563,-0.000008,-0.000010,-0.565771,0.3566,0.000,-0.0001,0.0000,0.3565,0.020,0.6500,0.6500,0.6500,0.6500
4.4800,-0.00004,0.00148,0.34764,0.824564,-0.000008,-0.000010,-0.565769,0.3486,0.000,-0.0001,0.0000,0.3485,0.028,0.6503,0.6503,0.6503,0.6503
4.5000,-0.00004,0.00150,0.33963,0.824564,-0.000007,-0.000010,-0.565768,0.3406,0.000,-0.0001,0.0000,0.3405,0.000,0.6506,0.6506,0.6506,0.6506
4.5200,-0.00004,0.00152,0.33160,0.824565,-0.000007,-0.000010,-0.565767,0.3326,0.000,-0.0001,0.0000,0.3325,0.000,0.6509,0.6509,0.6509,0.6509
4.5400,-0.00004,0.00155,0.32356,0.824566,-0.000007,-0.000010,-0.565766,0.3246,0.000,-0.0001,0.0000,0.3244,0.000,0.6511,0.6511,0.6511,0.6511
4.5600,-0.00004,0.00157,0.31551,0.824567,-0.000007,-0.000010,-0.565765,0.3165,0.000,-0.0001,0.0000,0.3164,0.000,0.6512,0.6512,0.6512,0.6512
4.5800,-0.00005,0.00159,0.30746,0.824567,-0.000007,-0.000010,-0.565764,0.3085,0.000,-0.0001,0.0000,0.3084,0.000,0.6514,0.6514,0.6514,0.6514
4.6000,-0.00005,0.00161,0.29940,0.824568,-0.000007,-0.000011,-0.565763,0.3004,0.000,-0.0001,0.0000,0.3003,0.020,0.6515,0.6515,0.6515,0.6515
4.6200,-0.00005,0.00163,0.29133,0.824569,-0.000007,-0.000011,-0.565762,0.2923,0.000,-0.0001,0.0000,0.2923,0.000,0.6516,0.6516,0.6516,0.6516
4.6400,-0.00005,0.00166,0.28327,0.824570,-0.000007,-0.000011,-0.565760,0.2843,0.000,-0.0001,0.0000,0.2842,0.000,0.6516,0.6516,0.6516,0.6516
4.6600,-0.00005,0.00168,0.27520,0.824570,-0.000007,-0.000011,-0.565759,0.2762,0.000,-0.0001,0.0000,0.2761,0.000,0.6517,0.6517,0.6517,0.6517
4.6800,-0.00005,0.00170,0.26714,0.824571,-0.000007,-0.000011,-0.565758,0.2681,0.000,-0.0001,0.0000,0.2681,0.000,0.6518,0.6518,0.6518,0.6518
4.7000,-0.00005,0.00172,0.25907,0.824572,-0.000007,-0.000011,-0.565757,0.2601,0.000,-0.0001,0.0000,0.2600,0.000,0.6518,0.6518,0.6518,0.6518
4.7200,-0.00005,0.00175,0.25101,0.824573,-0.000006,-0.000011,-0.565756,0.2520,0.000,-0.0001,0.0000,0.2519,0.000,0.6518,0.6518,0.6518,0.6518
4.7400,-0.00006,0.00177,0.24294,0.824574,-0.000006,-0.000011,-0.565755,0.2439,0.000,-0.0001,0.0000,0.2439,0.000,0.6519,0.6519,0.6519,0.6519
4.7600,-0.00006,0.00179,0.23488,0.824574,-0.000006,-0.000011,-0.565754,0.2359,0.000,-0.0001,0.0000,0.2358,0.020,0.6519,0.6519,0.6519,0.6519
4.7800,-0.00006,0.00182,0.22682,0.824575,-0.000006,-0.000011,-0.565753,0.2278,0.000,-0.0001,0.0000,0.2278,0.000,0.6519,0.6519,0.6519,0.6519
4.8000,-0.00006,0.00184,0.21876,0.824576,-0.000006,-0.000011,-0.565751,0.2198,0.000,-0.0001,0.0000,0.2197,0.000,0.6519,0.6519,0.6519,0.6519
4.8200,-0.00006,0.00186,0.21070,0.824577,-0.000006,-0.000011,-0.565750,0.2117,0.000,-0.0001,0.0000,0.2117,0.000,0.6519,0.6519,0.6519,0.6519
4.8400,-0.00006,0.00189,0.20264,0.824577,-0.000006,-0.000011,-0.565749,0.2036,0.000,-0.0001,0.0000,0.2036,0.000,0.6519,0.6519,0.6519,0.6519
4.8600,-0.00007,0.00191,0.19459,0.824578,-0.000006,-0.000011,-0.565748,0.1956,0.000,-0.0001,0.0000,0.1956,0.000,0.6519,0.6519,0.6519,0.6519
4.8800,-0.00007,0.00193,0.18654,0.824579,-0.000006,-0.000011,-0.565747,0.1875,0.000,-0.0001,0.0000,0.1875,0.000,0.6519,0.6519,0.6519,0.6519
4.9000,-0.00007,0.00196,0.17849,0.824580,-0.000006,-0.000012,-0.565746,0.1795,0.000,-0.0001,0.0000,0.1795,0.020,0.6519,0.6519,0.6519,0.6519
4.9200,-0.00007,0.00198,0.17044,0.824580,-0.000006,-0.000012,-0.565745,0.1714,0.000,-0.0001,0.0000,0.1714,0.020,0.6519,0.6519,0.6519,0.6519
4.9400,-0.00007,0.00200,0.16240,0.824581,-0.000006,-0.000012,-0.565744,0.1634,0.000,-0.0001,0.0000,0.1634,0.028,0.6519,0.6519,0.6519,0.6519
4.9600,-0.00007,0.00203,0.15436,0.824582,-0.000005,-0.000012,-0.565743,0.1554,0.000,-0.0001,0.0000,0.1553,0.000,0.6519,0.6519,0.6519,0.6519
4.9800,-0.00008,0.00205,0.14632,0.824583,-0.000005,-0.000012,-0.565741,0.1473,0.000,-0.0001,0.0000,0.1473,0.000,0.6519,0.6519,0.6519,0.6519
5.0000,-0.00008,0.00208,0.13828,0.824583,-0.000005,-0.000012,-0.565740,0.1393,0.000,-0.0001,0.0000,0.1393,0.000,0.6519,0.6519,0.6519,0.6519
5.0200,-0.00008,0.00210,0.13025,0.824584,-0.000005,-0.000012,-0.565739,0.1313,0.000,-0.0001,0.0000,0.1312,0.000,0.6519,0.6519,0.6519,0.6519
5.0400,-0.00008,0.00212,0.12222,0.824585,-0.000005,-0.000012,-0.565738,0.1232,0.000,-0.0001,0.0000,0.1232,0.000,0.6519,0.6519,0.6519,0.6519
5.0600,-0.00008,0.00215,0.11419,0.824586,-0.000005,-0.000012,-0.565737,0.1152,0.000,-0.0001,0.0000,0.1152,0.020,0.6519,0.6519,0.6519,0.6519
5.0800,-0.00009,0.00217,0.10617,0.824586,-0.000005,-0.000012,-0.565736,0.1072,0.020,-0.0001,0.0000,0.1072,0.000,0.6519,0.6519,0.6519,0.6519
5.1000,-0.00009,0.00220,0.09814,0.824587,-0.000005,-0.000012,-0.565735,0.0991,0.020,-0.0001,0.0000,0.0991,0.000,0.6519,0.6519,0.6519,0.6519
5.1200,-0.00009,0.00222,0.08923,0.824588,-0.000016,-0.000005,-0.565734,0.0905,0.000,-0.0001,0.0000,0.0904,0.000,0.0105,0.0105,0.0000,0.0000
5.1400,-0.00009,0.00225,0.07719,0.824589,-0.000014,-0.000008,-0.565732,0.0789,0.000,-0.0001,0.0000,0.0787,0.000,0.0109,0.0110,0.0000,0.0000
5.1600,-0.00010,0.00227,0.06135,0.824589,-0.000012,-0.000007,-0.565732,0.0635,0.000,-0.0001,0.0000,0.0634,0.020,0.0070,0.0068,0.0000,0.0000
5.1800,-0.00010,0.00230,0.04161,0.824590,-0.000011,-0.000007,-0.565731,0.0443,0.000,-0.0001,0.0000,0.0443,0.000,0.0000,0.0000,0.0000,0.0054
5.2000,-0.00010,0.00232,0.01794,0.824591,-0.000009,-0.000008,-0.565729,0.0211,0.000,-0.0001,0.0000,0.0214,0.000,0.0000,0.0000,0.0046,0.0051
5.2200,-0.00010,0.00234,0.00159,0.824591,-0.000007,-0.000007,-0.565729,0.0021,0.000,-0.0000,0.0000,0.0013,0.000,0.0061,0.0000,0.0000,0.0075
5.2400,-0.00010,0.00234,0.00273,0.824591,-0.000004,-0.000004,-0.565729,0.0023,0.000,-0.0000,0.0000,-0.0009,0.000,0.0054,0.0000,0.0000,0.0072
5.2600,-0.00010,0.00234,0.00590,0.824591,-0.000002,-0.000002,-0.565729,0.0055,0.000,-0.0000,0.0000,0.0003,0.000,0.0000,0.0047,0.0000,0.0069
5.2800,-0.00010,0.00234,0.00805,0.824591,-0.000001,-0.000001,-0.565729,0.0078,0.000,-0.0000,0.0000,0.0012,0.000,0.0000,0.0051,0.0000,0.0068
5.3000,-0.00010,0.00234,0.00921,0.824591,-0.000000,-0.000000,-0.565729,0.0091,0.000,-0.0000,0.0000,0.0015,0.000,0.0000,0.0052,0.0000,0.0068
5.3200,-0.00010,0.00234,0.00977,0.824591,-0.000000,-0.000000,-0.565729,0.0097,0.000,-0.0000,0.0000,0.0016,0.000,0.0000,0.0053,0.0000,0.0067
5.3400,-0.00010,0.00234,0.01002,0.824591,-0.000000,-0.000000,-0.565729,0.0100,0.000,-0.0000,0.0000,0.0014,0.000,0.0000,0.0053,0.0000,0.0067
5.3600,-0.00010,0.00234,0.01012,0.824591,-0.000000,-0.000000,-0.565729,0.0101,0.000,-0.0000,0.0000,0.0013,0.000,0.0000,0.0053,0.0000,0.0068
5.3800,-0.00010,0.00234,0.01016,0.824591,-0.000000,-0.000000,-0.565729,0.0102,0.000,-0.0000,0.0000,0.0012,0.000,0.0000,0.0052,0.0000,0.0068
5.4000,-0.00010,0.00234,0.01018,0.824591,-0.000000,-0.000000,-0.565729,0.0102,0.000,-0.0000,0.0000,0.0011,0.000,0.0000,0.0052,0.0000,0.0068
5.4200,-0.00010,0.00234,0.01019,0.824591,-0.000000,-0.000000,-0.565729,0.0102,0.000,-0.0000,0.0000,0.0010,0.000,0.0000,0.0052,0.0000,0.0068
5.4400,-0.00010,0.00234,0.01019,0.824591,-0.000000,-0.000000,-0.565729,0.0102,0.000,-0.0000,0.0000,0.0010,0.000,0.0000,0.0051,0.0000,0.0068
5.4600,-0.00010,0.00234,0.01019,0.824591,0.000000,-0.000000,-0.565729,0.0102,0.000,-0.0000,0.0000,0.0010,0.000,0.0000,0.0051,0.0000,0.0068
5.4800,-0.00010,0.00234,0.01019,0.824591,0.000000,-0.000000,-0.565729,0.0102,0.000,-0.0000,0.0000,0.0010,0.000,0.0000,0.0051,0.0000,0.0068
5.5000,-0.00010,0.00234,0.01019,0.824591,0.000000,-0.000000,-0.565729,0.0102,0.000,-0.0000,0.0000,0.0010,0.000,0.0000,0.0050,0.0000,0.0068
5.5200,-0.00010,0.00234,0.01019,0.824591,0.000000,-0.000000,-0.565729,0.0102,0.000,-0.0000,0.0000,0.0010,0.000,0.0000,0.0050,0.0000,0.0069
5.5400,-0.00010,0.00234,0.01019,0.824591,0.000000,-0.000000,-0.565729,0.0102,0.000,-0.0000,0.0000,0.0010,0.000,0.0000,0.0049,0.0000,0.0069
5.5600,-0.00010,0.00234,0.01019,0.824591,0.000000,-0.000000,-0.565729,0.0102,0.000,-0.0000,0.0000,0.0010,0.000,0.0000,0.0049,0.0000,0.0069
5.5800,-0.00010,0.00234,0.01019,0.824591,0.000000,-0.000000,-0.565729,0.0102,0.000,-0.0000,0.0000,0.0010,0.000,0.0000,0.0048,0.0000,0.0069
5.6000,-0.00010,0.00234,0.01019,0.824591,0.000000,-0.000000,-0.565729,0.0102,0.000,-0.0000,0.0000,0.0011,0.000,0.0000,0.0047,0.0000,0.0069
